Index       V(C)              V(B)             I(V_C)            I(V_B)      
61       3.05000000e+00    8.50000000e-01    4.28250074e-03    1.33233622e-04
62       3.10000000e+00    8.50000000e-01    4.29431047e-03    1.32556561e-04
63       3.15000000e+00    8.50000000e-01    4.30644532e-03    1.31791001e-04
64       3.20000000e+00    8.50000000e-01    4.31892436e-03    1.30931871e-04
65       3.25000000e+00    8.50000000e-01    4.33176711e-03    1.29973997e-04
66       3.30000000e+00    8.50000000e-01    4.34499361e-03    1.28912117e-04
67       3.35000000e+00    8.50000000e-01    4.35862436e-03    1.27740874e-04
68       3.40000000e+00    8.50000000e-01    4.37268039e-03    1.26454821e-04
69       3.45000000e+00    8.50000000e-01    4.38718317e-03    1.25048425e-04
70       3.50000000e+00    8.50000000e-01    4.40215470e-03    1.23516065e-04
71       3.55000000e+00    8.50000000e-01    4.41761748e-03    1.21852034e-04
72       3.60000000e+00    8.50000000e-01    4.43359450e-03    1.20050538e-04
73       3.65000000e+00    8.50000000e-01    4.45010929e-03    1.18105698e-04
74       3.70000000e+00    8.50000000e-01    4.46718589e-03    1.16011545e-04
75       3.75000000e+00    8.50000000e-01    4.48484889e-03    1.13762025e-04
76       3.80000000e+00    8.50000000e-01    4.50312346e-03    1.11350991e-04
77       3.85000000e+00    8.50000000e-01    4.52203532e-03    1.08772203e-04
78       3.90000000e+00    8.50000000e-01    4.54161079e-03    1.06019327e-04
79       3.95000000e+00    8.50000000e-01    4.56187681e-03    1.03085931e-04
80       4.00000000e+00    8.50000000e-01    4.58286098e-03    9.99654767e-05
81       4.05000000e+00    8.50000000e-01    4.60459154e-03    9.66513236e-05
82       4.10000000e+00    8.50000000e-01    4.62709745e-03    9.31367179e-05
83       4.15000000e+00    8.50000000e-01    4.65040837e-03    8.94147886e-05
84       4.20000000e+00    8.50000000e-01    4.67455474e-03    8.54785442e-05
85       4.25000000e+00    8.50000000e-01    4.69956780e-03    8.13208645e-05
86       4.30000000e+00    8.50000000e-01    4.72547960e-03    7.69344952e-05
87       4.35000000e+00    8.50000000e-01    4.75232308e-03    7.23120402e-05
88       4.40000000e+00    8.50000000e-01    4.78013210e-03    6.74459554e-05
89       4.45000000e+00    8.50000000e-01    4.80894148e-03    6.23285398e-05
90       4.50000000e+00    8.50000000e-01    4.83878705e-03    5.69519283e-05
91       4.55000000e+00    8.50000000e-01    4.86970570e-03    5.13080829e-05
92       4.60000000e+00    8.50000000e-01    4.90173544e-03    4.53887838e-05
93       4.65000000e+00    8.50000000e-01    4.93491545e-03    3.91856203e-05
94       4.70000000e+00    8.50000000e-01    4.96928616e-03    3.26899813e-05
95       4.75000000e+00    8.50000000e-01    5.00488928e-03    2.58930454e-05
96       4.80000000e+00    8.50000000e-01    5.04176789e-03    1.87857706e-05
97       4.85000000e+00    8.50000000e-01    5.07996652e-03    1.13588843e-05
98       4.90000000e+00    8.50000000e-01    5.11953117e-03    3.60287233e-06
99       4.95000000e+00    8.50000000e-01    5.16050946e-03   -4.49203163e-06
100      5.00000000e+00    8.50000000e-01    5.20295066e-03   -1.29358573e-05
0        0.00000000e+00    9.00000000e-01   -1.51653183e-03    2.91224927e-03
1        5.00000000e-02    9.00000000e-01    8.72567386e-04    2.11091602e-03
2        1.00000000e-01    9.00000000e-01    3.03257508e-03    1.52618277e-03
3        1.50000000e-01    9.00000000e-01    4.77588340e-03    1.13281495e-03
4        2.00000000e-01    9.00000000e-01    5.97106712e-03    8.98971330e-04
5        2.50000000e-01    9.00000000e-01    6.66767144e-03    7.76166632e-04
6        3.00000000e-01    9.00000000e-01    7.05779649e-03    7.12712929e-04
7        3.50000000e-01    9.00000000e-01    7.31396685e-03    6.73766751e-04
8        4.00000000e-01    9.00000000e-01    7.52502410e-03    6.43226015e-04
9        4.50000000e-01    9.00000000e-01    7.71840481e-03    6.16276032e-04
10       5.00000000e-01    9.00000000e-01    7.89857498e-03    5.92046078e-04
11       5.50000000e-01    9.00000000e-01    8.06490748e-03    5.70505473e-04
12       6.00000000e-01    9.00000000e-01    8.21575905e-03    5.51782140e-04
13       6.50000000e-01    9.00000000e-01    8.34917597e-03    5.36049664e-04
14       7.00000000e-01    9.00000000e-01    8.46308326e-03    5.23501773e-04
15       7.50000000e-01    9.00000000e-01    8.55554153e-03    5.14320784e-04
16       8.00000000e-01    9.00000000e-01    8.62536404e-03    5.08596601e-04
17       8.50000000e-01    9.00000000e-01    8.67351988e-03    5.06129690e-04
18       9.00000000e-01    9.00000000e-01    8.70533893e-03    5.06109260e-04
19       9.50000000e-01    9.00000000e-01    8.72935958e-03    5.07250033e-04
20       1.00000000e+00    9.00000000e-01    8.75111982e-03    5.08712682e-04
21       1.05000000e+00    9.00000000e-01    8.77229158e-03    5.10250827e-04
22       1.10000000e+00    9.00000000e-01    8.79323962e-03    5.11816937e-04
23       1.15000000e+00    9.00000000e-01    8.81406054e-03    5.13402046e-04
24       1.20000000e+00    9.00000000e-01    8.83479625e-03    5.15003875e-04
25       1.25000000e+00    9.00000000e-01    8.85547320e-03    5.16621448e-04
26       1.30000000e+00    9.00000000e-01    8.87611087e-03    5.18254150e-04
27       1.35000000e+00    9.00000000e-01    8.89672450e-03    5.19901538e-04
28       1.40000000e+00    9.00000000e-01    8.91732639e-03    5.21563275e-04
29       1.45000000e+00    9.00000000e-01    8.93792670e-03    5.23239097e-04
30       1.50000000e+00    9.00000000e-01    8.95853395e-03    5.24928793e-04
31       1.55000000e+00    9.00000000e-01    8.97915548e-03    5.26632184e-04
32       1.60000000e+00    9.00000000e-01    8.99979768e-03    5.28349110e-04
33       1.65000000e+00    9.00000000e-01    9.02046629e-03    5.30079407e-04
34       1.70000000e+00    9.00000000e-01    9.04116655e-03    5.31822895e-04
35       1.75000000e+00    9.00000000e-01    9.06190343e-03    5.33579359e-04
36       1.80000000e+00    9.00000000e-01    9.08268172e-03    5.35348523e-04
37       1.85000000e+00    9.00000000e-01    9.10350624e-03    5.37130038e-04
38       1.90000000e+00    9.00000000e-01    9.12438195e-03    5.38923452e-04
39       1.95000000e+00    9.00000000e-01    9.14531411e-03    5.40728195e-04
40       2.00000000e+00    9.00000000e-01    9.16630838e-03    5.42543554e-04
41       2.05000000e+00    9.00000000e-01    9.18737093e-03    5.44368650e-04
42       2.10000000e+00    9.00000000e-01    9.20850863e-03    5.46202423e-04
43       2.15000000e+00    9.00000000e-01    9.22972906e-03    5.48043609e-04
44       2.20000000e+00    9.00000000e-01    9.25104069e-03    5.49890723e-04
45       2.25000000e+00    9.00000000e-01    9.27245294e-03    5.51742044e-04
46       2.30000000e+00    9.00000000e-01    9.29397625e-03    5.53595602e-04
47       2.35000000e+00    9.00000000e-01    9.31562222e-03    5.55449167e-04
48       2.40000000e+00    9.00000000e-01    9.33740358e-03    5.57300236e-04
49       2.45000000e+00    9.00000000e-01    9.35933435e-03    5.59146031e-04
50       2.50000000e+00    9.00000000e-01    9.38142982e-03    5.60983491e-04
51       2.55000000e+00    9.00000000e-01    9.40370662e-03    5.62809268e-04
52       2.60000000e+00    9.00000000e-01    9.42618275e-03    5.64619732e-04
53       2.65000000e+00    9.00000000e-01    9.44887760e-03    5.66410964e-04
54       2.70000000e+00    9.00000000e-01    9.47181197e-03    5.68178768e-04
55       2.75000000e+00    9.00000000e-01    9.49500809e-03    5.69918669e-04
56       2.80000000e+00    9.00000000e-01    9.51848961e-03    5.71625922e-04
57       2.85000000e+00    9.00000000e-01    9.54228157e-03    5.73295522e-04
58       2.90000000e+00    9.00000000e-01    9.56641047e-03    5.74922208e-04
59       2.95000000e+00    9.00000000e-01    9.59090418e-03    5.76500479e-04
60       3.00000000e+00    9.00000000e-01    9.61579194e-03    5.78024602e-04
61       3.05000000e+00    9.00000000e-01    9.64110436e-03    5.79488622e-04
62       3.10000000e+00    9.00000000e-01    9.66687338e-03    5.80886382e-04
63       3.15000000e+00    9.00000000e-01    9.69313223e-03    5.82211529e-04
64       3.20000000e+00    9.00000000e-01    9.71991542e-03    5.83457530e-04
65       3.25000000e+00    9.00000000e-01    9.74725870e-03    5.84617689e-04
66       3.30000000e+00    9.00000000e-01    9.77519899e-03    5.85685157e-04
67       3.35000000e+00    9.00000000e-01    9.80377441e-03    5.86652950e-04
68       3.40000000e+00    9.00000000e-01    9.83302418e-03    5.87513959e-04
69       3.45000000e+00    9.00000000e-01    9.86298863e-03    5.88260970e-04
70       3.50000000e+00    9.00000000e-01    9.89370913e-03    5.88886674e-04
71       3.55000000e+00    9.00000000e-01    9.92522808e-03    5.89383680e-04
72       3.60000000e+00    9.00000000e-01    9.95758884e-03    5.89744534e-04
73       3.65000000e+00    9.00000000e-01    9.99083574e-03    5.89961727e-04
74       3.70000000e+00    9.00000000e-01    1.00250140e-02    5.90027709e-04
75       3.75000000e+00    9.00000000e-01    1.00601698e-02    5.89934903e-04
76       3.80000000e+00    9.00000000e-01    1.00963500e-02    5.89675719e-04
77       3.85000000e+00    9.00000000e-01    1.01336024e-02    5.89242559e-04
78       3.90000000e+00    9.00000000e-01    1.01719756e-02    5.88627835e-04
79       3.95000000e+00    9.00000000e-01    1.02115189e-02    5.87823978e-04
80       4.00000000e+00    9.00000000e-01    1.02522825e-02    5.86823447e-04
81       4.05000000e+00    9.00000000e-01    1.02943170e-02    5.85618739e-04
82       4.10000000e+00    9.00000000e-01    1.03376741e-02    5.84202401e-04
83       4.15000000e+00    9.00000000e-01    1.03824059e-02    5.82567039e-04
84       4.20000000e+00    9.00000000e-01    1.04285652e-02    5.80705326e-04
85       4.25000000e+00    9.00000000e-01    1.04762055e-02    5.78610009e-04
86       4.30000000e+00    9.00000000e-01    1.05253810e-02    5.76273924e-04
87       4.35000000e+00    9.00000000e-01    1.05761463e-02    5.73689998e-04
88       4.40000000e+00    9.00000000e-01    1.06285568e-02    5.70851262e-04
89       4.45000000e+00    9.00000000e-01    1.06826684e-02    5.67750855e-04
90       4.50000000e+00    9.00000000e-01    1.07385377e-02    5.64382038e-04
91       4.55000000e+00    9.00000000e-01    1.07962216e-02    5.60738200e-04
92       4.60000000e+00    9.00000000e-01    1.08557779e-02    5.56812865e-04
93       4.65000000e+00    9.00000000e-01    1.09172646e-02    5.52599703e-04
94       4.70000000e+00    9.00000000e-01    1.09807404e-02    5.48092542e-04
95       4.75000000e+00    9.00000000e-01    1.10462645e-02    5.43285372e-04
96       4.80000000e+00    9.00000000e-01    1.11138967e-02    5.38172359e-04
97       4.85000000e+00    9.00000000e-01    1.11836969e-02    5.32747857e-04
98       4.90000000e+00    9.00000000e-01    1.12557258e-02    5.27006416e-04
99       4.95000000e+00    9.00000000e-01    1.13300445e-02    5.20942797e-04
100      5.00000000e+00    9.00000000e-01    1.14067142e-02    5.14551981e-04
0        0.00000000e+00    9.50000000e-01   -2.33537992e-03    5.22620612e-03
1        5.00000000e-02    9.50000000e-01    5.06661660e-04    4.35342580e-03
2        1.00000000e-01    9.50000000e-01    3.24201050e-03    3.62615758e-03
3        1.50000000e-01    9.50000000e-01    5.75020513e-03    3.03398434e-03
4        2.00000000e-01    9.50000000e-01    7.88415111e-03    2.57670872e-03
5        2.50000000e-01    9.50000000e-01    9.50328379e-03    2.25581428e-03
6        3.00000000e-01    9.50000000e-01    1.05682029e-02    2.05800047e-03
7        3.50000000e-01    9.50000000e-01    1.12004507e-02    1.94773639e-03
8        4.00000000e-01    9.50000000e-01    1.15914411e-02    1.88422099e-03
9        4.50000000e-01    9.50000000e-01    1.18861195e-02    1.83928421e-03
10       5.00000000e-01    9.50000000e-01    1.21521121e-02    1.80026367e-03
11       5.50000000e-01    9.50000000e-01    1.24083440e-02    1.76365583e-03
12       6.00000000e-01    9.50000000e-01    1.26582431e-02    1.72879997e-03
13       6.50000000e-01    9.50000000e-01    1.29020839e-02    1.69560440e-03
14       7.00000000e-01    9.50000000e-01    1.31395771e-02    1.66407687e-03
15       7.50000000e-01    9.50000000e-01    1.33702933e-02    1.63424861e-03
16       8.00000000e-01    9.50000000e-01    1.35937552e-02    1.60615755e-03
17       8.50000000e-01    9.50000000e-01    1.38094262e-02    1.57985023e-03
18       9.00000000e-01    9.50000000e-01    1.40166982e-02    1.55538374e-03
19       9.50000000e-01    9.50000000e-01    1.42149191e-02    1.53282045e-03
20       1.00000000e+00    9.50000000e-01    1.44033303e-02    1.51223887e-03
21       1.05000000e+00    9.50000000e-01    1.45810890e-02    1.49372922e-03
22       1.10000000e+00    9.50000000e-01    1.47472503e-02    1.47739637e-03
23       1.15000000e+00    9.50000000e-01    1.49007618e-02    1.46336076e-03
24       1.20000000e+00    9.50000000e-01    1.50404667e-02    1.45175799e-03
25       1.25000000e+00    9.50000000e-01    1.51651328e-02    1.44273502e-03
26       1.30000000e+00    9.50000000e-01    1.52735338e-02    1.43643852e-03
27       1.35000000e+00    9.50000000e-01    1.53646553e-02    1.43298530e-03
28       1.40000000e+00    9.50000000e-01    1.54381679e-02    1.43239206e-03
29       1.45000000e+00    9.50000000e-01    1.54954069e-02    1.43442541e-03
30       1.50000000e+00    9.50000000e-01    1.55407129e-02    1.43839449e-03
31       1.55000000e+00    9.50000000e-01    1.55802748e-02    1.44331190e-03
32       1.60000000e+00    9.50000000e-01    1.56180761e-02    1.44853739e-03
33       1.65000000e+00    9.50000000e-01    1.56554118e-02    1.45386790e-03
34       1.70000000e+00    9.50000000e-01    1.56925977e-02    1.45925864e-03
35       1.75000000e+00    9.50000000e-01    1.57297252e-02    1.46469942e-03
36       1.80000000e+00    9.50000000e-01    1.57668353e-02    1.47018700e-03
37       1.85000000e+00    9.50000000e-01    1.58039539e-02    1.47571977e-03
38       1.90000000e+00    9.50000000e-01    1.58411000e-02    1.48129670e-03
39       1.95000000e+00    9.50000000e-01    1.58782889e-02    1.48691707e-03
40       2.00000000e+00    9.50000000e-01    1.59155325e-02    1.49258033e-03
41       2.05000000e+00    9.50000000e-01    1.59528412e-02    1.49828612e-03
42       2.10000000e+00    9.50000000e-01    1.59902235e-02    1.50403413e-03
43       2.15000000e+00    9.50000000e-01    1.60276869e-02    1.50982417e-03
44       2.20000000e+00    9.50000000e-01    1.60652379e-02    1.51565607e-03
45       2.25000000e+00    9.50000000e-01    1.61028826e-02    1.52152971e-03
46       2.30000000e+00    9.50000000e-01    1.61406264e-02    1.52744496e-03
47       2.35000000e+00    9.50000000e-01    1.61784747e-02    1.53340168e-03
48       2.40000000e+00    9.50000000e-01    1.62164328e-02    1.53939967e-03
49       2.45000000e+00    9.50000000e-01    1.62545062e-02    1.54543868e-03
50       2.50000000e+00    9.50000000e-01    1.62927007e-02    1.55151836e-03
51       2.55000000e+00    9.50000000e-01    1.63310225e-02    1.55763826e-03
52       2.60000000e+00    9.50000000e-01    1.63694785e-02    1.56379778e-03
53       2.65000000e+00    9.50000000e-01    1.64080764e-02    1.56999614e-03
54       2.70000000e+00    9.50000000e-01    1.64468249e-02    1.57623241e-03
55       2.75000000e+00    9.50000000e-01    1.64857339e-02    1.58250541e-03
56       2.80000000e+00    9.50000000e-01    1.65248143e-02    1.58881378e-03
57       2.85000000e+00    9.50000000e-01    1.65640787e-02    1.59515587e-03
58       2.90000000e+00    9.50000000e-01    1.66035409e-02    1.60152981e-03
59       2.95000000e+00    9.50000000e-01    1.66432166e-02    1.60793345e-03
60       3.00000000e+00    9.50000000e-01    1.66831231e-02    1.61436435e-03
61       3.05000000e+00    9.50000000e-01    1.67232795e-02    1.62081979e-03
62       3.10000000e+00    9.50000000e-01    1.67637067e-02    1.62729678e-03
63       3.15000000e+00    9.50000000e-01    1.68044277e-02    1.63379201e-03
64       3.20000000e+00    9.50000000e-01    1.68454673e-02    1.64030191e-03
65       3.25000000e+00    9.50000000e-01    1.68868524e-02    1.64682262e-03
66       3.30000000e+00    9.50000000e-01    1.69286119e-02    1.65334999e-03
67       3.35000000e+00    9.50000000e-01    1.69707767e-02    1.65987962e-03
68       3.40000000e+00    9.50000000e-01    1.70133796e-02    1.66640687e-03
69       3.45000000e+00    9.50000000e-01    1.70564557e-02    1.67292682e-03
70       3.50000000e+00    9.50000000e-01    1.71000416e-02    1.67943436e-03
71       3.55000000e+00    9.50000000e-01    1.71441763e-02    1.68592417e-03
72       3.60000000e+00    9.50000000e-01    1.71889002e-02    1.69239073e-03
73       3.65000000e+00    9.50000000e-01    1.72342559e-02    1.69882836e-03
74       3.70000000e+00    9.50000000e-01    1.72802873e-02    1.70523124e-03
75       3.75000000e+00    9.50000000e-01    1.73270403e-02    1.71159343e-03
76       3.80000000e+00    9.50000000e-01    1.73745621e-02    1.71790889e-03
77       3.85000000e+00    9.50000000e-01    1.74229016e-02    1.72417149e-03
78       3.90000000e+00    9.50000000e-01    1.74721087e-02    1.73037508e-03
79       3.95000000e+00    9.50000000e-01    1.75222348e-02    1.73651346e-03
80       4.00000000e+00    9.50000000e-01    1.75733325e-02    1.74258044e-03
81       4.05000000e+00    9.50000000e-01    1.76254552e-02    1.74856988e-03
82       4.10000000e+00    9.50000000e-01    1.76786574e-02    1.75447565e-03
83       4.15000000e+00    9.50000000e-01    1.77329942e-02    1.76029173e-03
84       4.20000000e+00    9.50000000e-01    1.77885215e-02    1.76601219e-03
85       4.25000000e+00    9.50000000e-01    1.78452959e-02    1.77163122e-03
86       4.30000000e+00    9.50000000e-01    1.79033740e-02    1.77714316e-03
87       4.35000000e+00    9.50000000e-01    1.79628132e-02    1.78254255e-03
88       4.40000000e+00    9.50000000e-01    1.80236707e-02    1.78782407e-03
89       4.45000000e+00    9.50000000e-01    1.80860040e-02    1.79298267e-03
90       4.50000000e+00    9.50000000e-01    1.81498705e-02    1.79801350e-03
91       4.55000000e+00    9.50000000e-01    1.82153273e-02    1.80291199e-03
92       4.60000000e+00    9.50000000e-01    1.82824314e-02    1.80767384e-03
93       4.65000000e+00    9.50000000e-01    1.83512393e-02    1.81229502e-03
94       4.70000000e+00    9.50000000e-01    1.84218070e-02    1.81677184e-03
95       4.75000000e+00    9.50000000e-01    1.84941900e-02    1.82110092e-03
96       4.80000000e+00    9.50000000e-01    1.85684429e-02    1.82527924e-03
97       4.85000000e+00    9.50000000e-01    1.86446195e-02    1.82930411e-03
98       4.90000000e+00    9.50000000e-01    1.87227727e-02    1.83317323e-03
99       4.95000000e+00    9.50000000e-01    1.88029545e-02    1.83688467e-03
100      5.00000000e+00    9.50000000e-01    1.88852155e-02    1.84043689e-03
0        0.00000000e+00    1.00000000e+00   -3.16265994e-03    8.00577282e-03
1        5.00000000e-02    1.00000000e+00   -3.85413386e-05    7.12877321e-03
2        1.00000000e-01    1.00000000e+00    3.02807293e-03    6.35403995e-03
3        1.50000000e-01    1.00000000e+00    5.96406693e-03    5.67401545e-03
4        2.00000000e-01    1.00000000e+00    8.67484743e-03    5.08985197e-03
5        2.50000000e-01    1.00000000e+00    1.10377626e-02    4.61049083e-03
6        3.00000000e-01    1.00000000e+00    1.29186850e-02    4.24812894e-03
7        3.50000000e-01    1.00000000e+00    1.42405611e-02    4.00549576e-03
8        4.00000000e-01    1.00000000e+00    1.50661278e-02    3.86222093e-03
9        4.50000000e-01    1.00000000e+00    1.55700616e-02    3.78123010e-03
10       5.00000000e-01    1.00000000e+00    1.59233040e-02    3.72916397e-03
11       5.50000000e-01    1.00000000e+00    1.62267927e-02    3.68695978e-03
12       6.00000000e-01    1.00000000e+00    1.65169834e-02    3.64783610e-03
13       6.50000000e-01    1.00000000e+00    1.68022031e-02    3.61024487e-03
14       7.00000000e-01    1.00000000e+00    1.70838974e-02    3.57390435e-03
15       7.50000000e-01    1.00000000e+00    1.73622433e-02    3.53876364e-03
16       8.00000000e-01    1.00000000e+00    1.76371995e-02    3.50481131e-03
17       8.50000000e-01    1.00000000e+00    1.79086861e-02    3.47204283e-03
18       9.00000000e-01    1.00000000e+00    1.81766138e-02    3.44045523e-03
19       9.50000000e-01    1.00000000e+00    1.84408881e-02    3.41004651e-03
20       1.00000000e+00    1.00000000e+00    1.87014080e-02    3.38081563e-03
21       1.05000000e+00    1.00000000e+00    1.89580653e-02    3.35276272e-03
22       1.10000000e+00    1.00000000e+00    1.92107430e-02    3.32588925e-03
23       1.15000000e+00    1.00000000e+00    1.94593141e-02    3.30019823e-03
24       1.20000000e+00    1.00000000e+00    1.97036396e-02    3.27569441e-03
25       1.25000000e+00    1.00000000e+00    1.99435673e-02    3.25238449e-03
26       1.30000000e+00    1.00000000e+00    2.01789293e-02    3.23027741e-03
27       1.35000000e+00    1.00000000e+00    2.04095400e-02    3.20938459e-03
28       1.40000000e+00    1.00000000e+00    2.06351935e-02    3.18972032e-03
29       1.45000000e+00    1.00000000e+00    2.08556607e-02    3.17130206e-03
30       1.50000000e+00    1.00000000e+00    2.10706857e-02    3.15415091e-03
31       1.55000000e+00    1.00000000e+00    2.12799818e-02    3.13829215e-03
32       1.60000000e+00    1.00000000e+00    2.14832273e-02    3.12375575e-03
33       1.65000000e+00    1.00000000e+00    2.16800595e-02    3.11057708e-03
34       1.70000000e+00    1.00000000e+00    2.18700694e-02    3.09879770e-03
35       1.75000000e+00    1.00000000e+00    2.20527944e-02    3.08846616e-03
36       1.80000000e+00    1.00000000e+00    2.22276988e-02    3.07964089e-03
37       1.85000000e+00    1.00000000e+00    2.23942110e-02    3.07238411e-03
38       1.90000000e+00    1.00000000e+00    2.25516524e-02    3.06677270e-03
39       1.95000000e+00    1.00000000e+00    2.26992734e-02    3.06289240e-03
40       2.00000000e+00    1.00000000e+00    2.28362451e-02    3.06083890e-03
41       2.05000000e+00    1.00000000e+00    2.29616776e-02    3.06071525e-03
42       2.10000000e+00    1.00000000e+00    2.30746714e-02    3.06262451e-03
43       2.15000000e+00    1.00000000e+00    2.31744430e-02    3.06665214e-03
44       2.20000000e+00    1.00000000e+00    2.32606011e-02    3.07282714e-03
45       2.25000000e+00    1.00000000e+00    2.33336933e-02    3.08104384e-03
46       2.30000000e+00    1.00000000e+00    2.33960799e-02    3.09093857e-03
47       2.35000000e+00    1.00000000e+00    2.34520075e-02    3.10187584e-03
48       2.40000000e+00    1.00000000e+00    2.35053435e-02    3.11327505e-03
49       2.45000000e+00    1.00000000e+00    2.35579083e-02    3.12486465e-03
50       2.50000000e+00    1.00000000e+00    2.36102560e-02    3.13656530e-03
51       2.55000000e+00    1.00000000e+00    2.36625453e-02    3.14835655e-03
52       2.60000000e+00    1.00000000e+00    2.37148350e-02    3.16023219e-03
53       2.65000000e+00    1.00000000e+00    2.37671566e-02    3.17218954e-03
54       2.70000000e+00    1.00000000e+00    2.38195312e-02    3.18422708e-03
55       2.75000000e+00    1.00000000e+00    2.38719751e-02    3.19634378e-03
56       2.80000000e+00    1.00000000e+00    2.39245014e-02    3.20853891e-03
57       2.85000000e+00    1.00000000e+00    2.39771206e-02    3.22081198e-03
58       2.90000000e+00    1.00000000e+00    2.40298417e-02    3.23316263e-03
59       2.95000000e+00    1.00000000e+00    2.40826725e-02    3.24559064e-03
60       3.00000000e+00    1.00000000e+00    2.41356196e-02    3.25809587e-03
61       3.05000000e+00    1.00000000e+00    2.41886891e-02    3.27067825e-03
62       3.10000000e+00    1.00000000e+00    2.42418864e-02    3.28333774e-03
63       3.15000000e+00    1.00000000e+00    2.42952167e-02    3.29607434e-03
64       3.20000000e+00    1.00000000e+00    2.43486850e-02    3.30888803e-03
65       3.25000000e+00    1.00000000e+00    2.44022961e-02    3.32177878e-03
66       3.30000000e+00    1.00000000e+00    2.44560554e-02    3.33474654e-03
67       3.35000000e+00    1.00000000e+00    2.45099683e-02    3.34779117e-03
68       3.40000000e+00    1.00000000e+00    2.45640407e-02    3.36091247e-03
69       3.45000000e+00    1.00000000e+00    2.46182793e-02    3.37411014e-03
70       3.50000000e+00    1.00000000e+00    2.46726915e-02    3.38738376e-03
71       3.55000000e+00    1.00000000e+00    2.47272857e-02    3.40073278e-03
72       3.60000000e+00    1.00000000e+00    2.47820714e-02    3.41415651e-03
73       3.65000000e+00    1.00000000e+00    2.48370594e-02    3.42765407e-03
74       3.70000000e+00    1.00000000e+00    2.48922617e-02    3.44122443e-03
75       3.75000000e+00    1.00000000e+00    2.49476919e-02    3.45486637e-03
76       3.80000000e+00    1.00000000e+00    2.50033652e-02    3.46857846e-03
77       3.85000000e+00    1.00000000e+00    2.50592985e-02    3.48235909e-03
78       3.90000000e+00    1.00000000e+00    2.51155105e-02    3.49620645e-03
79       3.95000000e+00    1.00000000e+00    2.51720217e-02    3.51011849e-03
80       4.00000000e+00    1.00000000e+00    2.52288545e-02    3.52409301e-03
81       4.05000000e+00    1.00000000e+00    2.52860331e-02    3.53812758e-03
82       4.10000000e+00    1.00000000e+00    2.53435839e-02    3.55221958e-03
83       4.15000000e+00    1.00000000e+00    2.54015352e-02    3.56636622e-03
84       4.20000000e+00    1.00000000e+00    2.54599169e-02    3.58056453e-03
85       4.25000000e+00    1.00000000e+00    2.55187614e-02    3.59481139e-03
86       4.30000000e+00    1.00000000e+00    2.55781024e-02    3.60910354e-03
87       4.35000000e+00    1.00000000e+00    2.56379759e-02    3.62343757e-03
88       4.40000000e+00    1.00000000e+00    2.56984194e-02    3.63781001e-03
89       4.45000000e+00    1.00000000e+00    2.57594720e-02    3.65221725e-03
90       4.50000000e+00    1.00000000e+00    2.58211747e-02    3.66665564e-03
91       4.55000000e+00    1.00000000e+00    2.58835695e-02    3.68112150e-03
92       4.60000000e+00    1.00000000e+00    2.59467002e-02    3.69561111e-03
93       4.65000000e+00    1.00000000e+00    2.60106115e-02    3.71012076e-03
94       4.70000000e+00    1.00000000e+00    2.60753494e-02    3.72464675e-03
95       4.75000000e+00    1.00000000e+00    2.61409608e-02    3.73918547e-03
96       4.80000000e+00    1.00000000e+00    2.62074931e-02    3.75373335e-03
97       4.85000000e+00    1.00000000e+00    2.62749948e-02    3.76828694e-03
98       4.90000000e+00    1.00000000e+00    2.63435145e-02    3.78284292e-03
99       4.95000000e+00    1.00000000e+00    2.64131013e-02    3.79739810e-03
100      5.00000000e+00    1.00000000e+00    2.64838043e-02    3.81194949e-03
End of Xyce(TM) Parameter Sweep
