Index       V(C)              V(B)             I(V_C)            I(V_B)      
61       3.05000000e+00    8.50000000e-01    3.93469946e-03    1.14786891e-04
62       3.10000000e+00    8.50000000e-01    3.93964628e-03    1.13768139e-04
63       3.15000000e+00    8.50000000e-01    3.94483645e-03    1.12661851e-04
64       3.20000000e+00    8.50000000e-01    3.95028404e-03    1.11463311e-04
65       3.25000000e+00    8.50000000e-01    3.95600333e-03    1.10167727e-04
66       3.30000000e+00    8.50000000e-01    3.96200881e-03    1.08770240e-04
67       3.35000000e+00    8.50000000e-01    3.96831516e-03    1.07265924e-04
68       3.40000000e+00    8.50000000e-01    3.97493727e-03    1.05649787e-04
69       3.45000000e+00    8.50000000e-01    3.98189020e-03    1.03916777e-04
70       3.50000000e+00    8.50000000e-01    3.98918920e-03    1.02061778e-04
71       3.55000000e+00    8.50000000e-01    3.99684967e-03    1.00079617e-04
72       3.60000000e+00    8.50000000e-01    4.00488723e-03    9.79650633e-05
73       3.65000000e+00    8.50000000e-01    4.01331765e-03    9.57128257e-05
74       3.70000000e+00    8.50000000e-01    4.02215687e-03    9.33175563e-05
75       3.75000000e+00    8.50000000e-01    4.03142102e-03    9.07738483e-05
76       3.80000000e+00    8.50000000e-01    4.04112640e-03    8.80762355e-05
77       3.85000000e+00    8.50000000e-01    4.05128950e-03    8.52191912e-05
78       3.90000000e+00    8.50000000e-01    4.06192700e-03    8.21971263e-05
79       3.95000000e+00    8.50000000e-01    4.07305575e-03    7.90043876e-05
80       4.00000000e+00    8.50000000e-01    4.08469284e-03    7.56352551e-05
81       4.05000000e+00    8.50000000e-01    4.09685554e-03    7.20839393e-05
82       4.10000000e+00    8.50000000e-01    4.10956134e-03    6.83445785e-05
83       4.15000000e+00    8.50000000e-01    4.12282797e-03    6.44112344e-05
84       4.20000000e+00    8.50000000e-01    4.13667340e-03    6.02778890e-05
85       4.25000000e+00    8.50000000e-01    4.15111583e-03    5.59384402e-05
86       4.30000000e+00    8.50000000e-01    4.16617376e-03    5.13866969e-05
87       4.35000000e+00    8.50000000e-01    4.18186593e-03    4.66163746e-05
88       4.40000000e+00    8.50000000e-01    4.19821141e-03    4.16210899e-05
89       4.45000000e+00    8.50000000e-01    4.21522956e-03    3.63943552e-05
90       4.50000000e+00    8.50000000e-01    4.23294007e-03    3.09295726e-05
91       4.55000000e+00    8.50000000e-01    4.25136299e-03    2.52200278e-05
92       4.60000000e+00    8.50000000e-01    4.27051870e-03    1.92588841e-05
93       4.65000000e+00    8.50000000e-01    4.29042800e-03    1.30391750e-05
94       4.70000000e+00    8.50000000e-01    4.31111208e-03    6.55379774e-06
95       4.75000000e+00    8.50000000e-01    4.33259256e-03   -2.04494350e-07
96       4.80000000e+00    8.50000000e-01    4.35489150e-03   -7.24309923e-06
97       4.85000000e+00    8.50000000e-01    4.37803143e-03   -1.45695741e-05
98       4.90000000e+00    8.50000000e-01    4.40203540e-03   -2.21916434e-05
99       4.95000000e+00    8.50000000e-01    4.42692695e-03   -3.01172074e-05
100      5.00000000e+00    8.50000000e-01    4.45273017e-03   -3.83543507e-05
0        0.00000000e+00    9.00000000e-01   -1.50052444e-03    2.87600480e-03
1        5.00000000e-02    9.00000000e-01    8.78276747e-04    2.08594526e-03
2        1.00000000e-01    9.00000000e-01    3.02983854e-03    1.50726807e-03
3        1.50000000e-01    9.00000000e-01    4.76179477e-03    1.11654479e-03
4        2.00000000e-01    9.00000000e-01    5.94000125e-03    8.83780477e-04
5        2.50000000e-01    9.00000000e-01    6.61720199e-03    7.61140830e-04
6        3.00000000e-01    9.00000000e-01    6.99009329e-03    6.96949560e-04
7        3.50000000e-01    9.00000000e-01    7.23197330e-03    6.56558257e-04
8        4.00000000e-01    9.00000000e-01    7.42987203e-03    6.24237181e-04
9        4.50000000e-01    9.00000000e-01    7.60960641e-03    5.95449313e-04
10       5.00000000e-01    9.00000000e-01    7.77499604e-03    5.69439471e-04
11       5.50000000e-01    9.00000000e-01    7.92511861e-03    5.46237614e-04
12       6.00000000e-01    9.00000000e-01    8.05808344e-03    5.26025777e-04
13       6.50000000e-01    9.00000000e-01    8.17168485e-03    5.09034152e-04
14       7.00000000e-01    9.00000000e-01    8.26363814e-03    4.95510148e-04
15       7.50000000e-01    9.00000000e-01    8.33200330e-03    4.85663751e-04
16       8.00000000e-01    9.00000000e-01    8.37622942e-03    4.79521725e-04
17       8.50000000e-01    9.00000000e-01    8.39936558e-03    4.76598169e-04
18       9.00000000e-01    9.00000000e-01    8.40972580e-03    4.75619908e-04
19       9.50000000e-01    9.00000000e-01    8.41561251e-03    4.75294614e-04
20       1.00000000e+00    9.00000000e-01    8.42035451e-03    4.75105916e-04
21       1.05000000e+00    9.00000000e-01    8.42469234e-03    4.74946662e-04
22       1.10000000e+00    9.00000000e-01    8.42878860e-03    4.74798374e-04
23       1.15000000e+00    9.00000000e-01    8.43269968e-03    4.74657134e-04
24       1.20000000e+00    9.00000000e-01    8.43645737e-03    4.74521514e-04
25       1.25000000e+00    9.00000000e-01    8.44008404e-03    4.74390659e-04
26       1.30000000e+00    9.00000000e-01    8.44359679e-03    4.74263944e-04
27       1.35000000e+00    9.00000000e-01    8.44700913e-03    4.74140874e-04
28       1.40000000e+00    9.00000000e-01    8.45033203e-03    4.74021048e-04
29       1.45000000e+00    9.00000000e-01    8.45357454e-03    4.73904124e-04
30       1.50000000e+00    9.00000000e-01    8.45674429e-03    4.73789804e-04
31       1.55000000e+00    9.00000000e-01    8.45984783e-03    4.73677809e-04
32       1.60000000e+00    9.00000000e-01    8.46289093e-03    4.73567862e-04
33       1.65000000e+00    9.00000000e-01    8.46587873e-03    4.73459668e-04
34       1.70000000e+00    9.00000000e-01    8.46881605e-03    4.73352891e-04
35       1.75000000e+00    9.00000000e-01    8.47170747e-03    4.73247133e-04
36       1.80000000e+00    9.00000000e-01    8.47455749e-03    4.73141910e-04
37       1.85000000e+00    9.00000000e-01    8.47737075e-03    4.73036627e-04
38       1.90000000e+00    9.00000000e-01    8.48015208e-03    4.72930554e-04
39       1.95000000e+00    9.00000000e-01    8.48290667e-03    4.72822803e-04
40       2.00000000e+00    9.00000000e-01    8.48564018e-03    4.72712300e-04
41       2.05000000e+00    9.00000000e-01    8.48835882e-03    4.72597767e-04
42       2.10000000e+00    9.00000000e-01    8.49106950e-03    4.72477699e-04
43       2.15000000e+00    9.00000000e-01    8.49377986e-03    4.72350345e-04
44       2.20000000e+00    9.00000000e-01    8.49649838e-03    4.72213690e-04
45       2.25000000e+00    9.00000000e-01    8.49923446e-03    4.72065443e-04
46       2.30000000e+00    9.00000000e-01    8.50199841e-03    4.71903023e-04
47       2.35000000e+00    9.00000000e-01    8.50480158e-03    4.71723549e-04
48       2.40000000e+00    9.00000000e-01    8.50765633e-03    4.71523835e-04
49       2.45000000e+00    9.00000000e-01    8.51057609e-03    4.71300381e-04
50       2.50000000e+00    9.00000000e-01    8.51357534e-03    4.71049377e-04
51       2.55000000e+00    9.00000000e-01    8.51666965e-03    4.70766698e-04
52       2.60000000e+00    9.00000000e-01    8.51987569e-03    4.70447908e-04
53       2.65000000e+00    9.00000000e-01    8.52321117e-03    4.70088263e-04
54       2.70000000e+00    9.00000000e-01    8.52669485e-03    4.69682719e-04
55       2.75000000e+00    9.00000000e-01    8.53034653e-03    4.69225937e-04
56       2.80000000e+00    9.00000000e-01    8.53418701e-03    4.68712291e-04
57       2.85000000e+00    9.00000000e-01    8.53823805e-03    4.68135883e-04
58       2.90000000e+00    9.00000000e-01    8.54252236e-03    4.67490548e-04
59       2.95000000e+00    9.00000000e-01    8.54706351e-03    4.66769869e-04
60       3.00000000e+00    9.00000000e-01    8.55188595e-03    4.65967188e-04
61       3.05000000e+00    9.00000000e-01    8.55701492e-03    4.65075621e-04
62       3.10000000e+00    9.00000000e-01    8.56247642e-03    4.64088070e-04
63       3.15000000e+00    9.00000000e-01    8.56829718e-03    4.62997235e-04
64       3.20000000e+00    9.00000000e-01    8.57450456e-03    4.61795628e-04
65       3.25000000e+00    9.00000000e-01    8.58112658e-03    4.60475590e-04
66       3.30000000e+00    9.00000000e-01    8.58819182e-03    4.59029299e-04
67       3.35000000e+00    9.00000000e-01    8.59572936e-03    4.57448786e-04
68       3.40000000e+00    9.00000000e-01    8.60376881e-03    4.55725946e-04
69       3.45000000e+00    9.00000000e-01    8.61234020e-03    4.53852553e-04
70       3.50000000e+00    9.00000000e-01    8.62147395e-03    4.51820265e-04
71       3.55000000e+00    9.00000000e-01    8.63120087e-03    4.49620643e-04
72       3.60000000e+00    9.00000000e-01    8.64155207e-03    4.47245157e-04
73       3.65000000e+00    9.00000000e-01    8.65255896e-03    4.44685192e-04
74       3.70000000e+00    9.00000000e-01    8.66425323e-03    4.41932066e-04
75       3.75000000e+00    9.00000000e-01    8.67666678e-03    4.38977029e-04
76       3.80000000e+00    9.00000000e-01    8.68983171e-03    4.35811278e-04
77       3.85000000e+00    9.00000000e-01    8.70378033e-03    4.32425956e-04
78       3.90000000e+00    9.00000000e-01    8.71854509e-03    4.28812166e-04
79       3.95000000e+00    9.00000000e-01    8.73415858e-03    4.24960970e-04
80       4.00000000e+00    9.00000000e-01    8.75065352e-03    4.20863397e-04
81       4.05000000e+00    9.00000000e-01    8.76806274e-03    4.16510445e-04
82       4.10000000e+00    9.00000000e-01    8.78641918e-03    4.11893085e-04
83       4.15000000e+00    9.00000000e-01    8.80575586e-03    4.07002264e-04
84       4.20000000e+00    9.00000000e-01    8.82610588e-03    4.01828906e-04
85       4.25000000e+00    9.00000000e-01    8.84750243e-03    3.96363914e-04
86       4.30000000e+00    9.00000000e-01    8.86997879e-03    3.90598169e-04
87       4.35000000e+00    9.00000000e-01    8.89356828e-03    3.84522534e-04
88       4.40000000e+00    9.00000000e-01    8.91830434e-03    3.78127850e-04
89       4.45000000e+00    9.00000000e-01    8.94422045e-03    3.71404938e-04
90       4.50000000e+00    9.00000000e-01    8.97135021e-03    3.64344596e-04
91       4.55000000e+00    9.00000000e-01    8.99972728e-03    3.56937599e-04
92       4.60000000e+00    9.00000000e-01    9.02938543e-03    3.49174699e-04
93       4.65000000e+00    9.00000000e-01    9.06035854e-03    3.41046618e-04
94       4.70000000e+00    9.00000000e-01    9.09268059e-03    3.32544052e-04
95       4.75000000e+00    9.00000000e-01    9.12638568e-03    3.23657664e-04
96       4.80000000e+00    9.00000000e-01    9.16150805e-03    3.14378084e-04
97       4.85000000e+00    9.00000000e-01    9.19808207e-03    3.04695908e-04
98       4.90000000e+00    9.00000000e-01    9.23614227e-03    2.94601693e-04
99       4.95000000e+00    9.00000000e-01    9.27572334e-03    2.84085953e-04
100      5.00000000e+00    9.00000000e-01    9.31686014e-03    2.73139162e-04
0        0.00000000e+00    9.50000000e-01   -2.30357119e-03    5.14382581e-03
1        5.00000000e-02    9.50000000e-01    5.26685483e-04    4.28575464e-03
2        1.00000000e-01    9.50000000e-01    3.25192521e-03    3.56739488e-03
3        1.50000000e-01    9.50000000e-01    5.74765578e-03    2.97934051e-03
4        2.00000000e-01    9.50000000e-01    7.86138580e-03    2.52326608e-03
5        2.50000000e-01    9.50000000e-01    9.44844984e-03    2.20257292e-03
6        3.00000000e-01    9.50000000e-01    1.04734188e-02    2.00447818e-03
7        3.50000000e-01    9.50000000e-01    1.10684194e-02    1.89256211e-03
8        4.00000000e-01    9.50000000e-01    1.14306908e-02    1.82549865e-03
9        4.50000000e-01    9.50000000e-01    1.17035112e-02    1.77552485e-03
10       5.00000000e-01    9.50000000e-01    1.19500021e-02    1.73076220e-03
11       5.50000000e-01    9.50000000e-01    1.21865737e-02    1.68814506e-03
12       6.00000000e-01    9.50000000e-01    1.24159201e-02    1.64714962e-03
13       6.50000000e-01    9.50000000e-01    1.26380935e-02    1.60773559e-03
14       7.00000000e-01    9.50000000e-01    1.28526645e-02    1.56994901e-03
15       7.50000000e-01    9.50000000e-01    1.30590728e-02    1.53385824e-03
16       8.00000000e-01    9.50000000e-01    1.32566629e-02    1.49954726e-03
17       8.50000000e-01    9.50000000e-01    1.34447180e-02    1.46710908e-03
18       9.00000000e-01    9.50000000e-01    1.36223936e-02    1.43665801e-03
19       9.50000000e-01    9.50000000e-01    1.37887356e-02    1.40832585e-03
20       1.00000000e+00    9.50000000e-01    1.39426556e-02    1.38226640e-03
21       1.05000000e+00    9.50000000e-01    1.40829157e-02    1.35865823e-03
22       1.10000000e+00    9.50000000e-01    1.42081214e-02    1.33770647e-03
23       1.15000000e+00    9.50000000e-01    1.43167345e-02    1.31964160e-03
24       1.20000000e+00    9.50000000e-01    1.44071374e-02    1.30471037e-03
25       1.25000000e+00    9.50000000e-01    1.44778228e-02    1.29314680e-03
26       1.30000000e+00    9.50000000e-01    1.45278813e-02    1.28509410e-03
27       1.35000000e+00    9.50000000e-01    1.45581404e-02    1.28041392e-03
28       1.40000000e+00    9.50000000e-01    1.45731215e-02    1.27834681e-03
29       1.45000000e+00    9.50000000e-01    1.45805477e-02    1.27756494e-03
30       1.50000000e+00    9.50000000e-01    1.45857100e-02    1.27714200e-03
31       1.55000000e+00    9.50000000e-01    1.45902215e-02    1.27680045e-03
32       1.60000000e+00    9.50000000e-01    1.45944267e-02    1.27648673e-03
33       1.65000000e+00    9.50000000e-01    1.45984182e-02    1.27618970e-03
34       1.70000000e+00    9.50000000e-01    1.46022383e-02    1.27590557e-03
35       1.75000000e+00    9.50000000e-01    1.46059142e-02    1.27563222e-03
36       1.80000000e+00    9.50000000e-01    1.46094659e-02    1.27536814e-03
37       1.85000000e+00    9.50000000e-01    1.46129090e-02    1.27511216e-03
38       1.90000000e+00    9.50000000e-01    1.46162561e-02    1.27486335e-03
39       1.95000000e+00    9.50000000e-01    1.46195173e-02    1.27462094e-03
40       2.00000000e+00    9.50000000e-01    1.46227011e-02    1.27438429e-03
41       2.05000000e+00    9.50000000e-01    1.46258147e-02    1.27415281e-03
42       2.10000000e+00    9.50000000e-01    1.46288646e-02    1.27392597e-03
43       2.15000000e+00    9.50000000e-01    1.46318565e-02    1.27370326e-03
44       2.20000000e+00    9.50000000e-01    1.46347957e-02    1.27348412e-03
45       2.25000000e+00    9.50000000e-01    1.46376875e-02    1.27326796e-03
46       2.30000000e+00    9.50000000e-01    1.46405372e-02    1.27305407e-03
47       2.35000000e+00    9.50000000e-01    1.46433504e-02    1.27284164e-03
48       2.40000000e+00    9.50000000e-01    1.46461332e-02    1.27262966e-03
49       2.45000000e+00    9.50000000e-01    1.46488923e-02    1.27241694e-03
50       2.50000000e+00    9.50000000e-01    1.46516352e-02    1.27220204e-03
51       2.55000000e+00    9.50000000e-01    1.46543707e-02    1.27198324e-03
52       2.60000000e+00    9.50000000e-01    1.46571084e-02    1.27175852e-03
53       2.65000000e+00    9.50000000e-01    1.46598596e-02    1.27152553e-03
54       2.70000000e+00    9.50000000e-01    1.46626367e-02    1.27128154e-03
55       2.75000000e+00    9.50000000e-01    1.46654538e-02    1.27102344e-03
56       2.80000000e+00    9.50000000e-01    1.46683267e-02    1.27074771e-03
57       2.85000000e+00    9.50000000e-01    1.46712729e-02    1.27045040e-03
58       2.90000000e+00    9.50000000e-01    1.46743116e-02    1.27012715e-03
59       2.95000000e+00    9.50000000e-01    1.46774640e-02    1.26977313e-03
60       3.00000000e+00    9.50000000e-01    1.46807528e-02    1.26938308e-03
61       3.05000000e+00    9.50000000e-01    1.46842029e-02    1.26895128e-03
62       3.10000000e+00    9.50000000e-01    1.46878410e-02    1.26847158e-03
63       3.15000000e+00    9.50000000e-01    1.46916953e-02    1.26793738e-03
64       3.20000000e+00    9.50000000e-01    1.46957962e-02    1.26734167e-03
65       3.25000000e+00    9.50000000e-01    1.47001756e-02    1.26667701e-03
66       3.30000000e+00    9.50000000e-01    1.47048670e-02    1.26593556e-03
67       3.35000000e+00    9.50000000e-01    1.47099057e-02    1.26510911e-03
68       3.40000000e+00    9.50000000e-01    1.47153284e-02    1.26418908e-03
69       3.45000000e+00    9.50000000e-01    1.47211733e-02    1.26316654e-03
70       3.50000000e+00    9.50000000e-01    1.47274798e-02    1.26203226e-03
71       3.55000000e+00    9.50000000e-01    1.47342887e-02    1.26077669e-03
72       3.60000000e+00    9.50000000e-01    1.47416419e-02    1.25939003e-03
73       3.65000000e+00    9.50000000e-01    1.47495822e-02    1.25786222e-03
74       3.70000000e+00    9.50000000e-01    1.47581536e-02    1.25618299e-03
75       3.75000000e+00    9.50000000e-01    1.47674007e-02    1.25434186e-03
76       3.80000000e+00    9.50000000e-01    1.47773689e-02    1.25232819e-03
77       3.85000000e+00    9.50000000e-01    1.47881041e-02    1.25013118e-03
78       3.90000000e+00    9.50000000e-01    1.47996530e-02    1.24773993e-03
79       3.95000000e+00    9.50000000e-01    1.48120624e-02    1.24514343e-03
80       4.00000000e+00    9.50000000e-01    1.48253796e-02    1.24233059e-03
81       4.05000000e+00    9.50000000e-01    1.48396520e-02    1.23929028e-03
82       4.10000000e+00    9.50000000e-01    1.48549272e-02    1.23601134e-03
83       4.15000000e+00    9.50000000e-01    1.48712528e-02    1.23248259e-03
84       4.20000000e+00    9.50000000e-01    1.48886763e-02    1.22869288e-03
85       4.25000000e+00    9.50000000e-01    1.49072454e-02    1.22463106e-03
86       4.30000000e+00    9.50000000e-01    1.49270071e-02    1.22028606e-03
87       4.35000000e+00    9.50000000e-01    1.49480084e-02    1.21564685e-03
88       4.40000000e+00    9.50000000e-01    1.49702962e-02    1.21070247e-03
89       4.45000000e+00    9.50000000e-01    1.49939166e-02    1.20544207e-03
90       4.50000000e+00    9.50000000e-01    1.50189154e-02    1.19985489e-03
91       4.55000000e+00    9.50000000e-01    1.50453382e-02    1.19393030e-03
92       4.60000000e+00    9.50000000e-01    1.50732295e-02    1.18765779e-03
93       4.65000000e+00    9.50000000e-01    1.51026339e-02    1.18102698e-03
94       4.70000000e+00    9.50000000e-01    1.51335947e-02    1.17402764e-03
95       4.75000000e+00    9.50000000e-01    1.51661552e-02    1.16664968e-03
96       4.80000000e+00    9.50000000e-01    1.52003575e-02    1.15888320e-03
97       4.85000000e+00    9.50000000e-01    1.52362434e-02    1.15071844e-03
98       4.90000000e+00    9.50000000e-01    1.52738536e-02    1.14214582e-03
99       4.95000000e+00    9.50000000e-01    1.53132284e-02    1.13315594e-03
100      5.00000000e+00    9.50000000e-01    1.53544072e-02    1.12373958e-03
0        0.00000000e+00    1.00000000e+00   -3.11057257e-03    7.86036852e-03
1        5.00000000e-02    1.00000000e+00    2.02137484e-06    7.00035597e-03
2        1.00000000e-01    1.00000000e+00    3.05879259e-03    6.23625543e-03
3        1.50000000e-01    1.00000000e+00    5.98379283e-03    5.56107812e-03
4        2.00000000e-01    1.00000000e+00    8.67810590e-03    4.97730458e-03
5        2.50000000e-01    1.00000000e+00    1.10127405e-02    4.49592257e-03
6        3.00000000e-01    1.00000000e+00    1.28478871e-02    4.13134161e-03
7        3.50000000e-01    1.00000000e+00    1.41098333e-02    3.88701637e-03
8        4.00000000e-01    1.00000000e+00    1.48764722e-02    3.74096848e-03
9        4.50000000e-01    1.00000000e+00    1.53351555e-02    3.65441581e-03
10       5.00000000e-01    1.00000000e+00    1.56576900e-02    3.59391738e-03
11       5.50000000e-01    1.00000000e+00    1.59381769e-02    3.54154611e-03
12       6.00000000e-01    1.00000000e+00    1.62072614e-02    3.49151165e-03
13       6.50000000e-01    1.00000000e+00    1.64712787e-02    3.44261491e-03
14       7.00000000e-01    1.00000000e+00    1.67312174e-02    3.39466097e-03
15       7.50000000e-01    1.00000000e+00    1.69871390e-02    3.34762808e-03
16       8.00000000e-01    1.00000000e+00    1.72389478e-02    3.30152376e-03
17       8.50000000e-01    1.00000000e+00    1.74865152e-02    3.25636167e-03
18       9.00000000e-01    1.00000000e+00    1.77296968e-02    3.21215831e-03
19       9.50000000e-01    1.00000000e+00    1.79683334e-02    3.16893287e-03
20       1.00000000e+00    1.00000000e+00    1.82022486e-02    3.12670757e-03
21       1.05000000e+00    1.00000000e+00    1.84312461e-02    3.08550815e-03
22       1.10000000e+00    1.00000000e+00    1.86551065e-02    3.04536441e-03
23       1.15000000e+00    1.00000000e+00    1.88735839e-02    3.00631078e-03
24       1.20000000e+00    1.00000000e+00    1.90864010e-02    2.96838708e-03
25       1.25000000e+00    1.00000000e+00    1.92932452e-02    2.93163928e-03
26       1.30000000e+00    1.00000000e+00    1.94937619e-02    2.89612051e-03
27       1.35000000e+00    1.00000000e+00    1.96875486e-02    2.86189222e-03
28       1.40000000e+00    1.00000000e+00    1.98741462e-02    2.82902551e-03
29       1.45000000e+00    1.00000000e+00    2.00530298e-02    2.79760278e-03
30       1.50000000e+00    1.00000000e+00    2.02235974e-02    2.76771970e-03
31       1.55000000e+00    1.00000000e+00    2.03851429e-02    2.73948993e-03
32       1.60000000e+00    1.00000000e+00    2.05368934e-02    2.71303839e-03
33       1.65000000e+00    1.00000000e+00    2.06779186e-02    2.68851747e-03
34       1.70000000e+00    1.00000000e+00    2.08071617e-02    2.66610161e-03
35       1.75000000e+00    1.00000000e+00    2.09234151e-02    2.64599163e-03
36       1.80000000e+00    1.00000000e+00    2.10253226e-02    2.62841502e-03
37       1.85000000e+00    1.00000000e+00    2.11114163e-02    2.61362009e-03
38       1.90000000e+00    1.00000000e+00    2.11802472e-02    2.60185473e-03
39       1.95000000e+00    1.00000000e+00    2.12307376e-02    2.59330692e-03
40       2.00000000e+00    1.00000000e+00    2.12630358e-02    2.58795669e-03
41       2.05000000e+00    1.00000000e+00    2.12801552e-02    2.58528416e-03
42       2.10000000e+00    1.00000000e+00    2.12886354e-02    2.58413705e-03
43       2.15000000e+00    1.00000000e+00    2.12941735e-02    2.58349268e-03
44       2.20000000e+00    1.00000000e+00    2.12988789e-02    2.58297340e-03
45       2.25000000e+00    1.00000000e+00    2.13032294e-02    2.58249818e-03
46       2.30000000e+00    1.00000000e+00    2.13073454e-02    2.58204935e-03
47       2.35000000e+00    1.00000000e+00    2.13112768e-02    2.58162081e-03
48       2.40000000e+00    1.00000000e+00    2.13150540e-02    2.58120911e-03
49       2.45000000e+00    1.00000000e+00    2.13186993e-02    2.58081182e-03
50       2.50000000e+00    1.00000000e+00    2.13222296e-02    2.58042709e-03
51       2.55000000e+00    1.00000000e+00    2.13256585e-02    2.58005343e-03
52       2.60000000e+00    1.00000000e+00    2.13289971e-02    2.57968964e-03
53       2.65000000e+00    1.00000000e+00    2.13322543e-02    2.57933471e-03
54       2.70000000e+00    1.00000000e+00    2.13354380e-02    2.57898776e-03
55       2.75000000e+00    1.00000000e+00    2.13385551e-02    2.57864801e-03
56       2.80000000e+00    1.00000000e+00    2.13416117e-02    2.57831472e-03
57       2.85000000e+00    1.00000000e+00    2.13446136e-02    2.57798712e-03
58       2.90000000e+00    1.00000000e+00    2.13475667e-02    2.57766444e-03
59       2.95000000e+00    1.00000000e+00    2.13504768e-02    2.57734578e-03
60       3.00000000e+00    1.00000000e+00    2.13533504e-02    2.57703012e-03
61       3.05000000e+00    1.00000000e+00    2.13561946e-02    2.57671623e-03
62       3.10000000e+00    1.00000000e+00    2.13590175e-02    2.57640269e-03
63       3.15000000e+00    1.00000000e+00    2.13618283e-02    2.57608775e-03
64       3.20000000e+00    1.00000000e+00    2.13646377e-02    2.57576939e-03
65       3.25000000e+00    1.00000000e+00    2.13674580e-02    2.57544518e-03
66       3.30000000e+00    1.00000000e+00    2.13703033e-02    2.57511231e-03
67       3.35000000e+00    1.00000000e+00    2.13731897e-02    2.57476754e-03
68       3.40000000e+00    1.00000000e+00    2.13761354e-02    2.57440715e-03
69       3.45000000e+00    1.00000000e+00    2.13791611e-02    2.57402693e-03
70       3.50000000e+00    1.00000000e+00    2.13822894e-02    2.57362216e-03
71       3.55000000e+00    1.00000000e+00    2.13855458e-02    2.57318761e-03
72       3.60000000e+00    1.00000000e+00    2.13889580e-02    2.57271748e-03
73       3.65000000e+00    1.00000000e+00    2.13925564e-02    2.57220547e-03
74       3.70000000e+00    1.00000000e+00    2.13963737e-02    2.57164471e-03
75       3.75000000e+00    1.00000000e+00    2.14004454e-02    2.57102782e-03
76       3.80000000e+00    1.00000000e+00    2.14048091e-02    2.57034689e-03
77       3.85000000e+00    1.00000000e+00    2.14095049e-02    2.56959350e-03
78       3.90000000e+00    1.00000000e+00    2.14145753e-02    2.56875876e-03
79       3.95000000e+00    1.00000000e+00    2.14200648e-02    2.56783329e-03
80       4.00000000e+00    1.00000000e+00    2.14260201e-02    2.56680730e-03
81       4.05000000e+00    1.00000000e+00    2.14324896e-02    2.56567058e-03
82       4.10000000e+00    1.00000000e+00    2.14395237e-02    2.56441255e-03
83       4.15000000e+00    1.00000000e+00    2.14471742e-02    2.56302229e-03
84       4.20000000e+00    1.00000000e+00    2.14554944e-02    2.56148857e-03
85       4.25000000e+00    1.00000000e+00    2.14645389e-02    2.55979990e-03
86       4.30000000e+00    1.00000000e+00    2.14743634e-02    2.55794456e-03
87       4.35000000e+00    1.00000000e+00    2.14850243e-02    2.55591065e-03
88       4.40000000e+00    1.00000000e+00    2.14965788e-02    2.55368610e-03
89       4.45000000e+00    1.00000000e+00    2.15090847e-02    2.55125874e-03
90       4.50000000e+00    1.00000000e+00    2.15226001e-02    2.54861635e-03
91       4.55000000e+00    1.00000000e+00    2.15371832e-02    2.54574665e-03
92       4.60000000e+00    1.00000000e+00    2.15528921e-02    2.54263738e-03
93       4.65000000e+00    1.00000000e+00    2.15697849e-02    2.53927629e-03
94       4.70000000e+00    1.00000000e+00    2.15879191e-02    2.53565126e-03
95       4.75000000e+00    1.00000000e+00    2.16073520e-02    2.53175022e-03
96       4.80000000e+00    1.00000000e+00    2.16281400e-02    2.52756128e-03
97       4.85000000e+00    1.00000000e+00    2.16503388e-02    2.52307270e-03
98       4.90000000e+00    1.00000000e+00    2.16740030e-02    2.51827295e-03
99       4.95000000e+00    1.00000000e+00    2.16991864e-02    2.51315070e-03
100      5.00000000e+00    1.00000000e+00    2.17259414e-02    2.50769489e-03
End of Xyce(TM) Parameter Sweep
