Index       V(E)              V(B)             I(V_E)            I(V_B)      
63       3.15000000e+00    8.50000000e-01    8.51813881e-04    8.42712819e-04
64       3.20000000e+00    8.50000000e-01    8.52403575e-04    8.42462574e-04
65       3.25000000e+00    8.50000000e-01    8.52990671e-04    8.42213463e-04
66       3.30000000e+00    8.50000000e-01    8.53575227e-04    8.41965461e-04
67       3.35000000e+00    8.50000000e-01    8.54157299e-04    8.41718545e-04
68       3.40000000e+00    8.50000000e-01    8.54736940e-04    8.41472691e-04
69       3.45000000e+00    8.50000000e-01    8.55314202e-04    8.41227878e-04
70       3.50000000e+00    8.50000000e-01    8.55889133e-04    8.40984083e-04
71       3.55000000e+00    8.50000000e-01    8.56461783e-04    8.40741286e-04
72       3.60000000e+00    8.50000000e-01    8.57032198e-04    8.40499468e-04
73       3.65000000e+00    8.50000000e-01    8.57600422e-04    8.40258607e-04
74       3.70000000e+00    8.50000000e-01    8.58166498e-04    8.40018687e-04
75       3.75000000e+00    8.50000000e-01    8.58730470e-04    8.39779689e-04
76       3.80000000e+00    8.50000000e-01    8.59292377e-04    8.39541595e-04
77       3.85000000e+00    8.50000000e-01    8.59852258e-04    8.39304388e-04
78       3.90000000e+00    8.50000000e-01    8.60410152e-04    8.39068052e-04
79       3.95000000e+00    8.50000000e-01    8.60966095e-04    8.38832571e-04
80       4.00000000e+00    8.50000000e-01    8.61520124e-04    8.38597930e-04
81       4.05000000e+00    8.50000000e-01    8.62072273e-04    8.38364113e-04
82       4.10000000e+00    8.50000000e-01    8.62622575e-04    8.38131106e-04
83       4.15000000e+00    8.50000000e-01    8.63171064e-04    8.37898895e-04
84       4.20000000e+00    8.50000000e-01    8.63717770e-04    8.37667467e-04
85       4.25000000e+00    8.50000000e-01    8.64262726e-04    8.37436807e-04
86       4.30000000e+00    8.50000000e-01    8.64805960e-04    8.37206904e-04
87       4.35000000e+00    8.50000000e-01    8.65347501e-04    8.36977743e-04
88       4.40000000e+00    8.50000000e-01    8.65887379e-04    8.36749314e-04
89       4.45000000e+00    8.50000000e-01    8.66425620e-04    8.36521605e-04
90       4.50000000e+00    8.50000000e-01    8.66962252e-04    8.36294603e-04
91       4.55000000e+00    8.50000000e-01    8.67497300e-04    8.36068298e-04
92       4.60000000e+00    8.50000000e-01    8.68030789e-04    8.35842678e-04
93       4.65000000e+00    8.50000000e-01    8.68562745e-04    8.35617733e-04
94       4.70000000e+00    8.50000000e-01    8.69093191e-04    8.35393453e-04
95       4.75000000e+00    8.50000000e-01    8.69622151e-04    8.35169827e-04
96       4.80000000e+00    8.50000000e-01    8.70149648e-04    8.34946846e-04
97       4.85000000e+00    8.50000000e-01    8.70675704e-04    8.34724499e-04
98       4.90000000e+00    8.50000000e-01    8.71200340e-04    8.34502778e-04
99       4.95000000e+00    8.50000000e-01    8.71723578e-04    8.34281674e-04
100      5.00000000e+00    8.50000000e-01    8.72245439e-04    8.34061177e-04
0        0.00000000e+00    9.00000000e-01   -1.37548036e-03    2.87600480e-03
1        5.00000000e-02    9.00000000e-01    5.25797654e-04    2.14448492e-03
2        1.00000000e-01    9.00000000e-01    1.11205831e-03    1.92792874e-03
3        1.50000000e-01    9.00000000e-01    1.22126690e-03    1.88768835e-03
4        2.00000000e-01    9.00000000e-01    1.23958983e-03    1.88054794e-03
5        2.50000000e-01    9.00000000e-01    1.24375168e-03    1.87862145e-03
6        3.00000000e-01    9.00000000e-01    1.24567421e-03    1.87755757e-03
7        3.50000000e-01    9.00000000e-01    1.24716299e-03    1.87668362e-03
8        4.00000000e-01    9.00000000e-01    1.24850902e-03    1.87588479e-03
9        4.50000000e-01    9.00000000e-01    1.24977242e-03    1.87513375e-03
10       5.00000000e-01    9.00000000e-01    1.25097389e-03    1.87441942e-03
11       5.50000000e-01    9.00000000e-01    1.25212487e-03    1.87373514e-03
12       6.00000000e-01    9.00000000e-01    1.25323329e-03    1.87307624e-03
13       6.50000000e-01    9.00000000e-01    1.25430506e-03    1.87243918e-03
14       7.00000000e-01    9.00000000e-01    1.25534481e-03    1.87182122e-03
15       7.50000000e-01    9.00000000e-01    1.25635621e-03    1.87122016e-03
16       8.00000000e-01    9.00000000e-01    1.25734227e-03    1.87063421e-03
17       8.50000000e-01    9.00000000e-01    1.25830548e-03    1.87006189e-03
18       9.00000000e-01    9.00000000e-01    1.25924794e-03    1.86950194e-03
19       9.50000000e-01    9.00000000e-01    1.26017143e-03    1.86895332e-03
20       1.00000000e+00    9.00000000e-01    1.26107748e-03    1.86841510e-03
21       1.05000000e+00    9.00000000e-01    1.26196742e-03    1.86788650e-03
22       1.10000000e+00    9.00000000e-01    1.26284241e-03    1.86736681e-03
23       1.15000000e+00    9.00000000e-01    1.26370348e-03    1.86685544e-03
24       1.20000000e+00    9.00000000e-01    1.26455153e-03    1.86635184e-03
25       1.25000000e+00    9.00000000e-01    1.26538738e-03    1.86585552e-03
26       1.30000000e+00    9.00000000e-01    1.26621174e-03    1.86536605e-03
27       1.35000000e+00    9.00000000e-01    1.26702528e-03    1.86488305e-03
28       1.40000000e+00    9.00000000e-01    1.26782860e-03    1.86440616e-03
29       1.45000000e+00    9.00000000e-01    1.26862222e-03    1.86393505e-03
30       1.50000000e+00    9.00000000e-01    1.26940663e-03    1.86346945e-03
31       1.55000000e+00    9.00000000e-01    1.27018230e-03    1.86300906e-03
32       1.60000000e+00    9.00000000e-01    1.27094963e-03    1.86255366e-03
33       1.65000000e+00    9.00000000e-01    1.27170900e-03    1.86210302e-03
34       1.70000000e+00    9.00000000e-01    1.27246077e-03    1.86165691e-03
35       1.75000000e+00    9.00000000e-01    1.27320526e-03    1.86121516e-03
36       1.80000000e+00    9.00000000e-01    1.27394277e-03    1.86077758e-03
37       1.85000000e+00    9.00000000e-01    1.27467358e-03    1.86034400e-03
38       1.90000000e+00    9.00000000e-01    1.27539796e-03    1.85991427e-03
39       1.95000000e+00    9.00000000e-01    1.27611615e-03    1.85948823e-03
40       2.00000000e+00    9.00000000e-01    1.27682838e-03    1.85906576e-03
41       2.05000000e+00    9.00000000e-01    1.27753486e-03    1.85864673e-03
42       2.10000000e+00    9.00000000e-01    1.27823580e-03    1.85823101e-03
43       2.15000000e+00    9.00000000e-01    1.27893139e-03    1.85781849e-03
44       2.20000000e+00    9.00000000e-01    1.27962180e-03    1.85740906e-03
45       2.25000000e+00    9.00000000e-01    1.28030721e-03    1.85700263e-03
46       2.30000000e+00    9.00000000e-01    1.28098778e-03    1.85659910e-03
47       2.35000000e+00    9.00000000e-01    1.28166365e-03    1.85619837e-03
48       2.40000000e+00    9.00000000e-01    1.28233497e-03    1.85580037e-03
49       2.45000000e+00    9.00000000e-01    1.28300187e-03    1.85540501e-03
50       2.50000000e+00    9.00000000e-01    1.28366449e-03    1.85501221e-03
51       2.55000000e+00    9.00000000e-01    1.28432295e-03    1.85462191e-03
52       2.60000000e+00    9.00000000e-01    1.28497736e-03    1.85423402e-03
53       2.65000000e+00    9.00000000e-01    1.28562784e-03    1.85384849e-03
54       2.70000000e+00    9.00000000e-01    1.28627449e-03    1.85346526e-03
55       2.75000000e+00    9.00000000e-01    1.28691741e-03    1.85308425e-03
56       2.80000000e+00    9.00000000e-01    1.28755671e-03    1.85270542e-03
57       2.85000000e+00    9.00000000e-01    1.28819246e-03    1.85232871e-03
58       2.90000000e+00    9.00000000e-01    1.28882477e-03    1.85195406e-03
59       2.95000000e+00    9.00000000e-01    1.28945371e-03    1.85158143e-03
60       3.00000000e+00    9.00000000e-01    1.29007937e-03    1.85121076e-03
61       3.05000000e+00    9.00000000e-01    1.29070182e-03    1.85084201e-03
62       3.10000000e+00    9.00000000e-01    1.29132115e-03    1.85047514e-03
63       3.15000000e+00    9.00000000e-01    1.29193741e-03    1.85011010e-03
64       3.20000000e+00    9.00000000e-01    1.29255069e-03    1.84974686e-03
65       3.25000000e+00    9.00000000e-01    1.29316105e-03    1.84938536e-03
66       3.30000000e+00    9.00000000e-01    1.29376854e-03    1.84902557e-03
67       3.35000000e+00    9.00000000e-01    1.29437325e-03    1.84866747e-03
68       3.40000000e+00    9.00000000e-01    1.29497521e-03    1.84831100e-03
69       3.45000000e+00    9.00000000e-01    1.29557450e-03    1.84795614e-03
70       3.50000000e+00    9.00000000e-01    1.29617116e-03    1.84760285e-03
71       3.55000000e+00    9.00000000e-01    1.29676525e-03    1.84725110e-03
72       3.60000000e+00    9.00000000e-01    1.29735682e-03    1.84690087e-03
73       3.65000000e+00    9.00000000e-01    1.29794592e-03    1.84655211e-03
74       3.70000000e+00    9.00000000e-01    1.29853260e-03    1.84620481e-03
75       3.75000000e+00    9.00000000e-01    1.29911690e-03    1.84585894e-03
76       3.80000000e+00    9.00000000e-01    1.29969888e-03    1.84551446e-03
77       3.85000000e+00    9.00000000e-01    1.30027857e-03    1.84517135e-03
78       3.90000000e+00    9.00000000e-01    1.30085602e-03    1.84482959e-03
79       3.95000000e+00    9.00000000e-01    1.30143126e-03    1.84448915e-03
80       4.00000000e+00    9.00000000e-01    1.30200434e-03    1.84415000e-03
81       4.05000000e+00    9.00000000e-01    1.30257530e-03    1.84381214e-03
82       4.10000000e+00    9.00000000e-01    1.30314417e-03    1.84347552e-03
83       4.15000000e+00    9.00000000e-01    1.30371098e-03    1.84314014e-03
84       4.20000000e+00    9.00000000e-01    1.30427579e-03    1.84280597e-03
85       4.25000000e+00    9.00000000e-01    1.30483861e-03    1.84247299e-03
86       4.30000000e+00    9.00000000e-01    1.30539948e-03    1.84214117e-03
87       4.35000000e+00    9.00000000e-01    1.30595843e-03    1.84181051e-03
88       4.40000000e+00    9.00000000e-01    1.30651551e-03    1.84148098e-03
89       4.45000000e+00    9.00000000e-01    1.30707072e-03    1.84115257e-03
90       4.50000000e+00    9.00000000e-01    1.30762411e-03    1.84082525e-03
91       4.55000000e+00    9.00000000e-01    1.30817571e-03    1.84049901e-03
92       4.60000000e+00    9.00000000e-01    1.30872554e-03    1.84017383e-03
93       4.65000000e+00    9.00000000e-01    1.30927363e-03    1.83984969e-03
94       4.70000000e+00    9.00000000e-01    1.30982000e-03    1.83952659e-03
95       4.75000000e+00    9.00000000e-01    1.31036469e-03    1.83920450e-03
96       4.80000000e+00    9.00000000e-01    1.31090772e-03    1.83888341e-03
97       4.85000000e+00    9.00000000e-01    1.31144910e-03    1.83856331e-03
98       4.90000000e+00    9.00000000e-01    1.31198888e-03    1.83824417e-03
99       4.95000000e+00    9.00000000e-01    1.31252706e-03    1.83792599e-03
100      5.00000000e+00    9.00000000e-01    1.31306368e-03    1.83760876e-03
0        0.00000000e+00    9.50000000e-01   -2.84025463e-03    5.14382581e-03
1        5.00000000e-02    9.50000000e-01    4.19131261e-05    3.90341143e-03
2        1.00000000e-01    9.50000000e-01    1.30665260e-03    3.37467925e-03
3        1.50000000e-01    9.50000000e-01    1.60498278e-03    3.25107271e-03
4        2.00000000e-01    9.50000000e-01    1.65544357e-03    3.22964556e-03
5        2.50000000e-01    9.50000000e-01    1.66465691e-03    3.22525981e-03
6        3.00000000e-01    9.50000000e-01    1.66748102e-03    3.22359142e-03
7        3.50000000e-01    9.50000000e-01    1.66922690e-03    3.22242166e-03
8        4.00000000e-01    9.50000000e-01    1.67071385e-03    3.22139546e-03
9        4.50000000e-01    9.50000000e-01    1.67208642e-03    3.22044346e-03
10       5.00000000e-01    9.50000000e-01    1.67338196e-03    3.21954422e-03
11       5.50000000e-01    9.50000000e-01    1.67461704e-03    3.21868688e-03
12       6.00000000e-01    9.50000000e-01    1.67580208e-03    3.21786430e-03
13       6.50000000e-01    9.50000000e-01    1.67694459e-03    3.21707129e-03
14       7.00000000e-01    9.50000000e-01    1.67805027e-03    3.21630387e-03
15       7.50000000e-01    9.50000000e-01    1.67912361e-03    3.21555893e-03
16       8.00000000e-01    9.50000000e-01    1.68016823e-03    3.21483396e-03
17       8.50000000e-01    9.50000000e-01    1.68118710e-03    3.21412689e-03
18       9.00000000e-01    9.50000000e-01    1.68218267e-03    3.21343602e-03
19       9.50000000e-01    9.50000000e-01    1.68315704e-03    3.21275989e-03
20       1.00000000e+00    9.50000000e-01    1.68411198e-03    3.21209727e-03
21       1.05000000e+00    9.50000000e-01    1.68504902e-03    3.21144709e-03
22       1.10000000e+00    9.50000000e-01    1.68596951e-03    3.21080842e-03
23       1.15000000e+00    9.50000000e-01    1.68687461e-03    3.21018045e-03
24       1.20000000e+00    9.50000000e-01    1.68776536e-03    3.20956247e-03
25       1.25000000e+00    9.50000000e-01    1.68864267e-03    3.20895383e-03
26       1.30000000e+00    9.50000000e-01    1.68950737e-03    3.20835396e-03
27       1.35000000e+00    9.50000000e-01    1.69036020e-03    3.20776235e-03
28       1.40000000e+00    9.50000000e-01    1.69120181e-03    3.20717854e-03
29       1.45000000e+00    9.50000000e-01    1.69203282e-03    3.20660211e-03
30       1.50000000e+00    9.50000000e-01    1.69285377e-03    3.20603267e-03
31       1.55000000e+00    9.50000000e-01    1.69366517e-03    3.20546988e-03
32       1.60000000e+00    9.50000000e-01    1.69446747e-03    3.20491342e-03
33       1.65000000e+00    9.50000000e-01    1.69526110e-03    3.20436299e-03
34       1.70000000e+00    9.50000000e-01    1.69604644e-03    3.20381832e-03
35       1.75000000e+00    9.50000000e-01    1.69682386e-03    3.20327917e-03
36       1.80000000e+00    9.50000000e-01    1.69759370e-03    3.20274529e-03
37       1.85000000e+00    9.50000000e-01    1.69835625e-03    3.20221648e-03
38       1.90000000e+00    9.50000000e-01    1.69911182e-03    3.20169254e-03
39       1.95000000e+00    9.50000000e-01    1.69986067e-03    3.20117327e-03
40       2.00000000e+00    9.50000000e-01    1.70060305e-03    3.20065850e-03
41       2.05000000e+00    9.50000000e-01    1.70133920e-03    3.20014807e-03
42       2.10000000e+00    9.50000000e-01    1.70206934e-03    3.19964182e-03
43       2.15000000e+00    9.50000000e-01    1.70279368e-03    3.19913961e-03
44       2.20000000e+00    9.50000000e-01    1.70351241e-03    3.19864130e-03
45       2.25000000e+00    9.50000000e-01    1.70422573e-03    3.19814676e-03
46       2.30000000e+00    9.50000000e-01    1.70493379e-03    3.19765587e-03
47       2.35000000e+00    9.50000000e-01    1.70563678e-03    3.19716852e-03
48       2.40000000e+00    9.50000000e-01    1.70633485e-03    3.19668460e-03
49       2.45000000e+00    9.50000000e-01    1.70702814e-03    3.19620401e-03
50       2.50000000e+00    9.50000000e-01    1.70771679e-03    3.19572664e-03
51       2.55000000e+00    9.50000000e-01    1.70840094e-03    3.19525240e-03
52       2.60000000e+00    9.50000000e-01    1.70908072e-03    3.19478121e-03
53       2.65000000e+00    9.50000000e-01    1.70975625e-03    3.19431298e-03
54       2.70000000e+00    9.50000000e-01    1.71042764e-03    3.19384763e-03
55       2.75000000e+00    9.50000000e-01    1.71109500e-03    3.19338509e-03
56       2.80000000e+00    9.50000000e-01    1.71175844e-03    3.19292528e-03
57       2.85000000e+00    9.50000000e-01    1.71241805e-03    3.19246813e-03
58       2.90000000e+00    9.50000000e-01    1.71307394e-03    3.19201358e-03
59       2.95000000e+00    9.50000000e-01    1.71372620e-03    3.19156155e-03
60       3.00000000e+00    9.50000000e-01    1.71437491e-03    3.19111200e-03
61       3.05000000e+00    9.50000000e-01    1.71502016e-03    3.19066485e-03
62       3.10000000e+00    9.50000000e-01    1.71566203e-03    3.19022006e-03
63       3.15000000e+00    9.50000000e-01    1.71630060e-03    3.18977757e-03
64       3.20000000e+00    9.50000000e-01    1.71693594e-03    3.18933733e-03
65       3.25000000e+00    9.50000000e-01    1.71756813e-03    3.18889929e-03
66       3.30000000e+00    9.50000000e-01    1.71819723e-03    3.18846340e-03
67       3.35000000e+00    9.50000000e-01    1.71882332e-03    3.18802961e-03
68       3.40000000e+00    9.50000000e-01    1.71944644e-03    3.18759788e-03
69       3.45000000e+00    9.50000000e-01    1.72006668e-03    3.18716816e-03
70       3.50000000e+00    9.50000000e-01    1.72068408e-03    3.18674042e-03
71       3.55000000e+00    9.50000000e-01    1.72129871e-03    3.18631461e-03
72       3.60000000e+00    9.50000000e-01    1.72191061e-03    3.18589070e-03
73       3.65000000e+00    9.50000000e-01    1.72251985e-03    3.18546864e-03
74       3.70000000e+00    9.50000000e-01    1.72312648e-03    3.18504841e-03
75       3.75000000e+00    9.50000000e-01    1.72373054e-03    3.18462997e-03
76       3.80000000e+00    9.50000000e-01    1.72433209e-03    3.18421327e-03
77       3.85000000e+00    9.50000000e-01    1.72493117e-03    3.18379830e-03
78       3.90000000e+00    9.50000000e-01    1.72552783e-03    3.18338502e-03
79       3.95000000e+00    9.50000000e-01    1.72612211e-03    3.18297339e-03
80       4.00000000e+00    9.50000000e-01    1.72671405e-03    3.18256339e-03
81       4.05000000e+00    9.50000000e-01    1.72730370e-03    3.18215500e-03
82       4.10000000e+00    9.50000000e-01    1.72789109e-03    3.18174817e-03
83       4.15000000e+00    9.50000000e-01    1.72847627e-03    3.18134289e-03
84       4.20000000e+00    9.50000000e-01    1.72905927e-03    3.18093912e-03
85       4.25000000e+00    9.50000000e-01    1.72964014e-03    3.18053685e-03
86       4.30000000e+00    9.50000000e-01    1.73021890e-03    3.18013604e-03
87       4.35000000e+00    9.50000000e-01    1.73079558e-03    3.17973668e-03
88       4.40000000e+00    9.50000000e-01    1.73137024e-03    3.17933874e-03
89       4.45000000e+00    9.50000000e-01    1.73194288e-03    3.17894219e-03
90       4.50000000e+00    9.50000000e-01    1.73251356e-03    3.17854702e-03
91       4.55000000e+00    9.50000000e-01    1.73308230e-03    3.17815321e-03
92       4.60000000e+00    9.50000000e-01    1.73364913e-03    3.17776072e-03
93       4.65000000e+00    9.50000000e-01    1.73421407e-03    3.17736955e-03
94       4.70000000e+00    9.50000000e-01    1.73477717e-03    3.17697967e-03
95       4.75000000e+00    9.50000000e-01    1.73533844e-03    3.17659106e-03
96       4.80000000e+00    9.50000000e-01    1.73589791e-03    3.17620370e-03
97       4.85000000e+00    9.50000000e-01    1.73645562e-03    3.17581758e-03
98       4.90000000e+00    9.50000000e-01    1.73701158e-03    3.17543267e-03
99       4.95000000e+00    9.50000000e-01    1.73756582e-03    3.17504897e-03
100      5.00000000e+00    9.50000000e-01    1.73811836e-03    3.17466645e-03
0        0.00000000e+00    1.00000000e+00   -4.74979595e-03    7.86036852e-03
1        5.00000000e-02    1.00000000e+00   -1.02550684e-03    6.16422776e-03
2        1.00000000e-01    1.00000000e+00    1.16720236e-03    5.18551572e-03
3        1.50000000e-01    1.00000000e+00    1.89056701e-03    4.86608006e-03
4        2.00000000e-01    1.00000000e+00    2.02947386e-03    4.80427193e-03
5        2.50000000e-01    1.00000000e+00    2.05269542e-03    4.79331339e-03
6        3.00000000e-01    1.00000000e+00    2.05778399e-03    4.79043577e-03
7        3.50000000e-01    1.00000000e+00    2.05999140e-03    4.78891242e-03
8        4.00000000e-01    1.00000000e+00    2.06164859e-03    4.78768502e-03
9        4.50000000e-01    1.00000000e+00    2.06313100e-03    4.78657206e-03
10       5.00000000e-01    1.00000000e+00    2.06451548e-03    4.78553034e-03
11       5.50000000e-01    1.00000000e+00    2.06582785e-03    4.78454258e-03
12       6.00000000e-01    1.00000000e+00    2.06708201e-03    4.78359860e-03
13       6.50000000e-01    1.00000000e+00    2.06828744e-03    4.78269132e-03
14       7.00000000e-01    1.00000000e+00    2.06945111e-03    4.78181548e-03
15       7.50000000e-01    1.00000000e+00    2.07057844e-03    4.78096702e-03
16       8.00000000e-01    1.00000000e+00    2.07167371e-03    4.78014271e-03
17       8.50000000e-01    1.00000000e+00    2.07274039e-03    4.77933994e-03
18       9.00000000e-01    1.00000000e+00    2.07378135e-03    4.77855654e-03
19       9.50000000e-01    1.00000000e+00    2.07479899e-03    4.77779071e-03
20       1.00000000e+00    1.00000000e+00    2.07579534e-03    4.77704091e-03
21       1.05000000e+00    1.00000000e+00    2.07677215e-03    4.77630584e-03
22       1.10000000e+00    1.00000000e+00    2.07773092e-03    4.77558435e-03
23       1.15000000e+00    1.00000000e+00    2.07867298e-03    4.77487546e-03
24       1.20000000e+00    1.00000000e+00    2.07959948e-03    4.77417829e-03
25       1.25000000e+00    1.00000000e+00    2.08051145e-03    4.77349207e-03
26       1.30000000e+00    1.00000000e+00    2.08140979e-03    4.77281612e-03
27       1.35000000e+00    1.00000000e+00    2.08229533e-03    4.77214981e-03
28       1.40000000e+00    1.00000000e+00    2.08316880e-03    4.77149259e-03
29       1.45000000e+00    1.00000000e+00    2.08403087e-03    4.77084397e-03
30       1.50000000e+00    1.00000000e+00    2.08488214e-03    4.77020348e-03
31       1.55000000e+00    1.00000000e+00    2.08572317e-03    4.76957071e-03
32       1.60000000e+00    1.00000000e+00    2.08655445e-03    4.76894529e-03
33       1.65000000e+00    1.00000000e+00    2.08737644e-03    4.76832687e-03
34       1.70000000e+00    1.00000000e+00    2.08818958e-03    4.76771512e-03
35       1.75000000e+00    1.00000000e+00    2.08899425e-03    4.76710975e-03
36       1.80000000e+00    1.00000000e+00    2.08979082e-03    4.76651049e-03
37       1.85000000e+00    1.00000000e+00    2.09057962e-03    4.76591707e-03
38       1.90000000e+00    1.00000000e+00    2.09136097e-03    4.76532928e-03
39       1.95000000e+00    1.00000000e+00    2.09213516e-03    4.76474688e-03
40       2.00000000e+00    1.00000000e+00    2.09290246e-03    4.76416968e-03
41       2.05000000e+00    1.00000000e+00    2.09366313e-03    4.76359747e-03
42       2.10000000e+00    1.00000000e+00    2.09441741e-03    4.76303008e-03
43       2.15000000e+00    1.00000000e+00    2.09516551e-03    4.76246734e-03
44       2.20000000e+00    1.00000000e+00    2.09590766e-03    4.76190909e-03
45       2.25000000e+00    1.00000000e+00    2.09664405e-03    4.76135519e-03
46       2.30000000e+00    1.00000000e+00    2.09737487e-03    4.76080548e-03
47       2.35000000e+00    1.00000000e+00    2.09810030e-03    4.76025983e-03
48       2.40000000e+00    1.00000000e+00    2.09882050e-03    4.75971813e-03
49       2.45000000e+00    1.00000000e+00    2.09953564e-03    4.75918025e-03
50       2.50000000e+00    1.00000000e+00    2.10024585e-03    4.75864607e-03
51       2.55000000e+00    1.00000000e+00    2.10095130e-03    4.75811549e-03
52       2.60000000e+00    1.00000000e+00    2.10165211e-03    4.75758841e-03
53       2.65000000e+00    1.00000000e+00    2.10234841e-03    4.75706472e-03
54       2.70000000e+00    1.00000000e+00    2.10304033e-03    4.75654434e-03
55       2.75000000e+00    1.00000000e+00    2.10372798e-03    4.75602718e-03
56       2.80000000e+00    1.00000000e+00    2.10441148e-03    4.75551314e-03
57       2.85000000e+00    1.00000000e+00    2.10509093e-03    4.75500216e-03
58       2.90000000e+00    1.00000000e+00    2.10576644e-03    4.75449415e-03
59       2.95000000e+00    1.00000000e+00    2.10643810e-03    4.75398904e-03
60       3.00000000e+00    1.00000000e+00    2.10710601e-03    4.75348677e-03
61       3.05000000e+00    1.00000000e+00    2.10777025e-03    4.75298725e-03
62       3.10000000e+00    1.00000000e+00    2.10843093e-03    4.75249043e-03
63       3.15000000e+00    1.00000000e+00    2.10908811e-03    4.75199624e-03
64       3.20000000e+00    1.00000000e+00    2.10974187e-03    4.75150462e-03
65       3.25000000e+00    1.00000000e+00    2.11039230e-03    4.75101552e-03
66       3.30000000e+00    1.00000000e+00    2.11103947e-03    4.75052888e-03
67       3.35000000e+00    1.00000000e+00    2.11168345e-03    4.75004465e-03
68       3.40000000e+00    1.00000000e+00    2.11232430e-03    4.74956278e-03
69       3.45000000e+00    1.00000000e+00    2.11296210e-03    4.74908321e-03
70       3.50000000e+00    1.00000000e+00    2.11359690e-03    4.74860589e-03
71       3.55000000e+00    1.00000000e+00    2.11422876e-03    4.74813079e-03
72       3.60000000e+00    1.00000000e+00    2.11485776e-03    4.74765786e-03
73       3.65000000e+00    1.00000000e+00    2.11548394e-03    4.74718705e-03
74       3.70000000e+00    1.00000000e+00    2.11610735e-03    4.74671833e-03
75       3.75000000e+00    1.00000000e+00    2.11672806e-03    4.74625165e-03
76       3.80000000e+00    1.00000000e+00    2.11734611e-03    4.74578697e-03
77       3.85000000e+00    1.00000000e+00    2.11796155e-03    4.74532426e-03
78       3.90000000e+00    1.00000000e+00    2.11857444e-03    4.74486348e-03
79       3.95000000e+00    1.00000000e+00    2.11918481e-03    4.74440459e-03
80       4.00000000e+00    1.00000000e+00    2.11979271e-03    4.74394756e-03
81       4.05000000e+00    1.00000000e+00    2.12039820e-03    4.74349236e-03
82       4.10000000e+00    1.00000000e+00    2.12100130e-03    4.74303896e-03
83       4.15000000e+00    1.00000000e+00    2.12160206e-03    4.74258732e-03
84       4.20000000e+00    1.00000000e+00    2.12220053e-03    4.74213742e-03
85       4.25000000e+00    1.00000000e+00    2.12279673e-03    4.74168922e-03
86       4.30000000e+00    1.00000000e+00    2.12339071e-03    4.74124270e-03
87       4.35000000e+00    1.00000000e+00    2.12398251e-03    4.74079782e-03
88       4.40000000e+00    1.00000000e+00    2.12457216e-03    4.74035457e-03
89       4.45000000e+00    1.00000000e+00    2.12515969e-03    4.73991292e-03
90       4.50000000e+00    1.00000000e+00    2.12574514e-03    4.73947283e-03
91       4.55000000e+00    1.00000000e+00    2.12632854e-03    4.73903429e-03
92       4.60000000e+00    1.00000000e+00    2.12690993e-03    4.73859727e-03
93       4.65000000e+00    1.00000000e+00    2.12748933e-03    4.73816175e-03
94       4.70000000e+00    1.00000000e+00    2.12806677e-03    4.73772771e-03
95       4.75000000e+00    1.00000000e+00    2.12864229e-03    4.73729511e-03
96       4.80000000e+00    1.00000000e+00    2.12921591e-03    4.73686395e-03
97       4.85000000e+00    1.00000000e+00    2.12978766e-03    4.73643420e-03
98       4.90000000e+00    1.00000000e+00    2.13035758e-03    4.73600584e-03
99       4.95000000e+00    1.00000000e+00    2.13092567e-03    4.73557885e-03
100      5.00000000e+00    1.00000000e+00    2.13149198e-03    4.73515321e-03
End of Xyce(TM) Parameter Sweep
