Index          TIME                 V(4)              {V(1)+1.5}              V(6)
721     1.07650166404e-03    1.46717807604e+01    1.13937785553e+01    1.50000000000e+01    
722     1.07688269440e-03    1.46718530667e+01    1.14056176806e+01    1.50000000000e+01    
723     1.07726372476e-03    1.46719252292e+01    1.14174243781e+01    1.50000000000e+01    
724     1.07764475512e-03    1.46719972464e+01    1.14291958323e+01    1.50000000000e+01    
725     1.07802578548e-03    1.46720691200e+01    1.14409291586e+01    1.50000000000e+01    
726     1.07840681584e-03    1.46721408507e+01    1.14526219049e+01    1.50000000000e+01    
727     1.07878784620e-03    1.46722124400e+01    1.14642721934e+01    1.50000000000e+01    
728     1.07916887657e-03    1.46722838890e+01    1.14758787454e+01    1.50000000000e+01    
729     1.07954990693e-03    1.46723551988e+01    1.14874407804e+01    1.50000000000e+01    
730     1.07993093729e-03    1.46724263706e+01    1.14989580704e+01    1.50000000000e+01    
731     1.08031196765e-03    1.46724974060e+01    1.15104310480e+01    1.50000000000e+01    
732     1.08069299801e-03    1.46725683065e+01    1.15218610395e+01    1.50000000000e+01    
733     1.08107402837e-03    1.46726390746e+01    1.15332506572e+01    1.50000000000e+01    
734     1.08145505873e-03    1.46727097448e+01    1.15446049202e+01    1.50000000000e+01    
735     1.08150268753e-03    1.46727187574e+01    1.15460220027e+01    1.50000000000e+01    
736     1.08154471142e-03    1.46727274725e+01    1.15472725736e+01    1.50000000000e+01    
737     1.08156281480e-03    1.46727317730e+01    1.15478115545e+01    1.50000000000e+01    
738     1.08158091819e-03    1.46727366810e+01    1.15483505879e+01    1.50000000000e+01    
739     1.08159902157e-03    1.46727429417e+01    1.15488900584e+01    1.50000000000e+01    
740     1.08161712496e-03    1.46727512337e+01    1.15494304115e+01    1.50000000000e+01    
741     1.08163522834e-03    1.46727618778e+01    1.15499721405e+01    1.50000000000e+01    
742     1.08165333173e-03    1.46727746408e+01    1.15505156085e+01    1.50000000000e+01    
743     1.08167143511e-03    1.46727885184e+01    1.15510604702e+01    1.50000000000e+01    
744     1.08168953850e-03    1.46727561939e+01    1.15516044647e+01    1.50000000000e+01    
745     1.08169406435e-03    1.46727719759e+01    1.15517385267e+01    1.50000000000e+01    
746     1.08169558362e-03    1.46729335269e+01    1.15517833516e+01    1.50000000000e+01    
747     1.08169710290e-03    1.46734920797e+01    1.15518284415e+01    1.50000000000e+01    
748     1.08169862218e-03    1.46766278078e+01    1.15518762503e+01    1.50000000000e+01    
749     1.08169878869e-03    1.46775334310e+01    1.15518819716e+01    1.50000000000e+01    
750     1.08169895520e-03    1.46786569120e+01    1.15518878403e+01    1.50000000000e+01    
751     1.08169928822e-03    1.46818215290e+01    1.15519006130e+01    1.50000000000e+01    
752     1.08169962124e-03    1.46860186675e+01    1.15519148903e+01    1.50000000000e+01    
753     1.08169995426e-03    1.46909775383e+01    1.15519305671e+01    1.50000000000e+01    
754     1.08170062029e-03    1.47022205498e+01    1.15519648210e+01    1.50000000000e+01    
755     1.08170128633e-03    1.47146608248e+01    1.15520015209e+01    1.50000000000e+01    
756     1.08170195237e-03    1.47279441223e+01    1.15520396066e+01    1.50000000000e+01    
757     1.08170261840e-03    1.47418461227e+01    1.15520786889e+01    1.50000000000e+01    
758     1.08170395048e-03    1.47694957341e+01    1.15521579259e+01    1.50000000000e+01    
759     1.08170528255e-03    1.47960362944e+01    1.15522371865e+01    1.50000000000e+01    
760     1.08170661463e-03    1.48096003410e+01    1.15523187720e+01    1.50000000000e+01    
761     1.08170672977e-03    1.48090659514e+01    1.15523261581e+01    1.50000000000e+01    
762     1.08170696007e-03    1.48061840922e+01    1.15523412585e+01    1.50000000000e+01    
763     1.08170719036e-03    1.47989662873e+01    1.15523571888e+01    1.50000000000e+01    
764     1.08170742065e-03    1.47861423372e+01    1.15523742044e+01    1.50000000000e+01    
765     1.08170765094e-03    1.47666830829e+01    1.15523924601e+01    1.50000000000e+01    
766     1.08170788124e-03    1.47398184822e+01    1.15524120113e+01    1.50000000000e+01    
767     1.08170811153e-03    1.47050428142e+01    1.15524328216e+01    1.50000000000e+01    
768     1.08170834182e-03    1.46620530825e+01    1.15524547892e+01    1.50000000000e+01    
769     1.08170857211e-03    1.46107196499e+01    1.15524777584e+01    1.50000000000e+01    
770     1.08170880240e-03    1.45510352596e+01    1.15525015077e+01    1.50000000000e+01    
771     1.08170903270e-03    1.44830949220e+01    1.15525256574e+01    1.50000000000e+01    
772     1.08170926299e-03    1.44070645027e+01    1.15525493681e+01    1.50000000000e+01    
773     1.08170949328e-03    1.43231662222e+01    1.15525704188e+01    1.50000000000e+01    
774     1.08170972357e-03    1.42316417910e+01    1.15525825831e+01    1.50000000000e+01    
775     1.08170995387e-03    1.41326997540e+01    1.15525698906e+01    1.50000000000e+01    
776     1.08171018416e-03    1.40264342699e+01    1.15524998581e+01    1.50000000000e+01    
777     1.08171041445e-03    1.39127908002e+01    1.15523245431e+01    1.50000000000e+01    
778     1.08171064474e-03    1.37916028190e+01    1.15519918184e+01    1.50000000000e+01    
779     1.08171087504e-03    1.36626386817e+01    1.15514557412e+01    1.50000000000e+01    
780     1.08171110533e-03    1.35255585308e+01    1.15506793626e+01    1.50000000000e+01    
781     1.08171133562e-03    1.33797566613e+01    1.15496334038e+01    1.50000000000e+01    
782     1.08171156591e-03    1.32241060950e+01    1.15482944776e+01    1.50000000000e+01    
783     1.08171179621e-03    1.30566828456e+01    1.15466438786e+01    1.50000000000e+01    
784     1.08171202650e-03    1.28746598615e+01    1.15446669383e+01    1.50000000000e+01    
785     1.08171225679e-03    1.26746268534e+01    1.15423527529e+01    1.50000000000e+01    
786     1.08171248708e-03    1.24533524876e+01    1.15396941078e+01    1.50000000000e+01    
787     1.08171271737e-03    1.22085950491e+01    1.15366874227e+01    1.50000000000e+01    
788     1.08171294767e-03    1.19394676302e+01    1.15333326009e+01    1.50000000000e+01    
789     1.08171317796e-03    1.16463599044e+01    1.15296327213e+01    1.50000000000e+01    
790     1.08171340825e-03    1.13309318921e+01    1.15255936087e+01    1.50000000000e+01    
791     1.08171363854e-03    1.09961468953e+01    1.15212233687e+01    1.50000000000e+01    
792     1.08171386884e-03    1.06457837683e+01    1.15165319663e+01    1.50000000000e+01    
793     1.08171409913e-03    1.02836455737e+01    1.15115308524e+01    1.50000000000e+01    
794     1.08171432942e-03    9.91309008263e+00    1.15062326223e+01    1.50000000000e+01    
795     1.08171455971e-03    9.53692653173e+00    1.15006506833e+01    1.50000000000e+01    
796     1.08171502030e-03    8.77720916027e+00    1.14886989299e+01    1.50000000000e+01    
797     1.08171548088e-03    8.01772726495e+00    1.14757821846e+01    1.50000000000e+01    
798     1.08171594147e-03    7.26865827292e+00    1.14620130962e+01    1.50000000000e+01    
799     1.08171640205e-03    6.53730743702e+00    1.14474998951e+01    1.50000000000e+01    
800     1.08171686264e-03    5.82915371264e+00    1.14323442134e+01    1.50000000000e+01    
801     1.08171727716e-03    5.21523987117e+00    1.14182318553e+01    1.50000000000e+01    
802     1.08171769169e-03    4.62638907074e+00    1.14037399796e+01    1.50000000000e+01    
803     1.08171810622e-03    4.06521017606e+00    1.13889286007e+01    1.50000000000e+01    
804     1.08171847929e-03    3.58606166937e+00    1.13753715354e+01    1.50000000000e+01    
805     1.08171881505e-03    3.17779841527e+00    1.13630211526e+01    1.50000000000e+01    
806     1.08171915082e-03    2.79353380484e+00    1.13505606985e+01    1.50000000000e+01    
807     1.08171948659e-03    2.43634742068e+00    1.13380211823e+01    1.50000000000e+01    
808     1.08171978878e-03    2.14241738023e+00    1.13266964204e+01    1.50000000000e+01    
809     1.08172006075e-03    1.90539357958e+00    1.13164993554e+01    1.50000000000e+01    
810     1.08172030552e-03    1.71249006082e+00    1.13073418795e+01    1.50000000000e+01    
811     1.08172055029e-03    1.53498992561e+00    1.12982242864e+01    1.50000000000e+01    
812     1.08172079507e-03    1.37435370055e+00    1.12891636357e+01    1.50000000000e+01    
813     1.08172103984e-03    1.23762437307e+00    1.12801775948e+01    1.50000000000e+01    
814     1.08172125826e-03    1.13528710672e+00    1.12722390444e+01    1.50000000000e+01    
815     1.08172147667e-03    1.04826389268e+00    1.12643905188e+01    1.50000000000e+01    
816     1.08172169508e-03    9.77433066808e-01    1.12566402080e+01    1.50000000000e+01    
817     1.08172191350e-03    9.21309382278e-01    1.12489899947e+01    1.50000000000e+01    
818     1.08172213191e-03    8.77484205881e-01    1.12414365102e+01    1.50000000000e+01    
819     1.08172235033e-03    8.42116667019e-01    1.12339728288e+01    1.50000000000e+01    
820     1.08172256874e-03    8.12133842360e-01    1.12265902899e+01    1.50000000000e+01    
821     1.08172300557e-03    7.59546007136e-01    1.12120300605e+01    1.50000000000e+01    
822     1.08172344240e-03    7.11386730415e-01    1.11976989550e+01    1.50000000000e+01    
823     1.08172387923e-03    6.65036603090e-01    1.11835495669e+01    1.50000000000e+01    
824     1.08172475288e-03    5.78792206484e-01    1.11556534402e+01    1.50000000000e+01    
825     1.08172562654e-03    5.01003910411e-01    1.11281543879e+01    1.50000000000e+01    
826     1.08172650020e-03    4.29425794803e-01    1.11009054262e+01    1.50000000000e+01    
827     1.08172737386e-03    3.62661914814e-01    1.10737992823e+01    1.50000000000e+01    
828     1.08172824751e-03    2.99904600254e-01    1.10467585746e+01    1.50000000000e+01    
829     1.08172912117e-03    2.41124082493e-01    1.10197276649e+01    1.50000000000e+01    
830     1.08172999483e-03    1.90111540030e-01    1.09926607247e+01    1.50000000000e+01    
831     1.08173086848e-03    1.55238026481e-01    1.09654992880e+01    1.50000000000e+01    
832     1.08173174214e-03    1.34388005773e-01    1.09381600732e+01    1.50000000000e+01    
833     1.08173261580e-03    1.20524522798e-01    1.09105601443e+01    1.50000000000e+01    
834     1.08173348945e-03    1.10300560503e-01    1.08826496437e+01    1.50000000000e+01    
835     1.08173436311e-03    1.02142854435e-01    1.08544161287e+01    1.50000000000e+01    
836     1.08173523677e-03    9.53805073432e-02    1.08258723817e+01    1.50000000000e+01    
837     1.08173698408e-03    8.43590777681e-02    1.07679833770e+01    1.50000000000e+01    
838     1.08173873140e-03    7.55167289350e-02    1.07092231590e+01    1.50000000000e+01    
839     1.08174047871e-03    6.80152855383e-02    1.06498436926e+01    1.50000000000e+01    
840     1.08174222603e-03    6.15208609710e-02    1.05900557950e+01    1.50000000000e+01    
841     1.08174397334e-03    5.57167102478e-02    1.05300193234e+01    1.50000000000e+01    
842     1.08174572065e-03    5.05258041501e-02    1.04698496943e+01    1.50000000000e+01    
843     1.08174746797e-03    4.57755744247e-02    1.04096276433e+01    1.50000000000e+01    
844     1.08174921528e-03    4.14699299108e-02    1.03494083528e+01    1.50000000000e+01    
845     1.08175096260e-03    3.74934829620e-02    1.02892287375e+01    1.50000000000e+01    
846     1.08175270991e-03    3.38838314029e-02    1.02291128657e+01    1.50000000000e+01    
847     1.08175445722e-03    3.05541101738e-02    1.01690758389e+01    1.50000000000e+01    
848     1.08175795185e-03    2.48312337809e-02    1.00492695949e+01    1.50000000000e+01    
849     1.08176144648e-03    2.02374188444e-02    9.92983170540e+00    1.50000000000e+01    
850     1.08176494111e-03    1.67929372737e-02    9.81075108044e+00    1.50000000000e+01    
851     1.08176843574e-03    1.43345680714e-02    9.69199372340e+00    1.50000000000e+01    
852     1.08177193037e-03    1.27481968024e-02    9.57351351703e+00    1.50000000000e+01    
853     1.08177891962e-03    1.11693123869e-02    9.33716215863e+00    1.50000000000e+01    
854     1.08178590888e-03    1.07025373878e-02    9.10134993736e+00    1.50000000000e+01    
855     1.08179289813e-03    1.05928983953e-02    8.86575350629e+00    1.50000000000e+01    
856     1.08179988739e-03    1.06613023265e-02    8.63010512575e+00    1.50000000000e+01    
857     1.08180687665e-03    1.07000683340e-02    8.39424855242e+00    1.50000000000e+01    
858     1.08181386590e-03    1.07424099484e-02    8.15822233765e+00    1.50000000000e+01    
859     1.08182085516e-03    1.07292619530e-02    7.92221336921e+00    1.50000000000e+01    
860     1.08182784442e-03    1.07461522701e-02    7.68640543850e+00    1.50000000000e+01    
861     1.08183483367e-03    1.07281266872e-02    7.45090058568e+00    1.50000000000e+01    
862     1.08184182293e-03    1.07438276671e-02    7.21573875613e+00    1.50000000000e+01    
863     1.08184881219e-03    1.07265808925e-02    6.98093408107e+00    1.50000000000e+01    
864     1.08185580144e-03    1.07418188393e-02    6.74649269852e+00    1.50000000000e+01    
865     1.08186279070e-03    1.07250993377e-02    6.51241877038e+00    1.50000000000e+01    
866     1.08186977995e-03    1.07398815826e-02    6.27871606047e+00    1.50000000000e+01    
867     1.08187676921e-03    1.07235578971e-02    6.04538843538e+00    1.50000000000e+01    
868     1.08188375847e-03    1.07379489435e-02    5.81243998066e+00    1.50000000000e+01    
869     1.08189773698e-03    1.07209995794e-02    5.34769959195e+00    1.50000000000e+01    
870     1.08191171549e-03    1.07341743823e-02    4.88453564103e+00    1.50000000000e+01    
871     1.08192569401e-03    1.07171634485e-02    4.42300545122e+00    1.50000000000e+01    
872     1.08193967252e-03    1.07298783704e-02    3.96318898691e+00    1.50000000000e+01    
873     1.08195365103e-03    1.07124634062e-02    3.50521189083e+00    1.50000000000e+01    
874     1.08196762954e-03    1.07240183482e-02    3.04929698138e+00    1.50000000000e+01    
875     1.08199558657e-03    1.06944947031e-02    2.14752170918e+00    1.50000000000e+01    
876     1.08199908120e-03    1.06894782269e-02    2.03675366620e+00    1.50000000000e+01    
877     1.08200607045e-03    1.06591832543e-02    1.81780407758e+00    1.50000000000e+01    
878     1.08200705149e-03    1.06454433969e-02    1.78771159506e+00    1.50000000000e+01    
879     1.08200901357e-03    1.05275487009e-02    1.72955521434e+00    1.50000000000e+01    
880     1.08201097564e-03    1.02338093503e-02    1.67817911990e+00    1.50000000000e+01    
881     1.08201293772e-03    9.91838700104e-03    1.63697154329e+00    1.50000000000e+01    
882     1.08201489980e-03    9.71097570232e-03    1.60582049562e+00    1.50000000000e+01    
883     1.08201686187e-03    9.59732815080e-03    1.58280016805e+00    1.50000000000e+01    
884     1.08201882395e-03    9.55195183291e-03    1.56584633743e+00    1.50000000000e+01    
885     1.08202078602e-03    9.54642903762e-03    1.55330693167e+00    1.50000000000e+01    
886     1.08202471017e-03    9.59287706610e-03    1.53662755082e+00    1.50000000000e+01    
887     1.08202863433e-03    9.66636524142e-03    1.52716200854e+00    1.50000000000e+01    
888     1.08203255848e-03    9.73657717260e-03    1.52160447519e+00    1.50000000000e+01    
889     1.08203648263e-03    9.79209728487e-03    1.51825787881e+00    1.50000000000e+01    
890     1.08204040678e-03    9.83371704760e-03    1.51620520202e+00    1.50000000000e+01    
891     1.08204433093e-03    9.86214157619e-03    1.51493229870e+00    1.50000000000e+01    
892     1.08205217924e-03    9.89494573073e-03    1.51358696724e+00    1.50000000000e+01    
893     1.08206002754e-03    9.90715638807e-03    1.51308107035e+00    1.50000000000e+01    
894     1.08206787584e-03    9.91184446601e-03    1.51288598775e+00    1.50000000000e+01    
895     1.08207572415e-03    9.91326664884e-03    1.51280993311e+00    1.50000000000e+01    
896     1.08209142075e-03    9.91434415954e-03    1.51276135343e+00    1.50000000000e+01    
897     1.08212281396e-03    9.91423769417e-03    1.51275356563e+00    1.50000000000e+01    
898     1.08215420718e-03    9.91439149596e-03    1.51275368289e+00    1.50000000000e+01    
899     1.08218560039e-03    9.91423725840e-03    1.51275431960e+00    1.50000000000e+01    
900     1.08221699360e-03    9.91439449751e-03    1.51275441800e+00    1.50000000000e+01    
901     1.08227978003e-03    9.91424158195e-03    1.51275515922e+00    1.50000000000e+01    
902     1.08234256645e-03    9.91439195464e-03    1.51275468949e+00    1.50000000000e+01    
903     1.08246813930e-03    9.91424001415e-03    1.51275479662e+00    1.50000000000e+01    
904     1.08259371215e-03    9.91438869142e-03    1.51275427794e+00    1.50000000000e+01    
905     1.08284485785e-03    9.91423937530e-03    1.51275453862e+00    1.50000000000e+01    
906     1.08309600356e-03    9.91438739740e-03    1.51275407958e+00    1.50000000000e+01    
907     1.08359829496e-03    9.91423945226e-03    1.51275440697e+00    1.50000000000e+01    
908     1.08410058636e-03    9.91438719721e-03    1.51275398152e+00    1.50000000000e+01    
909     1.08510516916e-03    9.91423987659e-03    1.51275434249e+00    1.50000000000e+01    
910     1.08610975197e-03    9.91438736797e-03    1.51275393352e+00    1.50000000000e+01    
911     1.08711433477e-03    9.91424014464e-03    1.51275431723e+00    1.50000000000e+01    
912     1.08912350038e-03    9.91438735605e-03    1.51275391310e+00    1.50000000000e+01    
913     1.09113266599e-03    9.91424020271e-03    1.51275430008e+00    1.50000000000e+01    
914     1.09515099720e-03    9.91438725315e-03    1.51275390023e+00    1.50000000000e+01    
915     1.09916932842e-03    9.91424016202e-03    1.51275428972e+00    1.50000000000e+01    
916     1.10720599085e-03    9.91438717617e-03    1.51275389281e+00    1.50000000000e+01    
917     1.11524265328e-03    9.91424013210e-03    1.51275428384e+00    1.50000000000e+01    
918     1.13131597814e-03    9.91438713429e-03    1.51275388865e+00    1.50000000000e+01    
919     1.14738930300e-03    9.91424011439e-03    1.51275428059e+00    1.50000000000e+01    
920     1.17953595272e-03    9.91438711211e-03    1.51275388642e+00    1.50000000000e+01    
921     1.21168260244e-03    9.91424010525e-03    1.51275427892e+00    1.50000000000e+01    
922     1.27597590188e-03    9.91438710160e-03    1.51275388537e+00    1.50000000000e+01    
923     1.34026920132e-03    9.91424010135e-03    1.51275427816e+00    1.50000000000e+01    
924     1.44026920132e-03    9.91438709690e-03    1.51275388493e+00    1.50000000000e+01    
925     1.54026920132e-03    9.91424010014e-03    1.51275427784e+00    1.50000000000e+01    
926     1.64026920132e-03    9.91438709443e-03    1.51275388474e+00    1.50000000000e+01    
927     1.74026920132e-03    9.91424010038e-03    1.51275427772e+00    1.50000000000e+01    
928     1.84026920132e-03    9.91438709269e-03    1.51275388466e+00    1.50000000000e+01    
929     1.90010000000e-03    9.91424010148e-03    1.51275427767e+00    1.50000000000e+01    
930     1.90010062500e-03    9.98792248051e-03    1.51275586090e+00    1.49062500000e+01    
931     1.90010112691e-03    1.00496137513e-02    1.51275877317e+00    1.48309637009e+01    
932     1.90010162882e-03    1.01028995018e-02    1.51276246067e+00    1.47556774019e+01    
933     1.90010263263e-03    1.01362752095e-02    1.51277349357e+00    1.46051048039e+01    
934     1.90010363645e-03    1.01029564631e-02    1.51278700255e+00    1.44545322058e+01    
935     1.90010464027e-03    1.00660735162e-02    1.51280005382e+00    1.43039596078e+01    
936     1.90010564409e-03    1.00369670027e-02    1.51281104558e+00    1.41533870097e+01    
937     1.90010664790e-03    1.00124051278e-02    1.51281950967e+00    1.40028144117e+01    
938     1.90010865554e-03    9.97659442531e-03    1.51282956171e+00    1.37016692156e+01    
939     1.90011066317e-03    9.95359140514e-03    1.51283247401e+00    1.34005240194e+01    
940     1.90011267081e-03    9.94027048722e-03    1.51283098464e+00    1.30993788233e+01    
941     1.90011467844e-03    9.93305112914e-03    1.51282727166e+00    1.27982336272e+01    
942     1.90011668608e-03    9.93011959988e-03    1.51282276317e+00    1.24970884311e+01    
943     1.90011869371e-03    9.92959669026e-03    1.51281830355e+00    1.21959432350e+01    
944     1.90012270898e-03    9.93228074924e-03    1.51281104327e+00    1.15936528427e+01    
945     1.90013073952e-03    9.94113993799e-03    1.51280408315e+00    1.03890720583e+01    
946     1.90013877006e-03    9.94907106957e-03    1.51280466066e+00    9.18449127387e+00    
947     1.90014680060e-03    9.95454926908e-03    1.51280877210e+00    7.97991048944e+00    
948     1.90015483114e-03    9.95964908052e-03    1.51281427732e+00    6.77532970500e+00    
949     1.90016286167e-03    9.96481305852e-03    1.51282066278e+00    5.57074892056e+00    
950     1.90017089221e-03    9.97067404285e-03    1.51282790678e+00    4.36616813613e+00    
951     1.90017811970e-03    9.97691648347e-03    1.51283532894e+00    3.28204543013e+00    
952     1.90018462443e-03    9.98357706173e-03    1.51284297867e+00    2.30633499474e+00    
953     1.90018747342e-03    9.98657030355e-03    1.51284674071e+00    1.87898694885e+00    
954     1.90018852401e-03    9.99328952833e-03    1.51284842382e+00    1.72139884122e+00    
955     1.90018957460e-03    1.00064441398e-02    1.51285040991e+00    1.56381073358e+00    
956     1.90019062518e-03    1.00315872436e-02    1.51285334598e+00    1.40622262595e+00    
957     1.90019167577e-03    1.00619290288e-02    1.51285785854e+00    1.24863451831e+00    
958     1.90019272636e-03    1.00870390377e-02    1.51286425071e+00    1.09104641068e+00    
959     1.90019377694e-03    1.00987798441e-02    1.51287224219e+00    9.33458303045e-01    
960     1.90019587812e-03    1.00915593072e-02    1.51288960844e+00    6.18282087775e-01    
961     1.90019797929e-03    1.00706866482e-02    1.51290502131e+00    3.03105872505e-01    
962     1.90020000000e-03    1.00527791643e-02    1.51291566520e+00    -2.47606379844e-11   
963     1.90020014103e-03    1.00464661585e-02    1.51291622945e+00    0.00000000000e+00    
964     1.90020026223e-03    1.00346002009e-02    1.51291666255e+00    0.00000000000e+00    
965     1.90020038344e-03    1.00192084536e-02    1.51291706186e+00    0.00000000000e+00    
966     1.90020062584e-03    9.96961401199e-03    1.51291757702e+00    0.00000000000e+00    
967     1.90020086824e-03    9.90548977764e-03    1.51291757828e+00    0.00000000000e+00    
968     1.90020135305e-03    9.79409710371e-03    1.51291563016e+00    0.00000000000e+00    
969     1.90020183786e-03    9.73240906017e-03    1.51291107863e+00    0.00000000000e+00    
970     1.90020280748e-03    9.70845342106e-03    1.51289632769e+00    0.00000000000e+00    
971     1.90020377710e-03    9.73262417024e-03    1.51287746359e+00    0.00000000000e+00    
972     1.90020474672e-03    9.75841174322e-03    1.51285799692e+00    0.00000000000e+00    
973     1.90020571634e-03    9.78089780608e-03    1.51283984987e+00    0.00000000000e+00    
974     1.90020668596e-03    9.80047670831e-03    1.51282382391e+00    0.00000000000e+00    
975     1.90020862520e-03    9.83261651357e-03    1.51279855908e+00    0.00000000000e+00    
976     1.90021056444e-03    9.85662757329e-03    1.51278133929e+00    0.00000000000e+00    
977     1.90021250367e-03    9.87404072216e-03    1.51277023627e+00    0.00000000000e+00    
978     1.90021444291e-03    9.88639963259e-03    1.51276335693e+00    0.00000000000e+00    
979     1.90021638215e-03    9.89505179020e-03    1.51275924766e+00    0.00000000000e+00    
980     1.90021832139e-03    9.90104825972e-03    1.51275689083e+00    0.00000000000e+00    
981     1.90022026063e-03    9.90516990363e-03    1.51275560751e+00    0.00000000000e+00    
982     1.90022219987e-03    9.90798037810e-03    1.51275495900e+00    0.00000000000e+00    
983     1.90022607834e-03    9.91126282911e-03    1.51275452837e+00    0.00000000000e+00    
984     1.90023383530e-03    9.91347623695e-03    1.51275458141e+00    0.00000000000e+00    
985     1.90024159225e-03    9.91363096304e-03    1.51275451909e+00    0.00000000000e+00    
986     1.90024934920e-03    9.91366950179e-03    1.51275420050e+00    0.00000000000e+00    
987     1.90026486311e-03    9.91381014292e-03    1.51275368867e+00    0.00000000000e+00    
988     1.90028037701e-03    9.91388245027e-03    1.51275347684e+00    0.00000000000e+00    
989     1.90031140483e-03    9.91397599254e-03    1.51275341720e+00    0.00000000000e+00    
990     1.90034243264e-03    9.91402547616e-03    1.51275350275e+00    0.00000000000e+00    
991     1.90037346045e-03    9.91413218917e-03    1.51275362781e+00    0.00000000000e+00    
992     1.90040448826e-03    9.91420533014e-03    1.51275377242e+00    0.00000000000e+00    
993     1.90043551607e-03    9.91248270475e-03    1.51275255336e+00    0.00000000000e+00    
994     1.90043939455e-03    9.91373554259e-03    1.51275249804e+00    0.00000000000e+00    
995     1.90044327303e-03    9.91931573435e-03    1.51275302953e+00    0.00000000000e+00    
996     1.90044415575e-03    9.92113310588e-03    1.51275339176e+00    0.00000000000e+00    
997     1.90044592121e-03    9.92836650078e-03    1.51275447231e+00    0.00000000000e+00    
998     1.90044945212e-03    9.94943646243e-03    1.51275960549e+00    0.00000000000e+00    
999     1.90045262993e-03    9.97134458701e-03    1.51276835526e+00    0.00000000000e+00    
1000    1.90045548997e-03    9.97989547043e-03    1.51277873889e+00    0.00000000000e+00    
1001    1.90045806400e-03    9.98591928284e-03    1.51278848626e+00    0.00000000000e+00    
1002    1.90046038063e-03    9.86775583351e-03    1.51278993916e+00    0.00000000000e+00    
1003    1.90046105167e-03    9.31837219041e-03    1.51277267779e+00    0.00000000000e+00    
1004    1.90046172271e-03    7.32852989730e-03    1.51273027117e+00    0.00000000000e+00    
1005    1.90046232664e-03    3.24179155437e-03    1.51261975866e+00    0.00000000000e+00    
1006    1.90046280698e-03    -1.12743836855e-03   1.51244362147e+00    0.00000000000e+00    
1007    1.90046323929e-03    -5.42153551282e-03   1.51219372897e+00    0.00000000000e+00    
1008    1.90046367160e-03    -9.95070886476e-03   1.51184522624e+00    0.00000000000e+00    
1009    1.90046410390e-03    -1.48586026296e-02   1.51139504336e+00    0.00000000000e+00    
1010    1.90046453621e-03    -2.03507621859e-02   1.51084904227e+00    0.00000000000e+00    
1011    1.90046496852e-03    -2.58301073879e-02   1.51022507942e+00    0.00000000000e+00    
1012    1.90046503920e-03    -2.64223212063e-02   1.51011632448e+00    0.00000000000e+00    
1013    1.90046510989e-03    -2.67410864781e-02   1.51000688590e+00    0.00000000000e+00    
1014    1.90046525126e-03    -2.67827305334e-02   1.50978403294e+00    0.00000000000e+00    
1015    1.90046539263e-03    -2.66947138188e-02   1.50955719577e+00    0.00000000000e+00    
1016    1.90046553400e-03    -2.67703493645e-02   1.50932918355e+00    0.00000000000e+00    
1017    1.90046567537e-03    -2.70789767931e-02   1.50910296670e+00    0.00000000000e+00    
1018    1.90046595812e-03    -2.79243323754e-02   1.50866704916e+00    0.00000000000e+00    
1019    1.90046624086e-03    -2.82932184608e-02   1.50826700933e+00    0.00000000000e+00    
1020    1.90046652360e-03    -2.75400563254e-02   1.50791860519e+00    0.00000000000e+00    
1021    1.90046680634e-03    -2.57898392077e-02   1.50763314013e+00    0.00000000000e+00    
1022    1.90046708908e-03    -2.31909539832e-02   1.50741597948e+00    0.00000000000e+00    
1023    1.90046737183e-03    -1.83560547116e-02   1.50726322367e+00    0.00000000000e+00    
1024    1.90046765457e-03    -8.73668593843e-03   1.50716359073e+00    0.00000000000e+00    
1025    1.90046790904e-03    3.59075009285e-03    1.50710823295e+00    0.00000000000e+00    
1026    1.90046816350e-03    1.84403575028e-02    1.50707609249e+00    0.00000000000e+00    
1027    1.90046841797e-03    3.55520405087e-02    1.50706065153e+00    0.00000000000e+00    
1028    1.90046867244e-03    5.42794488015e-02    1.50705728055e+00    0.00000000000e+00    
1029    1.90046918138e-03    9.46840646326e-02    1.50707371663e+00    0.00000000000e+00    
1030    1.90047019925e-03    1.76352515693e-01    1.50715442413e+00    0.00000000000e+00    
1031    1.90047121712e-03    2.52655734470e-01    1.50726223167e+00    0.00000000000e+00    
1032    1.90047223499e-03    3.28566526846e-01    1.50737672691e+00    0.00000000000e+00    
1033    1.90047239160e-03    3.41409422394e-01    1.50739461043e+00    0.00000000000e+00    
1034    1.90047270483e-03    3.69565570035e-01    1.50743046671e+00    0.00000000000e+00    
1035    1.90047333128e-03    4.44258595845e-01    1.50750285467e+00    0.00000000000e+00    
1036    1.90047387020e-03    5.32800724002e-01    1.50756602046e+00    0.00000000000e+00    
1037    1.90047435335e-03    6.34345197727e-01    1.50762345691e+00    0.00000000000e+00    
1038    1.90047483649e-03    7.72416250294e-01    1.50768181120e+00    0.00000000000e+00    
1039    1.90047490587e-03    7.97648452671e-01    1.50769029762e+00    0.00000000000e+00    
1040    1.90047497525e-03    8.24030365409e-01    1.50769880125e+00    0.00000000000e+00    
1041    1.90047511401e-03    8.82438425499e-01    1.50771591290e+00    0.00000000000e+00    
1042    1.90047525277e-03    9.47952154585e-01    1.50773316438e+00    0.00000000000e+00    
1043    1.90047539153e-03    1.01957558291e+00    1.50775054913e+00    0.00000000000e+00    
