Index        TIME          {V(2)+1.0}    {I(VPULSE) + 3.0E-3}
795     3.50992481e-09   6.50000000e+00   2.99570763e-03   
796     3.51479332e-09   6.50000000e+00   2.99558129e-03   
797     3.51966182e-09   6.50000000e+00   2.99545138e-03   
798     3.52453033e-09   6.50000000e+00   2.99531450e-03   
799     3.52939884e-09   6.50000000e+00   2.99516691e-03   
800     3.53366279e-09   6.50000000e+00   2.99505037e-03   
801     3.53792673e-09   6.50000000e+00   2.99493824e-03   
802     3.54219068e-09   6.50000000e+00   2.99483310e-03   
803     3.54645463e-09   6.50000000e+00   2.99473801e-03   
804     3.55071858e-09   6.50000000e+00   2.99464029e-03   
805     3.55498253e-09   6.50000000e+00   2.99454650e-03   
806     3.55924648e-09   6.50000000e+00   2.99445653e-03   
807     3.56351043e-09   6.50000000e+00   2.99437012e-03   
808     3.56734799e-09   6.50000000e+00   2.99429218e-03   
809     3.57118554e-09   6.50000000e+00   2.99421421e-03   
810     3.57502310e-09   6.50000000e+00   2.99413507e-03   
811     3.57886065e-09   6.50000000e+00   2.99405345e-03   
812     3.58269821e-09   6.50000000e+00   2.99397728e-03   
813     3.58653576e-09   6.50000000e+00   2.99390347e-03   
814     3.59037332e-09   6.50000000e+00   2.99383293e-03   
815     3.59421087e-09   6.50000000e+00   2.99376673e-03   
816     3.59804843e-09   6.50000000e+00   2.99370058e-03   
817     3.60188598e-09   6.50000000e+00   2.99363665e-03   
818     3.60572353e-09   6.50000000e+00   2.99357491e-03   
819     3.60956109e-09   6.50000000e+00   2.99351524e-03   
820     3.61339864e-09   6.50000000e+00   2.99345724e-03   
821     3.61723620e-09   6.50000000e+00   2.99340077e-03   
822     3.62107375e-09   6.50000000e+00   2.99334552e-03   
823     3.62491131e-09   6.50000000e+00   2.99329115e-03   
824     3.62874886e-09   6.50000000e+00   2.99323932e-03   
825     3.63258642e-09   6.50000000e+00   2.99318932e-03   
826     3.63642397e-09   6.50000000e+00   2.99314128e-03   
827     3.64026153e-09   6.50000000e+00   2.99309537e-03   
828     3.64409908e-09   6.50000000e+00   2.99305095e-03   
829     3.64793664e-09   6.50000000e+00   2.99300838e-03   
830     3.65177419e-09   6.50000000e+00   2.99296766e-03   
831     3.65561175e-09   6.50000000e+00   2.99292881e-03   
832     3.65868179e-09   6.50000000e+00   2.99289893e-03   
833     3.66175183e-09   6.50000000e+00   2.99287013e-03   
834     3.66482188e-09   6.50000000e+00   2.99284237e-03   
835     3.66789192e-09   6.50000000e+00   2.99281560e-03   
836     3.67096197e-09   6.50000000e+00   2.99278974e-03   
837     3.67863707e-09   6.50000000e+00   2.99273013e-03   
838     3.68631218e-09   6.50000000e+00   2.99267700e-03   
839     3.69398729e-09   6.50000000e+00   2.99263028e-03   
840     3.70166240e-09   6.50000000e+00   2.99258996e-03   
841     3.70783940e-09   6.50000000e+00   2.99256188e-03   
842     3.71401639e-09   6.50000000e+00   2.99253773e-03   
843     3.72019338e-09   6.50000000e+00   2.99251747e-03   
844     3.72637038e-09   6.50000000e+00   2.99250104e-03   
845     3.73254737e-09   6.50000000e+00   2.99248800e-03   
846     3.73872436e-09   6.50000000e+00   2.99247835e-03   
847     3.74490136e-09   6.50000000e+00   2.99247195e-03   
848     3.75107835e-09   6.50000000e+00   2.99246861e-03   
849     3.75642610e-09   6.50000000e+00   2.99246856e-03   
850     3.76177386e-09   6.50000000e+00   2.99247091e-03   
851     3.76712161e-09   6.50000000e+00   2.99247566e-03   
852     3.77246936e-09   6.50000000e+00   2.99248277e-03   
853     3.77353802e-09   6.50000000e+00   2.99248437e-03   
854     3.77460667e-09   6.50000000e+00   2.99248605e-03   
855     3.77567533e-09   6.50000000e+00   2.99248782e-03   
856     3.77781264e-09   6.50000000e+00   2.99246308e-03   
857     3.77994995e-09   6.50000000e+00   2.99240946e-03   
858     3.78208727e-09   6.50000000e+00   2.99232150e-03   
859     3.78352995e-09   6.50000000e+00   2.99225635e-03   
860     3.78641533e-09   6.50000000e+00   2.99213698e-03   
861     3.78845898e-09   6.50000000e+00   2.99202172e-03   
862     3.79029826e-09   6.50000000e+00   2.99192165e-03   
863     3.79213755e-09   6.50000000e+00   2.99183026e-03   
864     3.79397684e-09   6.50000000e+00   2.99174490e-03   
865     3.79765541e-09   6.50000000e+00   2.99155199e-03   
866     3.79970401e-09   6.50000000e+00   2.99149743e-03   
867     3.80154775e-09   6.50000000e+00   2.99143555e-03   
868     3.80320712e-09   6.50000000e+00   2.99137609e-03   
869     3.80486648e-09   6.50000000e+00   2.99131963e-03   
870     3.80652585e-09   6.50000000e+00   2.99126624e-03   
871     3.80984458e-09   6.50000000e+00   2.99114093e-03   
872     3.81177258e-09   6.50000000e+00   2.99110809e-03   
873     3.81370059e-09   6.50000000e+00   2.99106697e-03   
874     3.81543579e-09   6.50000000e+00   2.99102494e-03   
875     3.81717099e-09   6.50000000e+00   2.99098481e-03   
876     3.81890619e-09   6.50000000e+00   2.99094699e-03   
877     3.82237660e-09   6.50000000e+00   2.99085261e-03   
878     3.82415300e-09   6.50000000e+00   2.99083493e-03   
879     3.82592940e-09   6.50000000e+00   2.99081127e-03   
880     3.82752815e-09   6.50000000e+00   2.99078538e-03   
881     3.82912691e-09   6.50000000e+00   2.99076022e-03   
882     3.83072567e-09   6.50000000e+00   2.99073620e-03   
883     3.83220129e-09   6.50000000e+00   2.99071356e-03   
884     3.83367692e-09   6.50000000e+00   2.99069232e-03   
885     3.83515254e-09   6.50000000e+00   2.99067209e-03   
886     3.83647505e-09   6.50000000e+00   2.99065291e-03   
887     3.83779757e-09   6.50000000e+00   2.99063474e-03   
888     3.83912009e-09   6.50000000e+00   2.99061722e-03   
889     3.84028725e-09   6.50000000e+00   2.99060042e-03   
890     3.84145441e-09   6.50000000e+00   2.99058418e-03   
891     3.84262157e-09   6.50000000e+00   2.99056822e-03   
892     3.84364218e-09   6.50000000e+00   2.99055280e-03   
893     3.84466278e-09   6.50000000e+00   2.99053752e-03   
894     3.84568338e-09   6.50000000e+00   2.99052222e-03   
895     3.84657154e-09   6.50000000e+00   2.99050742e-03   
896     3.84745970e-09   6.50000000e+00   2.99049242e-03   
897     3.84923601e-09   6.50000000e+00   2.99047419e-03   
898     3.85007989e-09   6.50000000e+00   2.99045412e-03   
899     3.85083174e-09   6.50000000e+00   2.99043447e-03   
900     3.85158360e-09   6.50000000e+00   2.99041530e-03   
901     3.85308731e-09   6.50000000e+00   2.99038884e-03   
902     3.85325028e-09   6.50000000e+00   2.99038404e-03   
903     3.85337532e-09   6.50000000e+00   2.99037932e-03   
904     3.85350037e-09   6.50000000e+00   2.99037406e-03   
905     3.85362541e-09   6.50000000e+00   2.99036850e-03   
906     3.85387550e-09   6.50000000e+00   2.99035692e-03   
907     3.85412559e-09   6.50000000e+00   2.99034586e-03   
908     3.85437567e-09   6.50000000e+00   2.99033557e-03   
909     3.85462576e-09   6.50000000e+00   2.99032582e-03   
910     3.85512594e-09   6.50000000e+00   2.99030954e-03   
911     3.85554384e-09   6.50000000e+00   2.99029747e-03   
912     3.85596174e-09   6.50000000e+00   2.99028814e-03   
913     3.85630162e-09   6.50000000e+00   2.99028232e-03   
914     3.85664150e-09   6.50000000e+00   2.99027825e-03   
915     3.85698139e-09   6.50000000e+00   2.99027566e-03   
916     3.85766115e-09   6.50000000e+00   2.99027176e-03   
917     3.85834091e-09   6.50000000e+00   2.99027470e-03   
918     3.85902068e-09   6.50000000e+00   2.99027860e-03   
919     3.85970044e-09   6.50000000e+00   2.99028248e-03   
920     3.86105997e-09   6.50000000e+00   2.99029543e-03   
921     3.86241949e-09   6.50000000e+00   2.99030624e-03   
922     3.86377902e-09   6.50000000e+00   2.99031609e-03   
923     3.86649808e-09   6.50000000e+00   2.99035035e-03   
924     3.86844776e-09   6.50000000e+00   2.99036405e-03   
925     3.87039744e-09   6.50000000e+00   2.99038085e-03   
926     3.87234712e-09   6.50000000e+00   2.99040050e-03   
927     3.87429680e-09   6.50000000e+00   2.99040933e-03   
928     3.87558017e-09   6.50000000e+00   2.99042609e-03   
929     3.87686354e-09   6.50000000e+00   2.99044407e-03   
930     3.87814691e-09   6.50000000e+00   2.99046207e-03   
931     3.88071366e-09   6.50000000e+00   2.99050961e-03   
932     3.88263745e-09   6.50000000e+00   2.99053734e-03   
933     3.88456124e-09   6.50000000e+00   2.99056689e-03   
934     3.88648503e-09   6.50000000e+00   2.99059840e-03   
935     3.88840882e-09   6.50000000e+00   2.99062100e-03   
936     3.88960965e-09   6.50000000e+00   2.99064287e-03   
937     3.89081047e-09   6.50000000e+00   2.99066596e-03   
938     3.89201130e-09   6.50000000e+00   2.99068914e-03   
939     3.89441296e-09   6.50000000e+00   2.99074413e-03   
940     3.89625956e-09   6.50000000e+00   2.99078056e-03   
941     3.89810616e-09   6.50000000e+00   2.99081797e-03   
942     3.89995276e-09   6.50000000e+00   2.99085665e-03   
943     3.90179936e-09   6.50000000e+00   2.99089643e-03   
944     3.90549256e-09   6.50000000e+00   2.99096759e-03   
945     3.90746239e-09   6.50000000e+00   2.99102015e-03   
946     3.90923524e-09   6.50000000e+00   2.99106429e-03   
947     3.91066374e-09   6.50000000e+00   2.99109775e-03   
948     3.91209224e-09   6.50000000e+00   2.99113186e-03   
949     3.91352073e-09   6.50000000e+00   2.99116672e-03   
950     3.91494923e-09   6.50000000e+00   2.99119767e-03   
951     3.91623487e-09   6.50000000e+00   2.99123107e-03   
952     3.91752052e-09   6.50000000e+00   2.99126490e-03   
953     3.91880616e-09   6.50000000e+00   2.99129849e-03   
954     3.92137745e-09   6.50000000e+00   2.99137181e-03   
955     3.92354232e-09   6.50000000e+00   2.99142910e-03   
956     3.92570719e-09   6.50000000e+00   2.99148656e-03   
957     3.92787206e-09   6.50000000e+00   2.99154474e-03   
958     3.93220180e-09   6.50000000e+00   2.99165330e-03   
959     3.93495771e-09   6.50000000e+00   2.99173908e-03   
960     3.93732342e-09   6.50000000e+00   2.99180727e-03   
961     3.93945255e-09   6.50000000e+00   2.99186711e-03   
962     3.94158169e-09   6.50000000e+00   2.99192752e-03   
963     3.94371082e-09   6.50000000e+00   2.99198853e-03   
964     3.94580355e-09   6.50000000e+00   2.99204883e-03   
965     3.94789628e-09   6.50000000e+00   2.99210847e-03   
966     3.94977974e-09   6.50000000e+00   2.99215978e-03   
967     3.95145031e-09   6.50000000e+00   2.99220382e-03   
968     3.95312088e-09   6.50000000e+00   2.99224790e-03   
969     3.95509850e-09   6.50000000e+00   2.99230146e-03   
970     3.95707612e-09   6.50000000e+00   2.99235480e-03   
971     3.95905374e-09   6.50000000e+00   2.99240810e-03   
972     3.96130196e-09   6.50000000e+00   2.99246980e-03   
973     3.96355017e-09   6.50000000e+00   2.99253124e-03   
974     3.96579839e-09   6.50000000e+00   2.99259266e-03   
975     3.96817643e-09   6.50000000e+00   2.99265825e-03   
976     3.97055448e-09   6.50000000e+00   2.99272382e-03   
977     3.97293253e-09   6.50000000e+00   2.99278952e-03   
978     3.97538189e-09   6.50000000e+00   2.99285759e-03   
979     3.97783125e-09   6.50000000e+00   2.99292573e-03   
980     3.98028061e-09   6.50000000e+00   2.99299399e-03   
981     3.98277272e-09   6.50000000e+00   2.99306371e-03   
982     3.98526484e-09   6.50000000e+00   2.99313348e-03   
983     3.98775696e-09   6.50000000e+00   2.99320332e-03   
984     3.99027741e-09   6.50000000e+00   2.99327409e-03   
985     3.99279786e-09   6.50000000e+00   2.99334487e-03   
986     3.99531831e-09   6.50000000e+00   2.99341565e-03   
987     3.99785809e-09   6.50000000e+00   2.99348701e-03   
988     4.00039788e-09   6.50000000e+00   2.99355831e-03   
989     4.00293766e-09   6.50000000e+00   2.99362954e-03   
990     4.00530817e-09   6.50000000e+00   2.99369562e-03   
991     4.00767868e-09   6.50000000e+00   2.99376181e-03   
992     4.00965120e-09   6.50000000e+00   2.99381608e-03   
993     4.01162371e-09   6.50000000e+00   2.99387077e-03   
994     4.01359623e-09   6.50000000e+00   2.99392562e-03   
995     4.01754126e-09   6.50000000e+00   2.99403106e-03   
996     4.01969586e-09   6.50000000e+00   2.99409363e-03   
997     4.02185046e-09   6.50000000e+00   2.99415481e-03   
998     4.02400506e-09   6.50000000e+00   2.99421472e-03   
999     4.02615966e-09   6.50000000e+00   2.99427401e-03   
1000    4.03046885e-09   6.50000000e+00   2.99438763e-03   
1001    4.03274741e-09   6.50000000e+00   2.99445214e-03   
1002    4.03502597e-09   6.50000000e+00   2.99451812e-03   
1003    4.03730452e-09   6.50000000e+00   2.99459000e-03   
1004    4.03958308e-09   6.50000000e+00   2.99466806e-03   
1005    4.04186164e-09   6.50000000e+00   2.99474785e-03   
1006    4.04414019e-09   6.50000000e+00   2.99482315e-03   
1007    4.04607639e-09   6.50000000e+00   2.99488711e-03   
1008    4.04801260e-09   6.50000000e+00   2.99495040e-03   
1009    4.04994880e-09   6.50000000e+00   2.99501278e-03   
1010    4.05382120e-09   6.50000000e+00   2.99513706e-03   
1011    4.05655464e-09   6.50000000e+00   2.99521848e-03   
1012    4.05886584e-09   6.50000000e+00   2.99528727e-03   
1013    4.06117704e-09   6.50000000e+00   2.99535507e-03   
1014    4.06348824e-09   6.50000000e+00   2.99542162e-03   
1015    4.06811065e-09   6.50000000e+00   2.99555380e-03   
1016    4.07100990e-09   6.50000000e+00   2.99563027e-03   
1017    4.07361923e-09   6.50000000e+00   2.99569882e-03   
1018    4.07622856e-09   6.50000000e+00   2.99576625e-03   
1019    4.07883789e-09   6.50000000e+00   2.99583229e-03   
1020    4.08405655e-09   6.50000000e+00   2.99596309e-03   
1021    4.08707695e-09   6.50000000e+00   2.99603259e-03   
1022    4.08979532e-09   6.50000000e+00   2.99609485e-03   
1023    4.09251368e-09   6.50000000e+00   2.99615603e-03   
1024    4.09523205e-09   6.50000000e+00   2.99621586e-03   
1025    4.10066878e-09   6.50000000e+00   2.99633421e-03   
1026    4.10377563e-09   6.50000000e+00   2.99639616e-03   
1027    4.10657180e-09   6.50000000e+00   2.99645161e-03   
1028    4.10936796e-09   6.50000000e+00   2.99650605e-03   
1029    4.11216413e-09   6.50000000e+00   2.99655924e-03   
1030    4.11775646e-09   6.50000000e+00   2.99666433e-03   
1031    4.12093663e-09   6.50000000e+00   2.99671898e-03   
1032    4.12379878e-09   6.50000000e+00   2.99676786e-03   
1033    4.12666093e-09   6.50000000e+00   2.99681580e-03   
1034    4.12952308e-09   6.50000000e+00   2.99686260e-03   
1035    4.13524739e-09   6.50000000e+00   2.99695499e-03   
1036    4.13849138e-09   6.50000000e+00   2.99700280e-03   
1037    4.14141097e-09   6.50000000e+00   2.99704553e-03   
1038    4.14433057e-09   6.50000000e+00   2.99708740e-03   
1039    4.14725016e-09   6.50000000e+00   2.99712826e-03   
1040    4.14908876e-09   6.50000000e+00   2.99715391e-03   
1041    4.15058106e-09   6.50000000e+00   2.99717675e-03   
1042    4.15207335e-09   6.50000000e+00   2.99720423e-03   
1043    4.15332118e-09   6.50000000e+00   2.99723066e-03   
1044    4.15456901e-09   6.50000000e+00   2.99725832e-03   
1045    4.15581684e-09   6.50000000e+00   2.99728609e-03   
1046    4.15831249e-09   6.50000000e+00   2.99734394e-03   
1047    4.16004234e-09   6.50000000e+00   2.99737761e-03   
1048    4.16150984e-09   6.50000000e+00   2.99740636e-03   
1049    4.16297734e-09   6.50000000e+00   2.99743505e-03   
1050    4.16444485e-09   6.50000000e+00   2.99746329e-03   
1051    4.16737985e-09   6.50000000e+00   2.99752193e-03   
1052    4.16928888e-09   6.50000000e+00   2.99755313e-03   
1053    4.17097550e-09   6.50000000e+00   2.99758088e-03   
1054    4.17249346e-09   6.50000000e+00   2.99760618e-03   
1055    4.17401142e-09   6.50000000e+00   2.99763102e-03   
1056    4.17552938e-09   6.50000000e+00   2.99765520e-03   
1057    4.17856530e-09   6.50000000e+00   2.99770526e-03   
1058    4.18061615e-09   6.50000000e+00   2.99773236e-03   
1059    4.18244899e-09   6.50000000e+00   2.99775684e-03   
1060    4.18428182e-09   6.50000000e+00   2.99778134e-03   
1061    4.18611466e-09   6.50000000e+00   2.99780538e-03   
1062    4.18978033e-09   6.50000000e+00   2.99785562e-03   
1063    4.19203933e-09   6.50000000e+00   2.99787972e-03   
1064    4.19407244e-09   6.50000000e+00   2.99790175e-03   
1065    4.19610554e-09   6.50000000e+00   2.99792380e-03   
1066    4.19813865e-09   6.50000000e+00   2.99794518e-03   
1067    4.20220485e-09   6.50000000e+00   2.99798892e-03   
1068    4.20481070e-09   6.50000000e+00   2.99800936e-03   
1069    4.20715596e-09   6.50000000e+00   2.99802842e-03   
1070    4.20926670e-09   6.50000000e+00   2.99804599e-03   
1071    4.21137744e-09   6.50000000e+00   2.99806308e-03   
1072    4.21348817e-09   6.50000000e+00   2.99807954e-03   
1073    4.21770965e-09   6.50000000e+00   2.99811415e-03   
1074    4.22038129e-09   6.50000000e+00   2.99813012e-03   
1075    4.22278576e-09   6.50000000e+00   2.99814507e-03   
1076    4.22519024e-09   6.50000000e+00   2.99816012e-03   
1077    4.22759472e-09   6.50000000e+00   2.99817479e-03   
1078    4.23240367e-09   6.50000000e+00   2.99820609e-03   
1079    4.23525968e-09   6.50000000e+00   2.99821896e-03   
1080    4.23811569e-09   6.50000000e+00   2.99823222e-03   
1081    4.24068609e-09   6.50000000e+00   2.99824470e-03   
1082    4.24325650e-09   6.50000000e+00   2.99825676e-03   
1083    4.24582691e-09   6.50000000e+00   2.99826826e-03   
1084    4.25096772e-09   6.50000000e+00   2.99829304e-03   
1085    4.25402423e-09   6.50000000e+00   2.99830241e-03   
1086    4.25708075e-09   6.50000000e+00   2.99831228e-03   
1087    4.25983161e-09   6.50000000e+00   2.99832174e-03   
1088    4.26258248e-09   6.50000000e+00   2.99833084e-03   
1089    4.26533334e-09   6.50000000e+00   2.99833946e-03   
1090    4.27083507e-09   6.50000000e+00   2.99835847e-03   
1091    4.27410574e-09   6.50000000e+00   2.99836483e-03   
1092    4.27737640e-09   6.50000000e+00   2.99837180e-03   
1093    4.28064707e-09   6.50000000e+00   2.99837911e-03   
1094    4.28391774e-09   6.50000000e+00   2.99838864e-03   
1095    4.28718841e-09   6.50000000e+00   2.99839408e-03   
1096    4.28981068e-09   6.50000000e+00   2.99839891e-03   
1097    4.29243296e-09   6.50000000e+00   2.99840370e-03   
1098    4.29505523e-09   6.50000000e+00   2.99840826e-03   
1099    4.30029978e-09   6.50000000e+00   2.99841893e-03   
1100    4.30383245e-09   6.50000000e+00   2.99842202e-03   
1101    4.30736513e-09   6.50000000e+00   2.99842584e-03   
1102    4.31089781e-09   6.50000000e+00   2.99843007e-03   
1103    4.31443049e-09   6.50000000e+00   2.99843634e-03   
1104    4.31796317e-09   6.50000000e+00   2.99843906e-03   
1105    4.32086081e-09   6.50000000e+00   2.99844178e-03   
1106    4.32375845e-09   6.50000000e+00   2.99844456e-03   
1107    4.32665610e-09   6.50000000e+00   2.99844720e-03   
1108    4.33245138e-09   6.50000000e+00   2.99845406e-03   
1109    4.33630061e-09   6.50000000e+00   2.99845509e-03   
1110    4.34014984e-09   6.50000000e+00   2.99845696e-03   
1111    4.34399907e-09   6.50000000e+00   2.99845931e-03   
1112    4.34784830e-09   6.50000000e+00   2.99846358e-03   
1113    4.35169753e-09   6.50000000e+00   2.99846473e-03   
1114    4.35485138e-09   6.50000000e+00   2.99846625e-03   
1115    4.35800524e-09   6.50000000e+00   2.99846789e-03   
1116    4.36115909e-09   6.50000000e+00   2.99846948e-03   
1117    4.36746680e-09   6.50000000e+00   2.99847424e-03   
1118    4.37155611e-09   6.50000000e+00   2.99847444e-03   
1119    4.37564542e-09   6.50000000e+00   2.99847552e-03   
1120    4.37973474e-09   6.50000000e+00   2.99847715e-03   
1121    4.38382405e-09   6.50000000e+00   2.99848053e-03   
1122    4.38791336e-09   6.50000000e+00   2.99848131e-03   
1123    4.39120775e-09   6.50000000e+00   2.99848255e-03   
1124    4.39450214e-09   6.50000000e+00   2.99848396e-03   
1125    4.39779652e-09   6.50000000e+00   2.99848540e-03   
1126    4.40438530e-09   6.50000000e+00   2.99848980e-03   
1127    4.40848283e-09   6.50000000e+00   2.99849035e-03   
1128    4.41258037e-09   6.50000000e+00   2.99849170e-03   
1129    4.41626814e-09   6.50000000e+00   2.99849356e-03   
1130    4.41995592e-09   6.50000000e+00   2.99849552e-03   
1131    4.42364370e-09   6.50000000e+00   2.99849753e-03   
1132    4.43101926e-09   6.50000000e+00   2.99850331e-03   
1133    4.43501228e-09   6.50000000e+00   2.99850462e-03   
1134    4.43900531e-09   6.50000000e+00   2.99850663e-03   
1135    4.44259903e-09   6.50000000e+00   2.99850908e-03   
1136    4.44619275e-09   6.50000000e+00   2.99851169e-03   
1137    4.44978647e-09   6.50000000e+00   2.99851440e-03   
1138    4.45697391e-09   6.50000000e+00   2.99852164e-03   
1139    4.46059779e-09   6.50000000e+00   2.99852386e-03   
1140    4.46422167e-09   6.50000000e+00   2.99852663e-03   
1141    4.46748316e-09   6.50000000e+00   2.99852974e-03   
1142    4.47074465e-09   6.50000000e+00   2.99853306e-03   
1143    4.47400615e-09   6.50000000e+00   2.99853653e-03   
1144    4.47709774e-09   6.50000000e+00   2.99854003e-03   
1145    4.48018933e-09   6.50000000e+00   2.99854367e-03   
1146    4.48328092e-09   6.50000000e+00   2.99854746e-03   
1147    4.48612298e-09   6.50000000e+00   2.99855121e-03   
1148    4.48896503e-09   6.50000000e+00   2.99855510e-03   
1149    4.49180709e-09   6.50000000e+00   2.99855914e-03   
1150    4.49438609e-09   6.50000000e+00   2.99856308e-03   
1151    4.49696509e-09   6.50000000e+00   2.99856717e-03   
1152    4.49954408e-09   6.50000000e+00   2.99857142e-03   
1153    4.50186334e-09   6.50000000e+00   2.99857553e-03   
1154    4.50418260e-09   6.50000000e+00   2.99857980e-03   
1155    4.50650186e-09   6.50000000e+00   2.99858423e-03   
1156    4.50857362e-09   6.50000000e+00   2.99858848e-03   
1157    4.51064537e-09   6.50000000e+00   2.99859291e-03   
1158    4.51478889e-09   6.50000000e+00   2.99860058e-03   
1159    4.51685753e-09   6.50000000e+00   2.99860629e-03   
1160    4.51869169e-09   6.50000000e+00   2.99861181e-03   
1161    4.52052585e-09   6.50000000e+00   2.99861730e-03   
1162    4.52419417e-09   6.50000000e+00   2.99862648e-03   
1163    4.52580894e-09   6.50000000e+00   2.99863240e-03   
1164    4.52726223e-09   6.50000000e+00   2.99863833e-03   
1165    4.52871553e-09   6.50000000e+00   2.99864425e-03   
1166    4.53016883e-09   6.50000000e+00   2.99865017e-03   
1167    4.53162212e-09   6.50000000e+00   2.99865622e-03   
1168    4.53277124e-09   6.50000000e+00   2.99866139e-03   
1169    4.53392035e-09   6.50000000e+00   2.99866683e-03   
1170    4.53621858e-09   6.50000000e+00   2.99867669e-03   
1171    4.53727646e-09   6.50000000e+00   2.99868245e-03   
1172    4.53822855e-09   6.50000000e+00   2.99868838e-03   
1173    4.53918064e-09   6.50000000e+00   2.99869460e-03   
1174    4.54013273e-09   6.50000000e+00   2.99870096e-03   
1175    4.54128939e-09   6.50000000e+00   2.99870868e-03   
1176    4.54360272e-09   6.50000000e+00   2.99872284e-03   
1177    4.54381239e-09   6.50000000e+00   2.99872422e-03   
1178    4.54391747e-09   6.50000000e+00   2.99872497e-03   
1179    4.54402256e-09   6.50000000e+00   2.99872577e-03   
1180    4.54412764e-09   6.50000000e+00   2.99872665e-03   
1181    4.54433780e-09   6.50000000e+00   2.99872865e-03   
1182    4.54452694e-09   6.50000000e+00   2.99873061e-03   
1183    4.54471609e-09   6.50000000e+00   2.99873270e-03   
1184    4.54509438e-09   6.50000000e+00   2.99873708e-03   
1185    4.54543484e-09   6.50000000e+00   2.99874103e-03   
1186    4.54577530e-09   6.50000000e+00   2.99874495e-03   
1187    4.54645622e-09   6.50000000e+00   2.99875229e-03   
1188    4.54705339e-09   6.50000000e+00   2.99875856e-03   
1189    4.54765055e-09   6.50000000e+00   2.99876488e-03   
1190    4.54824771e-09   6.50000000e+00   2.99877139e-03   
1191    4.54874964e-09   6.50000000e+00   2.99877712e-03   
1192    4.54925157e-09   6.50000000e+00   2.99878314e-03   
1193    4.54975350e-09   6.50000000e+00   2.99878945e-03   
1194    4.55034791e-09   6.50000000e+00   2.99879722e-03   
1195    4.55094233e-09   6.50000000e+00   2.99880533e-03   
1196    4.55153675e-09   6.50000000e+00   2.99881388e-03   
1197    4.55213116e-09   6.50000000e+00   2.99882311e-03   
1198    4.55237912e-09   6.50000000e+00   2.99882733e-03   
1199    4.55262708e-09   6.50000000e+00   2.99883168e-03   
1200    4.55285025e-09   6.50000000e+00   2.99883560e-03   
1201    4.55307341e-09   6.50000000e+00   2.99883941e-03   
1202    4.55327426e-09   6.50000000e+00   2.99884265e-03   
1203    4.55347511e-09   6.50000000e+00   2.99884563e-03   
1204    4.55367596e-09   6.50000000e+00   2.99884830e-03   
1205    4.55407765e-09   6.50000000e+00   2.99885289e-03   
1206    4.55447935e-09   6.50000000e+00   2.99885570e-03   
1207    4.55488105e-09   6.50000000e+00   2.99885747e-03   
1208    4.55568444e-09   6.50000000e+00   2.99885847e-03   
1209    4.55648783e-09   6.50000000e+00   2.99885805e-03   
1210    4.55809462e-09   6.50000000e+00   2.99885520e-03   
1211    4.55970141e-09   6.50000000e+00   2.99885187e-03   
1212    4.56291498e-09   6.50000000e+00   2.99884499e-03   
1213    4.56580719e-09   6.50000000e+00   2.99883939e-03   
1214    4.56869941e-09   6.50000000e+00   2.99883421e-03   
1215    4.57198911e-09   6.50000000e+00   2.99882860e-03   
1216    4.57527882e-09   6.50000000e+00   2.99882338e-03   
1217    4.57856853e-09   6.50000000e+00   2.99881851e-03   
1218    4.58514794e-09   6.50000000e+00   2.99881042e-03   
1219    4.58829376e-09   6.50000000e+00   2.99880620e-03   
1220    4.59143958e-09   6.50000000e+00   2.99880233e-03   
1221    4.59458540e-09   6.50000000e+00   2.99879895e-03   
1222    4.59789362e-09   6.50000000e+00   2.99879575e-03   
1223    4.60120184e-09   6.50000000e+00   2.99879287e-03   
1224    4.60451006e-09   6.50000000e+00   2.99879030e-03   
1225    4.60881837e-09   6.50000000e+00   2.99878720e-03   
1226    4.61269585e-09   6.50000000e+00   2.99878499e-03   
1227    4.61657332e-09   6.50000000e+00   2.99878316e-03   
1228    4.62045080e-09   6.50000000e+00   2.99878167e-03   
1229    4.62497368e-09   6.50000000e+00   2.99878025e-03   
1230    4.62949656e-09   6.50000000e+00   2.99877938e-03   
1231    4.63401944e-09   6.50000000e+00   2.99877898e-03   
1232    4.63877638e-09   6.50000000e+00   2.99877901e-03   
1233    4.64353332e-09   6.50000000e+00   2.99877952e-03   
1234    4.64829027e-09   6.50000000e+00   2.99878050e-03   
1235    4.65307216e-09   6.50000000e+00   2.99878191e-03   
1236    4.65785404e-09   6.50000000e+00   2.99878374e-03   
1237    4.66263593e-09   6.50000000e+00   2.99878599e-03   
1238    4.66735130e-09   6.50000000e+00   2.99878859e-03   
1239    4.67206666e-09   6.50000000e+00   2.99879156e-03   
1240    4.67678203e-09   6.50000000e+00   2.99879488e-03   
1241    4.68139814e-09   6.50000000e+00   2.99879848e-03   
1242    4.68601425e-09   6.50000000e+00   2.99880239e-03   
1243    4.69063036e-09   6.50000000e+00   2.99880661e-03   
1244    4.69514066e-09   6.50000000e+00   2.99881103e-03   
1245    4.69965096e-09   6.50000000e+00   2.99881571e-03   
1246    4.70416127e-09   6.50000000e+00   2.99882067e-03   
1247    4.70857002e-09   6.50000000e+00   2.99882576e-03   
1248    4.71297877e-09   6.50000000e+00   2.99883109e-03   
1249    4.71738752e-09   6.50000000e+00   2.99883664e-03   
1250    4.72170283e-09   6.50000000e+00   2.99884230e-03   
1251    4.72601814e-09   6.50000000e+00   2.99884815e-03   
