Index        TIME          {V(4)+1.5}          V(6)             V(7)
1237    1.30072908e-03   3.44766361e+00   9.49630945e-01   1.00000000e+00   
1238    1.30074103e-03   3.44800456e+00   9.49607424e-01   1.00000000e+00   
1239    1.30075297e-03   3.44832116e+00   9.49583898e-01   1.00000000e+00   
1240    1.30076492e-03   3.44860922e+00   9.49560367e-01   1.00000000e+00   
1241    1.30077686e-03   3.44886617e+00   9.49536830e-01   1.00000000e+00   
1242    1.30080075e-03   3.44925305e+00   9.49489740e-01   1.00000000e+00   
1243    1.30082464e-03   3.44952197e+00   9.49442629e-01   1.00000000e+00   
1244    1.30084853e-03   3.44968875e+00   9.49395497e-01   1.00000000e+00   
1245    1.30086678e-03   3.44976483e+00   9.49359469e-01   1.00000000e+00   
1246    1.30088246e-03   3.44979782e+00   9.49328518e-01   1.00000000e+00   
1247    1.30089531e-03   3.44980618e+00   9.49303125e-01   1.00000000e+00   
1248    1.30090657e-03   3.44980116e+00   9.49280892e-01   1.00000000e+00   
1249    1.30091634e-03   3.44978878e+00   9.49261585e-01   1.00000000e+00   
1250    1.30092611e-03   3.44976958e+00   9.49242274e-01   1.00000000e+00   
1251    1.30093588e-03   3.44974468e+00   9.49222960e-01   1.00000000e+00   
1252    1.30094566e-03   3.44971515e+00   9.49203643e-01   1.00000000e+00   
1253    1.30095543e-03   3.44968192e+00   9.49184322e-01   1.00000000e+00   
1254    1.30096520e-03   3.44964589e+00   9.49164997e-01   1.00000000e+00   
1255    1.30097497e-03   3.44960781e+00   9.49145669e-01   1.00000000e+00   
1256    1.30098474e-03   3.44956839e+00   9.49126337e-01   1.00000000e+00   
1257    1.30099451e-03   3.44952820e+00   9.49107001e-01   1.00000000e+00   
1258    1.30100429e-03   3.44948777e+00   9.49087662e-01   1.00000000e+00   
1259    1.30102383e-03   3.44940883e+00   9.49048973e-01   1.00000000e+00   
1260    1.30104337e-03   3.44933369e+00   9.49010270e-01   1.00000000e+00   
1261    1.30106292e-03   3.44926343e+00   9.48971553e-01   1.00000000e+00   
1262    1.30110200e-03   3.44914323e+00   9.48894075e-01   1.00000000e+00   
1263    1.30114749e-03   3.44902566e+00   9.48803845e-01   1.00000000e+00   
1264    1.30119297e-03   3.44892346e+00   9.48713539e-01   1.00000000e+00   
1265    1.30123845e-03   3.44883041e+00   9.48623154e-01   1.00000000e+00   
1266    1.30128394e-03   3.44874187e+00   9.48532692e-01   1.00000000e+00   
1267    1.30132942e-03   3.44865488e+00   9.48442153e-01   1.00000000e+00   
1268    1.30137490e-03   3.44856780e+00   9.48351536e-01   1.00000000e+00   
1269    1.30146587e-03   3.44839052e+00   9.48170071e-01   1.00000000e+00   
1270    1.30164780e-03   3.44802899e+00   9.47806210e-01   1.00000000e+00   
1271    1.30182973e-03   3.44766464e+00   9.47441111e-01   1.00000000e+00   
1272    1.30219360e-03   3.44693158e+00   9.46707198e-01   1.00000000e+00   
1273    1.30292133e-03   3.44545075e+00   9.45224533e-01   1.00000000e+00   
1274    1.30437680e-03   3.44242989e+00   9.42199947e-01   1.00000000e+00   
1275    1.30728773e-03   3.43615202e+00   9.35914646e-01   1.00000000e+00   
1276    1.31310959e-03   3.42265920e+00   9.22407030e-01   1.00000000e+00   
1277    1.32310959e-03   3.39661456e+00   8.96335966e-01   1.00000000e+00   
1278    1.33310959e-03   3.36703855e+00   8.66727473e-01   1.00000000e+00   
1279    1.34310959e-03   3.33404105e+00   8.33698404e-01   1.00000000e+00   
1280    1.35010000e-03   3.30901598e+00   8.08647518e-01   1.00000000e+00   
1281    1.35010050e-03   3.30901419e+00   8.08645670e-01   9.95000000e-01   
1282    1.35010081e-03   3.30901307e+00   8.08644521e-01   9.91890393e-01   
1283    1.35010112e-03   3.30901195e+00   8.08643371e-01   9.88780787e-01   
1284    1.35010143e-03   3.30901083e+00   8.08642222e-01   9.85671180e-01   
1285    1.35010174e-03   3.30900970e+00   8.08641072e-01   9.82561573e-01   
1286    1.35010205e-03   3.30900855e+00   8.08639923e-01   9.79451966e-01   
1287    1.35010237e-03   3.30900739e+00   8.08638774e-01   9.76342360e-01   
1288    1.35010268e-03   3.30900621e+00   8.08637624e-01   9.73232753e-01   
1289    1.35010299e-03   3.30900499e+00   8.08636475e-01   9.70123146e-01   
1290    1.35010330e-03   3.30900374e+00   8.08635325e-01   9.67013539e-01   
1291    1.35010361e-03   3.30900243e+00   8.08634176e-01   9.63903933e-01   
1292    1.35010392e-03   3.30900107e+00   8.08633026e-01   9.60794326e-01   
1293    1.35010423e-03   3.30899964e+00   8.08631877e-01   9.57684719e-01   
1294    1.35010454e-03   3.30899812e+00   8.08630727e-01   9.54575112e-01   
1295    1.35010516e-03   3.30899462e+00   8.08628428e-01   9.48355899e-01   
1296    1.35010579e-03   3.30899049e+00   8.08626129e-01   9.42136685e-01   
1297    1.35010641e-03   3.30898556e+00   8.08623830e-01   9.35917472e-01   
1298    1.35010703e-03   3.30897964e+00   8.08621532e-01   9.29698258e-01   
1299    1.35010765e-03   3.30897252e+00   8.08619233e-01   9.23479045e-01   
1300    1.35010827e-03   3.30896396e+00   8.08616934e-01   9.17259831e-01   
1301    1.35010890e-03   3.30895372e+00   8.08614635e-01   9.11040618e-01   
1302    1.35010952e-03   3.30894151e+00   8.08612335e-01   9.04821404e-01   
1303    1.35011014e-03   3.30892706e+00   8.08610036e-01   8.98602191e-01   
1304    1.35011076e-03   3.30891007e+00   8.08607737e-01   8.92382977e-01   
1305    1.35011138e-03   3.30889024e+00   8.08605438e-01   8.86163764e-01   
1306    1.35011201e-03   3.30886723e+00   8.08603139e-01   8.79944550e-01   
1307    1.35011263e-03   3.30884071e+00   8.08600840e-01   8.73725337e-01   
1308    1.35011387e-03   3.30877086e+00   8.08596242e-01   8.61286910e-01   
1309    1.35011512e-03   3.30868129e+00   8.08591644e-01   8.48848483e-01   
1310    1.35011636e-03   3.30856902e+00   8.08587045e-01   8.36410056e-01   
1311    1.35011760e-03   3.30843103e+00   8.08582447e-01   8.23971629e-01   
1312    1.35011885e-03   3.30826428e+00   8.08577849e-01   8.11533202e-01   
1313    1.35012009e-03   3.30806570e+00   8.08573250e-01   7.99094775e-01   
1314    1.35012133e-03   3.30783225e+00   8.08568652e-01   7.86656348e-01   
1315    1.35012258e-03   3.30756090e+00   8.08564053e-01   7.74217921e-01   
1316    1.35012382e-03   3.30724864e+00   8.08559454e-01   7.61779494e-01   
1317    1.35012631e-03   3.30643716e+00   8.08550257e-01   7.36902640e-01   
1318    1.35012880e-03   3.30541617e+00   8.08541060e-01   7.12025786e-01   
1319    1.35013129e-03   3.30416403e+00   8.08531862e-01   6.87148932e-01   
1320    1.35013377e-03   3.30266010e+00   8.08522664e-01   6.62272078e-01   
1321    1.35013626e-03   3.30088470e+00   8.08513466e-01   6.37395224e-01   
1322    1.35013875e-03   3.29881920e+00   8.08504267e-01   6.12518370e-01   
1323    1.35014372e-03   3.29339556e+00   8.08485870e-01   5.62764662e-01   
1324    1.35014870e-03   3.28656361e+00   8.08467472e-01   5.13010954e-01   
1325    1.35015367e-03   3.27822396e+00   8.08449073e-01   4.63257246e-01   
1326    1.35015865e-03   3.26829298e+00   8.08430673e-01   4.13503538e-01   
1327    1.35016860e-03   3.24162440e+00   8.08393872e-01   3.13996122e-01   
1328    1.35017855e-03   3.20790893e+00   8.08357067e-01   2.14488706e-01   
1329    1.35018850e-03   3.16707968e+00   8.08320259e-01   1.14981290e-01   
1330    1.35020000e-03   3.11055357e+00   8.08277723e-01   -8.61591289e-13  
1331    1.35020995e-03   3.05564112e+00   8.08240908e-01   0.00000000e+00   
1332    1.35021990e-03   2.99624253e+00   8.08204090e-01   0.00000000e+00   
1333    1.35022985e-03   2.93398474e+00   8.08167269e-01   0.00000000e+00   
1334    1.35023980e-03   2.87041088e+00   8.08130445e-01   0.00000000e+00   
1335    1.35024975e-03   2.80689266e+00   8.08093617e-01   0.00000000e+00   
1336    1.35025970e-03   2.74460040e+00   8.08056787e-01   0.00000000e+00   
1337    1.35026966e-03   2.68449934e+00   8.08019953e-01   0.00000000e+00   
1338    1.35027961e-03   2.62735832e+00   8.07983116e-01   0.00000000e+00   
1339    1.35028956e-03   2.57376435e+00   8.07946276e-01   0.00000000e+00   
1340    1.35029951e-03   2.52413993e+00   8.07909433e-01   0.00000000e+00   
1341    1.35030946e-03   2.47876169e+00   8.07872586e-01   0.00000000e+00   
1342    1.35032936e-03   2.40544375e+00   8.07798884e-01   0.00000000e+00   
1343    1.35034926e-03   2.34877414e+00   8.07725169e-01   0.00000000e+00   
1344    1.35036916e-03   2.30715453e+00   8.07651441e-01   0.00000000e+00   
1345    1.35038621e-03   2.28127067e+00   8.07588262e-01   0.00000000e+00   
1346    1.35040067e-03   2.26549965e+00   8.07534689e-01   0.00000000e+00   
1347    1.35041265e-03   2.25617030e+00   8.07490294e-01   0.00000000e+00   
1348    1.35042263e-03   2.25070138e+00   8.07453298e-01   0.00000000e+00   
1349    1.35043081e-03   2.24760837e+00   8.07422962e-01   0.00000000e+00   
1350    1.35043736e-03   2.24594508e+00   8.07398706e-01   0.00000000e+00   
1351    1.35044006e-03   2.24539057e+00   8.07388685e-01   0.00000000e+00   
1352    1.35044123e-03   2.24517585e+00   8.07384368e-01   0.00000000e+00   
1353    1.35044239e-03   2.24498486e+00   8.07380051e-01   0.00000000e+00   
1354    1.35044355e-03   2.24481716e+00   8.07375734e-01   0.00000000e+00   
1355    1.35044588e-03   2.24457143e+00   8.07367099e-01   0.00000000e+00   
1356    1.35044821e-03   2.24441192e+00   8.07358465e-01   0.00000000e+00   
1357    1.35045054e-03   2.24433523e+00   8.07349830e-01   0.00000000e+00   
1358    1.35045287e-03   2.24433801e+00   8.07341195e-01   0.00000000e+00   
1359    1.35045394e-03   2.24435558e+00   8.07337245e-01   0.00000000e+00   
1360    1.35045500e-03   2.24438914e+00   8.07333295e-01   0.00000000e+00   
1361    1.35045607e-03   2.24443837e+00   8.07329345e-01   0.00000000e+00   
1362    1.35045820e-03   2.24459701e+00   8.07321445e-01   0.00000000e+00   
1363    1.35046033e-03   2.24481338e+00   8.07313545e-01   0.00000000e+00   
1364    1.35046246e-03   2.24508504e+00   8.07305644e-01   0.00000000e+00   
1365    1.35046459e-03   2.24540960e+00   8.07297744e-01   0.00000000e+00   
1366    1.35046885e-03   2.24625183e+00   8.07281943e-01   0.00000000e+00   
1367    1.35047311e-03   2.24726929e+00   8.07266141e-01   0.00000000e+00   
1368    1.35047737e-03   2.24844475e+00   8.07250338e-01   0.00000000e+00   
1369    1.35048164e-03   2.24976169e+00   8.07234535e-01   0.00000000e+00   
1370    1.35048590e-03   2.25120425e+00   8.07218732e-01   0.00000000e+00   
1371    1.35049016e-03   2.25275731e+00   8.07202927e-01   0.00000000e+00   
1372    1.35049442e-03   2.25440641e+00   8.07187123e-01   0.00000000e+00   
1373    1.35049868e-03   2.25613785e+00   8.07171317e-01   0.00000000e+00   
1374    1.35050720e-03   2.25983154e+00   8.07139705e-01   0.00000000e+00   
1375    1.35051573e-03   2.26366864e+00   8.07108090e-01   0.00000000e+00   
1376    1.35052425e-03   2.26757242e+00   8.07076473e-01   0.00000000e+00   
1377    1.35053277e-03   2.27147642e+00   8.07044854e-01   0.00000000e+00   
1378    1.35054129e-03   2.27532388e+00   8.07013232e-01   0.00000000e+00   
1379    1.35054982e-03   2.27906716e+00   8.06981608e-01   0.00000000e+00   
1380    1.35055834e-03   2.28266706e+00   8.06949982e-01   0.00000000e+00   
1381    1.35056686e-03   2.28609221e+00   8.06918353e-01   0.00000000e+00   
1382    1.35058391e-03   2.29209524e+00   8.06855089e-01   0.00000000e+00   
1383    1.35060095e-03   2.29718490e+00   8.06791815e-01   0.00000000e+00   
1384    1.35061800e-03   2.30135793e+00   8.06728533e-01   0.00000000e+00   
1385    1.35063633e-03   2.30484214e+00   8.06660448e-01   0.00000000e+00   
1386    1.35065467e-03   2.30741692e+00   8.06592353e-01   0.00000000e+00   
1387    1.35067301e-03   2.30920025e+00   8.06524247e-01   0.00000000e+00   
1388    1.35068673e-03   2.31014508e+00   8.06473255e-01   0.00000000e+00   
1389    1.35069864e-03   2.31070662e+00   8.06429025e-01   0.00000000e+00   
1390    1.35070805e-03   2.31100696e+00   8.06394052e-01   0.00000000e+00   
1391    1.35071583e-03   2.31116685e+00   8.06365144e-01   0.00000000e+00   
1392    1.35072004e-03   2.31122902e+00   8.06349505e-01   0.00000000e+00   
1393    1.35072425e-03   2.31126838e+00   8.06333865e-01   0.00000000e+00   
1394    1.35072729e-03   2.31128548e+00   8.06322561e-01   0.00000000e+00   
1395    1.35073033e-03   2.31129179e+00   8.06311256e-01   0.00000000e+00   
1396    1.35073337e-03   2.31128784e+00   8.06299951e-01   0.00000000e+00   
1397    1.35073641e-03   2.31127419e+00   8.06288646e-01   0.00000000e+00   
1398    1.35073946e-03   2.31125136e+00   8.06277341e-01   0.00000000e+00   
1399    1.35074250e-03   2.31121987e+00   8.06266035e-01   0.00000000e+00   
1400    1.35074554e-03   2.31118023e+00   8.06254729e-01   0.00000000e+00   
1401    1.35074858e-03   2.31113295e+00   8.06243422e-01   0.00000000e+00   
1402    1.35075162e-03   2.31107850e+00   8.06232115e-01   0.00000000e+00   
1403    1.35075771e-03   2.31094465e+00   8.06209501e-01   0.00000000e+00   
1404    1.35076379e-03   2.31078936e+00   8.06186885e-01   0.00000000e+00   
1405    1.35076987e-03   2.31061592e+00   8.06164269e-01   0.00000000e+00   
1406    1.35077596e-03   2.31042741e+00   8.06141651e-01   0.00000000e+00   
1407    1.35078204e-03   2.31022672e+00   8.06119032e-01   0.00000000e+00   
1408    1.35078813e-03   2.31001649e+00   8.06096411e-01   0.00000000e+00   
1409    1.35079421e-03   2.30979920e+00   8.06073790e-01   0.00000000e+00   
1410    1.35080029e-03   2.30957707e+00   8.06051167e-01   0.00000000e+00   
1411    1.35080638e-03   2.30935217e+00   8.06028544e-01   0.00000000e+00   
1412    1.35081854e-03   2.30890458e+00   8.05983292e-01   0.00000000e+00   
1413    1.35083071e-03   2.30846980e+00   8.05938037e-01   0.00000000e+00   
1414    1.35084288e-03   2.30805591e+00   8.05892776e-01   0.00000000e+00   
1415    1.35085505e-03   2.30766878e+00   8.05847511e-01   0.00000000e+00   
1416    1.35086721e-03   2.30731235e+00   8.05802241e-01   0.00000000e+00   
1417    1.35089155e-03   2.30673157e+00   8.05711687e-01   0.00000000e+00   
1418    1.35091588e-03   2.30627724e+00   8.05621114e-01   0.00000000e+00   
1419    1.35094022e-03   2.30593476e+00   8.05530522e-01   0.00000000e+00   
1420    1.35096455e-03   2.30568513e+00   8.05439912e-01   0.00000000e+00   
1421    1.35098338e-03   2.30553815e+00   8.05369785e-01   0.00000000e+00   
1422    1.35100221e-03   2.30542807e+00   8.05299648e-01   0.00000000e+00   
1423    1.35101731e-03   2.30535898e+00   8.05243413e-01   0.00000000e+00   
1424    1.35103240e-03   2.30530485e+00   8.05187170e-01   0.00000000e+00   
1425    1.35104750e-03   2.30526192e+00   8.05130920e-01   0.00000000e+00   
1426    1.35106259e-03   2.30522690e+00   8.05074663e-01   0.00000000e+00   
1427    1.35107769e-03   2.30519700e+00   8.05018399e-01   0.00000000e+00   
1428    1.35109278e-03   2.30516991e+00   8.04962127e-01   0.00000000e+00   
1429    1.35110788e-03   2.30514376e+00   8.04905848e-01   0.00000000e+00   
1430    1.35112297e-03   2.30511713e+00   8.04849562e-01   0.00000000e+00   
1431    1.35113807e-03   2.30508895e+00   8.04793269e-01   0.00000000e+00   
1432    1.35115317e-03   2.30505848e+00   8.04736969e-01   0.00000000e+00   
1433    1.35116826e-03   2.30502524e+00   8.04680661e-01   0.00000000e+00   
1434    1.35119845e-03   2.30494694e+00   8.04568024e-01   0.00000000e+00   
1435    1.35125883e-03   2.30475442e+00   8.04342662e-01   0.00000000e+00   
1436    1.35130660e-03   2.30458696e+00   8.04164280e-01   0.00000000e+00   
1437    1.35135438e-03   2.30441073e+00   8.03985825e-01   0.00000000e+00   
1438    1.35140215e-03   2.30423035e+00   8.03807298e-01   0.00000000e+00   
1439    1.35144992e-03   2.30404863e+00   8.03628699e-01   0.00000000e+00   
1440    1.35149769e-03   2.30386703e+00   8.03450027e-01   0.00000000e+00   
1441    1.35159324e-03   2.30350641e+00   8.03092466e-01   0.00000000e+00   
1442    1.35178433e-03   2.30278946e+00   8.02376476e-01   0.00000000e+00   
1443    1.35216651e-03   2.30135484e+00   8.00941027e-01   0.00000000e+00   
1444    1.35254868e-03   2.29991593e+00   7.99500959e-01   0.00000000e+00   
1445    1.35331304e-03   2.29702371e+00   7.96607002e-01   0.00000000e+00   
1446    1.35484175e-03   2.29118414e+00   7.90764034e-01   0.00000000e+00   
1447    1.35789918e-03   2.27928662e+00   7.78859779e-01   0.00000000e+00   
1448    1.36401403e-03   2.25463362e+00   7.54193507e-01   0.00000000e+00   
1449    1.37401403e-03   2.21193642e+00   7.11473744e-01   0.00000000e+00   
1450    1.38401403e-03   2.16643523e+00   6.65946118e-01   0.00000000e+00   
1451    1.39401403e-03   2.11830436e+00   6.17790308e-01   0.00000000e+00   
1452    1.40000000e-03   2.08831778e+00   5.87785252e-01   0.00000000e+00   
1453    1.40000050e-03   2.08831528e+00   5.87782711e-01   5.00000000e-03   
1454    1.40000083e-03   2.08831365e+00   5.87781056e-01   8.25423828e-03   
1455    1.40000115e-03   2.08831203e+00   5.87779402e-01   1.15084766e-02   
1456    1.40000148e-03   2.08831041e+00   5.87777748e-01   1.47627148e-02   
1457    1.40000180e-03   2.08830880e+00   5.87776094e-01   1.80169531e-02   
1458    1.40000213e-03   2.08830721e+00   5.87774440e-01   2.12711914e-02   
1459    1.40000239e-03   2.08830595e+00   5.87773122e-01   2.38637460e-02   
1460    1.40000265e-03   2.08830471e+00   5.87771804e-01   2.64563006e-02   
1461    1.40000290e-03   2.08830349e+00   5.87770486e-01   2.90488552e-02   
1462    1.40000316e-03   2.08830229e+00   5.87769168e-01   3.16414099e-02   
1463    1.40000342e-03   2.08830113e+00   5.87767850e-01   3.42339645e-02   
1464    1.40000368e-03   2.08829999e+00   5.87766532e-01   3.68265191e-02   
1465    1.40000394e-03   2.08829890e+00   5.87765215e-01   3.94190737e-02   
1466    1.40000420e-03   2.08829786e+00   5.87763897e-01   4.20116283e-02   
1467    1.40000446e-03   2.08829687e+00   5.87762579e-01   4.46041829e-02   
1468    1.40000472e-03   2.08829595e+00   5.87761261e-01   4.71967376e-02   
1469    1.40000498e-03   2.08829510e+00   5.87759943e-01   4.97892922e-02   
1470    1.40000524e-03   2.08829433e+00   5.87758625e-01   5.23818468e-02   
1471    1.40000550e-03   2.08829366e+00   5.87757307e-01   5.49744014e-02   
1472    1.40000576e-03   2.08829309e+00   5.87755989e-01   5.75669560e-02   
1473    1.40000602e-03   2.08829263e+00   5.87754672e-01   6.01595106e-02   
1474    1.40000628e-03   2.08829231e+00   5.87753354e-01   6.27520652e-02   
1475    1.40000679e-03   2.08829228e+00   5.87750718e-01   6.79371745e-02   
1476    1.40000731e-03   2.08829299e+00   5.87748082e-01   7.31222837e-02   
1477    1.40000783e-03   2.08829457e+00   5.87745446e-01   7.83073929e-02   
1478    1.40000835e-03   2.08829715e+00   5.87742811e-01   8.34925022e-02   
1479    1.40000887e-03   2.08830088e+00   5.87740175e-01   8.86776114e-02   
1480    1.40000939e-03   2.08830592e+00   5.87737539e-01   9.38627206e-02   
1481    1.40000990e-03   2.08831243e+00   5.87734903e-01   9.90478299e-02   
1482    1.40001042e-03   2.08832057e+00   5.87732267e-01   1.04232939e-01   
1483    1.40001094e-03   2.08833053e+00   5.87729631e-01   1.09418048e-01   
1484    1.40001146e-03   2.08834248e+00   5.87726996e-01   1.14603158e-01   
1485    1.40001250e-03   2.08837590e+00   5.87721724e-01   1.24973376e-01   
1486    1.40001353e-03   2.08842046e+00   5.87716452e-01   1.35343594e-01   
1487    1.40001457e-03   2.08847780e+00   5.87711181e-01   1.45713813e-01   
1488    1.40001561e-03   2.08854965e+00   5.87705909e-01   1.56084031e-01   
1489    1.40001665e-03   2.08863774e+00   5.87700637e-01   1.66454250e-01   
1490    1.40001768e-03   2.08874383e+00   5.87695365e-01   1.76824468e-01   
1491    1.40001872e-03   2.08886970e+00   5.87690093e-01   1.87194687e-01   
1492    1.40001976e-03   2.08901711e+00   5.87684821e-01   1.97564905e-01   
1493    1.40002079e-03   2.08918785e+00   5.87679550e-01   2.07935124e-01   
1494    1.40002287e-03   2.08963666e+00   5.87669006e-01   2.28675561e-01   
1495    1.40002494e-03   2.09020659e+00   5.87658462e-01   2.49415998e-01   
1496    1.40002702e-03   2.09091104e+00   5.87647918e-01   2.70156435e-01   
1497    1.40002909e-03   2.09176302e+00   5.87637374e-01   2.90896871e-01   
1498    1.40003116e-03   2.09277510e+00   5.87626829e-01   3.11637308e-01   
1499    1.40003324e-03   2.09395940e+00   5.87616285e-01   3.32377745e-01   
1500    1.40003531e-03   2.09532753e+00   5.87605741e-01   3.53118182e-01   
1501    1.40003946e-03   2.09888411e+00   5.87584651e-01   3.94599056e-01   
1502    1.40004361e-03   2.10333789e+00   5.87563562e-01   4.36079930e-01   
1503    1.40004776e-03   2.10875769e+00   5.87542472e-01   4.77560804e-01   
1504    1.40005190e-03   2.11520438e+00   5.87521382e-01   5.19041678e-01   
1505    1.40005605e-03   2.12273103e+00   5.87500291e-01   5.60522551e-01   
1506    1.40006435e-03   2.14241346e+00   5.87458108e-01   6.43484299e-01   
1507    1.40007264e-03   2.16692923e+00   5.87415924e-01   7.26446047e-01   
1508    1.40008094e-03   2.19638861e+00   5.87373738e-01   8.09407795e-01   
1509    1.40008924e-03   2.23081922e+00   5.87331550e-01   8.92369542e-01   
1510    1.40009753e-03   2.27017702e+00   5.87289361e-01   9.75331290e-01   
1511    1.40010000e-03   2.28231404e+00   5.87276816e-01   1.00000000e-00   
1512    1.40010830e-03   2.32750286e+00   5.87234625e-01   1.00000000e+00   
1513    1.40011700e-03   2.37872093e+00   5.87190375e-01   1.00000000e+00   
1514    1.40012570e-03   2.43265500e+00   5.87146123e-01   1.00000000e+00   
1515    1.40013440e-03   2.48820964e+00   5.87101870e-01   1.00000000e+00   
1516    1.40014310e-03   2.54437358e+00   5.87057614e-01   1.00000000e+00   
1517    1.40015180e-03   2.60024908e+00   5.87013357e-01   1.00000000e+00   
1518    1.40016050e-03   2.65506147e+00   5.86969099e-01   1.00000000e+00   
1519    1.40016920e-03   2.70815907e+00   5.86924838e-01   1.00000000e+00   
1520    1.40017790e-03   2.75900823e+00   5.86880576e-01   1.00000000e+00   
1521    1.40018660e-03   2.80718572e+00   5.86836312e-01   1.00000000e+00   
1522    1.40020400e-03   2.89093792e+00   5.86747779e-01   1.00000000e+00   
1523    1.40022140e-03   2.96133835e+00   5.86659238e-01   1.00000000e+00   
1524    1.40023881e-03   3.01852211e+00   5.86570691e-01   1.00000000e+00   
1525    1.40025621e-03   3.06325706e+00   5.86482137e-01   1.00000000e+00   
1526    1.40027361e-03   3.09672940e+00   5.86393575e-01   1.00000000e+00   
1527    1.40029101e-03   3.12036731e+00   5.86305007e-01   1.00000000e+00   
1528    1.40030426e-03   3.13333936e+00   5.86237554e-01   1.00000000e+00   
1529    1.40031583e-03   3.14128764e+00   5.86178677e-01   1.00000000e+00   
1530    1.40032504e-03   3.14570749e+00   5.86131795e-01   1.00000000e+00   
1531    1.40033265e-03   3.14818557e+00   5.86093022e-01   1.00000000e+00   
1532    1.40033672e-03   3.14919179e+00   5.86072339e-01   1.00000000e+00   
1533    1.40033892e-03   3.14964686e+00   5.86061147e-01   1.00000000e+00   
1534    1.40034016e-03   3.14987684e+00   5.86054796e-01   1.00000000e+00   
1535    1.40034141e-03   3.15007914e+00   5.86048446e-01   1.00000000e+00   
1536    1.40034266e-03   3.15025431e+00   5.86042095e-01   1.00000000e+00   
1537    1.40034515e-03   3.15050045e+00   5.86029394e-01   1.00000000e+00   
1538    1.40034765e-03   3.15064668e+00   5.86016693e-01   1.00000000e+00   
1539    1.40035014e-03   3.15069721e+00   5.86003991e-01   1.00000000e+00   
1540    1.40035264e-03   3.15065623e+00   5.85991290e-01   1.00000000e+00   
1541    1.40035480e-03   3.15055447e+00   5.85980269e-01   1.00000000e+00   
1542    1.40035642e-03   3.15044212e+00   5.85972008e-01   1.00000000e+00   
1543    1.40035805e-03   3.15029480e+00   5.85963746e-01   1.00000000e+00   
1544    1.40036129e-03   3.14986901e+00   5.85947224e-01   1.00000000e+00   
1545    1.40036454e-03   3.14932057e+00   5.85930700e-01   1.00000000e+00   
1546    1.40036778e-03   3.14865778e+00   5.85914177e-01   1.00000000e+00   
1547    1.40037103e-03   3.14788873e+00   5.85897654e-01   1.00000000e+00   
1548    1.40037427e-03   3.14702128e+00   5.85881130e-01   1.00000000e+00   
1549    1.40037752e-03   3.14606306e+00   5.85864606e-01   1.00000000e+00   
1550    1.40038401e-03   3.14384089e+00   5.85831557e-01   1.00000000e+00   
1551    1.40039050e-03   3.14136654e+00   5.85798507e-01   1.00000000e+00   
1552    1.40039699e-03   3.13868965e+00   5.85765456e-01   1.00000000e+00   
1553    1.40040348e-03   3.13585607e+00   5.85732404e-01   1.00000000e+00   
1554    1.40040997e-03   3.13290780e+00   5.85699352e-01   1.00000000e+00   
1555    1.40041646e-03   3.12988310e+00   5.85666298e-01   1.00000000e+00   
1556    1.40042295e-03   3.12681659e+00   5.85633243e-01   1.00000000e+00   
1557    1.40042944e-03   3.12373932e+00   5.85600188e-01   1.00000000e+00   
1558    1.40043593e-03   3.12067894e+00   5.85567131e-01   1.00000000e+00   
1559    1.40044242e-03   3.11765985e+00   5.85534073e-01   1.00000000e+00   
1560    1.40045540e-03   3.11193479e+00   5.85467955e-01   1.00000000e+00   
1561    1.40046838e-03   3.10662942e+00   5.85401833e-01   1.00000000e+00   
1562    1.40048136e-03   3.10181445e+00   5.85335707e-01   1.00000000e+00   
1563    1.40049434e-03   3.09753034e+00   5.85269577e-01   1.00000000e+00   
1564    1.40052030e-03   3.09107997e+00   5.85137306e-01   1.00000000e+00   
1565    1.40054627e-03   3.08654009e+00   5.85005019e-01   1.00000000e+00   
1566    1.40056807e-03   3.08389424e+00   5.84893901e-01   1.00000000e+00   
1567    1.40058479e-03   3.08245941e+00   5.84808678e-01   1.00000000e+00   
1568    1.40059837e-03   3.08163466e+00   5.84739450e-01   1.00000000e+00   
1569    1.40060937e-03   3.08116281e+00   5.84683374e-01   1.00000000e+00   
1570    1.40061851e-03   3.08089072e+00   5.84636786e-01   1.00000000e+00   
1571    1.40062601e-03   3.08073991e+00   5.84598578e-01   1.00000000e+00   
1572    1.40063203e-03   3.08066117e+00   5.84567867e-01   1.00000000e+00   
1573    1.40063653e-03   3.08062436e+00   5.84544944e-01   1.00000000e+00   
1574    1.40063999e-03   3.08060825e+00   5.84527286e-01   1.00000000e+00   
1575    1.40064346e-03   3.08060364e+00   5.84509628e-01   1.00000000e+00   
1576    1.40064692e-03   3.08060979e+00   5.84491969e-01   1.00000000e+00   
1577    1.40065039e-03   3.08062596e+00   5.84474310e-01   1.00000000e+00   
1578    1.40065385e-03   3.08065146e+00   5.84456651e-01   1.00000000e+00   
1579    1.40065731e-03   3.08068560e+00   5.84438992e-01   1.00000000e+00   
1580    1.40066078e-03   3.08072772e+00   5.84421332e-01   1.00000000e+00   
1581    1.40066424e-03   3.08077716e+00   5.84403672e-01   1.00000000e+00   
1582    1.40066770e-03   3.08083330e+00   5.84386012e-01   1.00000000e+00   
1583    1.40067117e-03   3.08089554e+00   5.84368352e-01   1.00000000e+00   
1584    1.40067810e-03   3.08103991e+00   5.84333030e-01   1.00000000e+00   
1585    1.40068502e-03   3.08120002e+00   5.84297707e-01   1.00000000e+00   
