Index        TIME         {V(24,6)+6.0}     {V(26)+6.0}    {V(13,19)+6.0}     {V(24)+6.0}      {V(6)+6.0}       {V(26)+6.0}      {V(13)+6.0}      {V(19)+6.0}
164     6.74876500e-07   6.22614417e+00   8.43825000e+00   6.00020000e+00   7.22353042e+00   6.99738625e+00   8.43825000e+00   6.00010000e+00   5.99990000e+00   
165     6.74957500e-07   6.22598001e+00   8.47875000e+00   6.00020000e+00   7.22368639e+00   6.99770638e+00   8.47875000e+00   6.00010000e+00   5.99990000e+00   
166     6.75119500e-07   6.22563342e+00   8.55975000e+00   6.00020000e+00   7.22409099e+00   6.99845757e+00   8.55975000e+00   6.00010000e+00   5.99990000e+00   
167     6.75249844e-07   6.22532598e+00   8.62492198e+00   6.00020000e+00   7.22450634e+00   6.99918036e+00   8.62492198e+00   6.00010000e+00   5.99990000e+00   
168     6.75380188e-07   6.22468245e+00   8.69009397e+00   6.00020000e+00   7.22473351e+00   7.00005105e+00   8.69009397e+00   6.00010000e+00   5.99990000e+00   
169     6.75497498e-07   6.22400023e+00   8.74874875e+00   6.00020000e+00   7.22496432e+00   7.00096409e+00   8.74874875e+00   6.00010000e+00   5.99990000e+00   
170     6.75614807e-07   6.22351648e+00   8.80740354e+00   6.00020000e+00   7.22551732e+00   7.00200084e+00   8.80740354e+00   6.00010000e+00   5.99990000e+00   
171     6.75732117e-07   6.22290814e+00   8.86605832e+00   6.00020000e+00   7.22606423e+00   7.00315609e+00   8.86605832e+00   6.00010000e+00   5.99990000e+00   
172     6.75849426e-07   6.22222934e+00   8.92471311e+00   6.00020000e+00   7.22665073e+00   7.00442140e+00   8.92471311e+00   6.00010000e+00   5.99990000e+00   
173     6.75966736e-07   6.22148966e+00   8.98336790e+00   6.00020000e+00   7.22728184e+00   7.00579218e+00   8.98336790e+00   6.00010000e+00   5.99990000e+00   
174     6.76201355e-07   6.21990649e+00   9.10067747e+00   6.00020000e+00   7.22866225e+00   7.00875577e+00   9.10067747e+00   6.00010000e+00   5.99990000e+00   
175     6.76412512e-07   6.21832668e+00   9.20625608e+00   6.00020000e+00   7.23017855e+00   7.01185187e+00   9.20625608e+00   6.00010000e+00   5.99990000e+00   
176     6.76623669e-07   6.21673528e+00   9.31183469e+00   6.00020000e+00   7.23191417e+00   7.01517888e+00   9.31183469e+00   6.00010000e+00   5.99990000e+00   
177     6.76834827e-07   6.21518931e+00   9.41741331e+00   6.00020000e+00   7.23388159e+00   7.01869229e+00   9.41741331e+00   6.00010000e+00   5.99990000e+00   
178     6.77257141e-07   6.21238603e+00   9.62857054e+00   6.00020000e+00   7.23836317e+00   7.02597714e+00   9.62857054e+00   6.00010000e+00   5.99990000e+00   
179     6.77633542e-07   6.21069681e+00   9.81677077e+00   6.00020000e+00   7.24345773e+00   7.03276091e+00   9.81677077e+00   6.00010000e+00   5.99990000e+00   
180     6.78009942e-07   6.20986003e+00   1.00049710e+01   6.00020000e+00   7.24924284e+00   7.03938281e+00   1.00049710e+01   6.00010000e+00   5.99990000e+00   
181     6.78386342e-07   6.21001104e+00   1.01931712e+01   6.00020000e+00   7.25563264e+00   7.04562160e+00   1.01931712e+01   6.00010000e+00   5.99990000e+00   
182     6.79139143e-07   6.21294869e+00   1.05695717e+01   6.00020000e+00   7.26945137e+00   7.05650268e+00   1.05695717e+01   6.00010000e+00   5.99990000e+00   
183     6.79891944e-07   6.21819510e+00   1.09459722e+01   6.00020000e+00   7.28243134e+00   7.06423623e+00   1.09459722e+01   6.00010000e+00   5.99990000e+00   
184     6.80000000e-07   6.21897765e+00   1.10000000e+01   6.00020000e+00   7.28404822e+00   7.06507056e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
185     6.80108056e-07   6.22064943e+00   1.10000000e+01   6.00020000e+00   7.28627966e+00   7.06563023e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
186     6.80121563e-07   6.22086188e+00   1.10000000e+01   6.00020000e+00   7.28656058e+00   7.06569871e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
187     6.80148576e-07   6.22129458e+00   1.10000000e+01   6.00020000e+00   7.28712435e+00   7.06582977e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
188     6.80202604e-07   6.22218921e+00   1.10000000e+01   6.00020000e+00   7.28825781e+00   7.06606861e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
189     6.80310660e-07   6.22409099e+00   1.10000000e+01   6.00020000e+00   7.29054643e+00   7.06645543e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
190     6.80526771e-07   6.22831602e+00   1.10000000e+01   6.00020000e+00   7.29519769e+00   7.06688167e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
191     6.80742882e-07   6.23293808e+00   1.10000000e+01   6.00020000e+00   7.29991243e+00   7.06697436e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
192     6.81175105e-07   6.24363037e+00   1.10000000e+01   6.00020000e+00   7.30954439e+00   7.06591402e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
193     6.81607328e-07   6.25567559e+00   1.10000000e+01   6.00020000e+00   7.31934837e+00   7.06367279e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
194     6.82471773e-07   6.28486583e+00   1.10000000e+01   6.00020000e+00   7.33964245e+00   7.05477662e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
195     6.83336218e-07   6.31916552e+00   1.10000000e+01   6.00020000e+00   7.36074294e+00   7.04157741e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
196     6.84200663e-07   6.35878495e+00   1.10000000e+01   6.00020000e+00   7.38283775e+00   7.02405280e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
197     6.85929553e-07   6.45157304e+00   1.10000000e+01   6.00020000e+00   7.42989073e+00   6.97831769e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
198     6.87658443e-07   6.56772952e+00   1.10000000e+01   6.00020000e+00   7.48195689e+00   6.91422737e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
199     6.89387333e-07   6.70964430e+00   1.10000000e+01   6.00020000e+00   7.53865273e+00   6.82900843e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
200     6.90280340e-07   6.79648568e+00   1.10000000e+01   6.00020000e+00   7.56942706e+00   6.77294138e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
201     6.91173346e-07   6.88956180e+00   1.10000000e+01   6.00020000e+00   7.59960036e+00   6.71003856e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
202     6.91921863e-07   6.97213151e+00   1.10000000e+01   6.00020000e+00   7.62452867e+00   6.65239717e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
203     6.92670379e-07   7.05940667e+00   1.10000000e+01   6.00020000e+00   7.64917637e+00   6.58976970e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
204     6.93418896e-07   7.15149721e+00   1.10000000e+01   6.00020000e+00   7.67360823e+00   6.52211102e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
205     6.94915930e-07   7.33758472e+00   1.10000000e+01   6.00020000e+00   7.72177963e+00   6.38419491e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
206     6.95867466e-07   7.44586631e+00   1.10000000e+01   6.00020000e+00   7.75166434e+00   6.30579802e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
207     6.96723849e-07   7.53009316e+00   1.10000000e+01   6.00020000e+00   7.77832224e+00   6.24822908e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
208     6.97450093e-07   7.59216862e+00   1.10000000e+01   6.00020000e+00   7.80085646e+00   6.20868784e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
209     6.98103713e-07   7.64136527e+00   1.10000000e+01   6.00020000e+00   7.82112829e+00   6.17976302e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
210     6.98757333e-07   7.68505213e+00   1.10000000e+01   6.00020000e+00   7.84142158e+00   6.15636945e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
211     6.99410953e-07   7.72431020e+00   1.10000000e+01   6.00020000e+00   7.86174907e+00   6.13743887e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
212     7.00718193e-07   7.79472181e+00   1.10000000e+01   6.00020000e+00   7.90248020e+00   6.10775839e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
213     7.01424459e-07   7.82727574e+00   1.10000000e+01   6.00020000e+00   7.92452112e+00   6.09724538e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
214     7.02130725e-07   7.85806118e+00   1.10000000e+01   6.00020000e+00   7.94654212e+00   6.08848093e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
215     7.02836990e-07   7.88737583e+00   1.10000000e+01   6.00020000e+00   7.96851330e+00   6.08113748e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
216     7.04249522e-07   7.94315596e+00   1.10000000e+01   6.00020000e+00   8.01225861e+00   6.06910266e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
217     7.05188693e-07   7.97746511e+00   1.10000000e+01   6.00020000e+00   8.04102159e+00   6.06355648e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
218     7.06033946e-07   8.00736083e+00   1.10000000e+01   6.00020000e+00   8.06668196e+00   6.05932114e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
219     7.06879199e-07   8.03638559e+00   1.10000000e+01   6.00020000e+00   8.09208914e+00   6.05570355e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
220     7.07724453e-07   8.06463354e+00   1.10000000e+01   6.00020000e+00   8.11722201e+00   6.05258847e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
221     7.09414959e-07   8.11950149e+00   1.10000000e+01   6.00020000e+00   8.16680937e+00   6.04730788e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
222     7.10563472e-07   8.15497487e+00   1.10000000e+01   6.00020000e+00   8.19959857e+00   6.04462370e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
223     7.11711985e-07   8.18952484e+00   1.10000000e+01   6.00020000e+00   8.23181603e+00   6.04229119e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
224     7.12860498e-07   8.22322556e+00   1.10000000e+01   6.00020000e+00   8.26347707e+00   6.04025151e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
225     7.15157523e-07   8.28884200e+00   1.10000000e+01   6.00020000e+00   8.32559554e+00   6.03675354e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
226     7.16249426e-07   8.31884609e+00   1.10000000e+01   6.00020000e+00   8.35427733e+00   6.03543124e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
227     7.16995372e-07   8.33909297e+00   1.10000000e+01   6.00020000e+00   8.37368426e+00   6.03459129e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
228     7.17741318e-07   8.35910572e+00   1.10000000e+01   6.00020000e+00   8.39291523e+00   6.03380951e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
229     7.18487264e-07   8.37890085e+00   1.10000000e+01   6.00020000e+00   8.41198205e+00   6.03308120e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
230     7.19979155e-07   8.41803047e+00   1.10000000e+01   6.00020000e+00   8.44977377e+00   6.03174330e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
231     7.21083199e-07   8.44638487e+00   1.10000000e+01   6.00020000e+00   8.47728119e+00   6.03089633e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
232     7.22187243e-07   8.47442930e+00   1.10000000e+01   6.00020000e+00   8.50455463e+00   6.03012533e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
233     7.23291286e-07   8.50220613e+00   1.10000000e+01   6.00020000e+00   8.53162964e+00   6.02942351e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
234     7.25499374e-07   8.55725748e+00   1.10000000e+01   6.00020000e+00   8.58542686e+00   6.02816937e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
235     7.27039911e-07   8.59512278e+00   1.10000000e+01   6.00020000e+00   8.62257151e+00   6.02744873e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
236     7.28426394e-07   8.62903169e+00   1.10000000e+01   6.00020000e+00   8.65589259e+00   6.02686090e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
237     7.29812878e-07   8.66281884e+00   1.10000000e+01   6.00020000e+00   8.68914453e+00   6.02632569e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
238     7.31199361e-07   8.69652597e+00   1.10000000e+01   6.00020000e+00   8.72236137e+00   6.02583540e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
239     7.33972328e-07   8.76387139e+00   1.10000000e+01   6.00020000e+00   8.78881964e+00   6.02494826e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
240     7.36060155e-07   8.81456345e+00   1.10000000e+01   6.00020000e+00   8.83894047e+00   6.02437702e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
241     7.38147982e-07   8.86536959e+00   1.10000000e+01   6.00020000e+00   8.88921913e+00   6.02384954e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
242     7.40235810e-07   8.91628210e+00   1.10000000e+01   6.00020000e+00   8.93964174e+00   6.02335964e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
243     7.44411464e-07   9.01704841e+00   1.10000000e+01   6.00020000e+00   9.03951457e+00   6.02246615e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
244     7.47784709e-07   9.09612204e+00   1.10000000e+01   6.00020000e+00   9.11793936e+00   6.02181732e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
245     7.51157954e-07   9.17272279e+00   1.10000000e+01   6.00020000e+00   9.19393171e+00   6.02120892e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
246     7.54531200e-07   9.24779102e+00   1.10000000e+01   6.00020000e+00   9.26842372e+00   6.02063271e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
247     7.57299550e-07   9.30879604e+00   1.10000000e+01   6.00020000e+00   9.32898416e+00   6.02018812e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
248     7.59748084e-07   9.36245442e+00   1.10000000e+01   6.00020000e+00   9.38227313e+00   6.01981871e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
249     7.61951764e-07   9.41057713e+00   1.10000000e+01   6.00020000e+00   9.43008326e+00   6.01950613e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
250     7.64155444e-07   9.45856586e+00   1.10000000e+01   6.00020000e+00   9.47777837e+00   6.01921251e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
251     7.66359124e-07   9.50644021e+00   1.10000000e+01   6.00020000e+00   9.52537754e+00   6.01893732e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
252     7.70766485e-07   9.60199199e+00   1.10000000e+01   6.00020000e+00   9.62042707e+00   6.01843507e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
253     7.75173845e-07   9.69713856e+00   1.10000000e+01   6.00020000e+00   9.71513220e+00   6.01799364e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
254     7.79581206e-07   9.79217220e+00   1.10000000e+01   6.00020000e+00   9.80975944e+00   6.01758724e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
255     7.83988566e-07   9.88719378e+00   1.10000000e+01   6.00020000e+00   9.90440153e+00   6.01720776e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
256     7.92803287e-07   1.00774487e+01   1.10000000e+01   6.00020000e+00   1.00939594e+01   6.01651063e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
257     7.98838126e-07   1.02078914e+01   1.10000000e+01   6.00020000e+00   1.02239516e+01   6.01606029e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
258     8.03757226e-07   1.03143191e+01   1.10000000e+01   6.00020000e+00   1.03300277e+01   6.01570864e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
259     8.08676327e-07   1.04208293e+01   1.10000000e+01   6.00020000e+00   1.04362006e+01   6.01537130e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
260     8.13103517e-07   1.05167393e+01   1.10000000e+01   6.00020000e+00   1.05318196e+01   6.01508028e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
261     8.14589274e-07   1.05488227e+01   1.10000000e+01   6.00020000e+00   1.05638040e+01   6.01498128e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
262     8.15462619e-07   1.05674485e+01   1.10000000e+01   6.00020000e+00   1.05823667e+01   6.01491814e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
263     8.16335963e-07   1.05857260e+01   1.10000000e+01   6.00020000e+00   1.06005740e+01   6.01484799e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
264     8.17121973e-07   1.06018297e+01   1.10000000e+01   6.00020000e+00   1.06166089e+01   6.01477926e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
265     8.17907983e-07   1.06175444e+01   1.10000000e+01   6.00020000e+00   1.06322503e+01   6.01470591e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
266     8.18693993e-07   1.06328314e+01   1.10000000e+01   6.00020000e+00   1.06474603e+01   6.01462896e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
267     8.20266013e-07   1.06622341e+01   1.10000000e+01   6.00020000e+00   1.06767028e+01   6.01446864e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
268     8.21680831e-07   1.06864541e+01   1.10000000e+01   6.00020000e+00   1.07007764e+01   6.01432237e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
269     8.23095649e-07   1.07090331e+01   1.10000000e+01   6.00020000e+00   1.07232140e+01   6.01418095e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
270     8.24510467e-07   1.07299706e+01   1.10000000e+01   6.00020000e+00   1.07440179e+01   6.01404728e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
271     8.27340103e-07   1.07679681e+01   1.10000000e+01   6.00020000e+00   1.07817725e+01   6.01380437e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
272     8.29060302e-07   1.07873571e+01   1.10000000e+01   6.00020000e+00   1.08010455e+01   6.01368843e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
273     8.30780502e-07   1.08048297e+01   1.10000000e+01   6.00020000e+00   1.08184233e+01   6.01359355e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
274     8.32500702e-07   1.08205591e+01   1.10000000e+01   6.00020000e+00   1.08340778e+01   6.01351875e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
275     8.35941102e-07   1.08483756e+01   1.10000000e+01   6.00020000e+00   1.08617867e+01   6.01341110e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
276     8.38151035e-07   1.08626206e+01   1.10000000e+01   6.00020000e+00   1.08760074e+01   6.01338676e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
277     8.40360969e-07   1.08752176e+01   1.10000000e+01   6.00020000e+00   1.08885999e+01   6.01338233e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
278     8.42570903e-07   1.08863982e+01   1.10000000e+01   6.00020000e+00   1.08997919e+01   6.01339369e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
279     8.46990771e-07   1.09059691e+01   1.10000000e+01   6.00020000e+00   1.09194130e+01   6.01344389e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
280     8.51410638e-07   1.09203664e+01   1.10000000e+01   6.00020000e+00   1.09339012e+01   6.01353479e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
281     8.55388519e-07   1.09312488e+01   1.10000000e+01   6.00020000e+00   1.09448753e+01   6.01362657e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
282     8.59366400e-07   1.09404038e+01   1.10000000e+01   6.00020000e+00   1.09541292e+01   6.01372540e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
283     8.63344281e-07   1.09481080e+01   1.10000000e+01   6.00020000e+00   1.09619384e+01   6.01383039e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
284     8.71300043e-07   1.09607390e+01   1.10000000e+01   6.00020000e+00   1.09748090e+01   6.01407005e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
285     8.76930892e-07   1.09666202e+01   1.10000000e+01   6.00020000e+00   1.09808692e+01   6.01424898e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
286     8.81389275e-07   1.09704444e+01   1.10000000e+01   6.00020000e+00   1.09848218e+01   6.01437741e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
287     8.85847658e-07   1.09735718e+01   1.10000000e+01   6.00020000e+00   1.09880611e+01   6.01448932e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
288     8.89705283e-07   1.09758332e+01   1.10000000e+01   6.00020000e+00   1.09904075e+01   6.01457425e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
289     8.93562909e-07   1.09777188e+01   1.10000000e+01   6.00020000e+00   1.09923671e+01   6.01464834e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
290     8.97420535e-07   1.09792878e+01   1.10000000e+01   6.00020000e+00   1.09940005e+01   6.01471274e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
291     9.05135787e-07   1.09818341e+01   1.10000000e+01   6.00020000e+00   1.09966560e+01   6.01482195e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
292     9.10779643e-07   1.09830060e+01   1.10000000e+01   6.00020000e+00   1.09978831e+01   6.01487705e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
293     9.16423500e-07   1.09838969e+01   1.10000000e+01   6.00020000e+00   1.09988172e+01   6.01492033e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
294     9.22067357e-07   1.09845684e+01   1.10000000e+01   6.00020000e+00   1.09995220e+01   6.01495357e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
295     9.33355071e-07   1.09855404e+01   1.10000000e+01   6.00020000e+00   1.10005415e+01   6.01500111e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
296     9.44642785e-07   1.09859096e+01   1.10000000e+01   6.00020000e+00   1.10009234e+01   6.01501378e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
297     9.55930498e-07   1.09860901e+01   1.10000000e+01   6.00020000e+00   1.10011018e+01   6.01501169e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
298     9.78505926e-07   1.09859778e+01   1.10000000e+01   6.00020000e+00   1.10009407e+01   6.01496284e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
299     9.80000000e-07   1.09859681e+01   1.10000000e+01   6.00020000e+00   1.10009273e+01   6.01495923e+00   1.10000000e+01   6.00010000e+00   5.99990000e+00   
300     9.80050000e-07   1.09862691e+01   1.09750000e+01   6.00020000e+00   1.10012051e+01   6.01493597e+00   1.09750000e+01   6.00010000e+00   5.99990000e+00   
301     9.80056250e-07   1.09863073e+01   1.09718750e+01   6.00020000e+00   1.10012405e+01   6.01493322e+00   1.09718750e+01   6.00010000e+00   5.99990000e+00   
302     9.80068750e-07   1.09863837e+01   1.09656250e+01   6.00020000e+00   1.10013116e+01   6.01492790e+00   1.09656250e+01   6.00010000e+00   5.99990000e+00   
303     9.80081250e-07   1.09864598e+01   1.09593750e+01   6.00020000e+00   1.10013825e+01   6.01492270e+00   1.09593750e+01   6.00010000e+00   5.99990000e+00   
304     9.80106250e-07   1.09866113e+01   1.09468750e+01   6.00020000e+00   1.10015240e+01   6.01491270e+00   1.09468750e+01   6.00010000e+00   5.99990000e+00   
305     9.80156250e-07   1.09869108e+01   1.09218750e+01   6.00020000e+00   1.10018049e+01   6.01489412e+00   1.09218750e+01   6.00010000e+00   5.99990000e+00   
306     9.80256250e-07   1.09874981e+01   1.08718750e+01   6.00020000e+00   1.10023593e+01   6.01486116e+00   1.08718750e+01   6.00010000e+00   5.99990000e+00   
307     9.80356250e-07   1.09880748e+01   1.08218750e+01   6.00020000e+00   1.10029062e+01   6.01483141e+00   1.08218750e+01   6.00010000e+00   5.99990000e+00   
308     9.80456250e-07   1.09886417e+01   1.07718750e+01   6.00020000e+00   1.10034458e+01   6.01480413e+00   1.07718750e+01   6.00010000e+00   5.99990000e+00   
309     9.80656250e-07   1.09897540e+01   1.06718750e+01   6.00020000e+00   1.10045079e+01   6.01475388e+00   1.06718750e+01   6.00010000e+00   5.99990000e+00   
310     9.80772340e-07   1.09903794e+01   1.06138302e+01   6.00020000e+00   1.10051077e+01   6.01472826e+00   1.06138302e+01   6.00010000e+00   5.99990000e+00   
311     9.80888429e-07   1.09909940e+01   1.05557855e+01   6.00020000e+00   1.10056979e+01   6.01470395e+00   1.05557855e+01   6.00010000e+00   5.99990000e+00   
312     9.81004519e-07   1.09915980e+01   1.04977407e+01   6.00020000e+00   1.10062787e+01   6.01468076e+00   1.04977407e+01   6.00010000e+00   5.99990000e+00   
313     9.81236698e-07   1.09927818e+01   1.03816512e+01   6.00020000e+00   1.10074184e+01   6.01463659e+00   1.03816512e+01   6.00010000e+00   5.99990000e+00   
314     9.81468877e-07   1.09939094e+01   1.02655616e+01   6.00020000e+00   1.10085062e+01   6.01459681e+00   1.02655616e+01   6.00010000e+00   5.99990000e+00   
315     9.81701056e-07   1.09949991e+01   1.01494721e+01   6.00020000e+00   1.10095585e+01   6.01455936e+00   1.01494721e+01   6.00010000e+00   5.99990000e+00   
316     9.81933235e-07   1.09960518e+01   1.00333825e+01   6.00020000e+00   1.10105757e+01   6.01452391e+00   1.00333825e+01   6.00010000e+00   5.99990000e+00   
317     9.82397593e-07   1.09980721e+01   9.80120345e+00   6.00020000e+00   1.10125289e+01   6.01445682e+00   9.80120345e+00   6.00010000e+00   5.99990000e+00   
318     9.82861951e-07   1.09998974e+01   9.56902437e+00   6.00020000e+00   1.10142945e+01   6.01439717e+00   9.56902437e+00   6.00010000e+00   5.99990000e+00   
319     9.83326309e-07   1.10015923e+01   9.33684530e+00   6.00020000e+00   1.10159331e+01   6.01434079e+00   9.33684530e+00   6.00010000e+00   5.99990000e+00   
320     9.84255026e-07   1.10045015e+01   8.87248714e+00   6.00020000e+00   1.10187375e+01   6.01423601e+00   8.87248714e+00   6.00010000e+00   5.99990000e+00   
321     9.85183742e-07   1.10069365e+01   8.40812898e+00   6.00020000e+00   1.10210684e+01   6.01413191e+00   8.40812898e+00   6.00010000e+00   5.99990000e+00   
322     9.86112458e-07   1.10088845e+01   7.94377082e+00   6.00020000e+00   1.10229058e+01   6.01402126e+00   7.94377082e+00   6.00010000e+00   5.99990000e+00   
323     9.87041175e-07   1.10104483e+01   7.47941266e+00   6.00020000e+00   1.10243415e+01   6.01389314e+00   7.47941266e+00   6.00010000e+00   5.99990000e+00   
324     9.87505533e-07   1.10109755e+01   7.24723359e+00   6.00020000e+00   1.10247927e+01   6.01381722e+00   7.24723359e+00   6.00010000e+00   5.99990000e+00   
325     9.87900724e-07   1.10112934e+01   7.04963824e+00   6.00020000e+00   1.10250325e+01   6.01373915e+00   7.04963824e+00   6.00010000e+00   5.99990000e+00   
326     9.88140052e-07   1.10114624e+01   6.92997384e+00   6.00020000e+00   1.10251152e+01   6.01365276e+00   6.92997384e+00   6.00010000e+00   5.99990000e+00   
327     9.88200839e-07   1.10115045e+01   6.89958028e+00   6.00020000e+00   1.10251304e+01   6.01362586e+00   6.89958028e+00   6.00010000e+00   5.99990000e+00   
328     9.88261627e-07   1.10115248e+01   6.86918671e+00   6.00020000e+00   1.10251390e+01   6.01361426e+00   6.86918671e+00   6.00010000e+00   5.99990000e+00   
