Index        TIME          {V(3)+1.0}       {V(4)+1.0}       {V(5)+1.0}       {V(7)+1.0}       {V(8)+1.0}       {V(9)+1.0}       {V(10)+1.0}      {V(11)+1.0}
164     3.05800580e-08   1.10000000e+01   1.04112699e+00   7.40548798e+00   8.29961203e+00   9.86650860e-01   1.09998078e+01   1.00000033e+00   1.10000000e+01   
165     3.06713471e-08   1.10000000e+01   1.03924868e+00   7.48031035e+00   8.16501492e+00   9.88293155e-01   1.09998550e+01   1.00000108e+00   1.10000000e+01   
166     3.08539252e-08   1.10000000e+01   1.03581909e+00   7.62723533e+00   7.88716250e+00   9.93009342e-01   1.09999835e+01   1.00000298e+00   1.10000001e+01   
167     3.09212367e-08   1.10000000e+01   1.03467494e+00   7.68036401e+00   7.78142932e+00   9.95314131e-01   1.10000443e+01   1.00000384e+00   1.10000001e+01   
168     3.09885483e-08   1.10000000e+01   1.03359547e+00   7.73286556e+00   7.67374601e+00   9.98011127e-01   1.10001143e+01   1.00000481e+00   1.10000001e+01   
169     3.10558599e-08   1.10000000e+01   1.03257629e+00   7.78473688e+00   7.56413291e+00   1.00113881e+00   1.10001945e+01   1.00000590e+00   1.10000002e+01   
170     3.11114302e-08   1.10000000e+01   1.03177766e+00   7.82708508e+00   7.47220218e+00   1.00406871e+00   1.10002687e+01   1.00000688e+00   1.10000002e+01   
171     3.11670006e-08   1.10000000e+01   1.03101522e+00   7.86900384e+00   7.37898940e+00   1.00733659e+00   1.10003507e+01   1.00000795e+00   1.10000002e+01   
172     3.12781414e-08   1.10000000e+01   1.02958852e+00   7.95155687e+00   7.18880525e+00   1.01499736e+00   1.10005403e+01   1.00001036e+00   1.10000003e+01   
173     3.13892821e-08   1.10000000e+01   1.02828328e+00   8.03240293e+00   6.99370238e+00   1.02419371e+00   1.10007645e+01   1.00001310e+00   1.10000004e+01   
174     3.16115637e-08   1.10000000e+01   1.02597477e+00   8.18902466e+00   6.58942413e+00   1.04718573e+00   1.10013111e+01   1.00001938e+00   1.10000005e+01   
175     3.18338452e-08   1.10000000e+01   1.02401433e+00   8.33895604e+00   6.16707987e+00   1.07707242e+00   1.10020027e+01   1.00002677e+00   1.10000007e+01   
176     3.20561267e-08   1.10000000e+01   1.02232722e+00   8.48196103e+00   5.72826884e+00   1.11502218e+00   1.10028611e+01   1.00003542e+00   1.10000009e+01   
177     3.22784082e-08   1.10000000e+01   1.02083206e+00   8.61688566e+00   5.28089514e+00   1.16246893e+00   1.10039138e+01   1.00004553e+00   1.10000012e+01   
178     3.24700297e-08   1.10000000e+01   1.01965953e+00   8.72646546e+00   4.89604558e+00   1.21236517e+00   1.10050049e+01   1.00005566e+00   1.10000014e+01   
179     3.26616511e-08   1.10000000e+01   1.01863202e+00   8.82851311e+00   4.52206296e+00   1.27631436e+00   1.10063741e+01   1.00006768e+00   1.10000017e+01   
180     3.28046804e-08   1.10000000e+01   1.01791002e+00   8.90193356e+00   4.25175865e+00   1.33029379e+00   1.10075189e+01   1.00007750e+00   1.10000019e+01   
181     3.29477096e-08   1.10000000e+01   1.01723100e+00   8.97288823e+00   3.99194392e+00   1.39100297e+00   1.10087949e+01   1.00008820e+00   1.10000021e+01   
182     3.30215485e-08   1.10000000e+01   1.01689170e+00   9.00885449e+00   3.86098072e+00   1.42433106e+00   1.10094930e+01   1.00009401e+00   1.10000022e+01   
183     3.30673744e-08   1.10000000e+01   1.01668541e+00   9.03093304e+00   3.78097118e+00   1.44579148e+00   1.10099416e+01   1.00009772e+00   1.10000023e+01   
184     3.31086177e-08   1.10000000e+01   1.01650311e+00   9.05061607e+00   3.71001198e+00   1.46573512e+00   1.10103577e+01   1.00010115e+00   1.10000024e+01   
185     3.31498610e-08   1.10000000e+01   1.01632409e+00   9.07011569e+00   3.64012396e+00   1.48632125e+00   1.10107864e+01   1.00010467e+00   1.10000025e+01   
186     3.32323475e-08   1.10000000e+01   1.01597839e+00   9.10841688e+00   3.50470118e+00   1.53009346e+00   1.10116939e+01   1.00011201e+00   1.10000026e+01   
187     3.33148341e-08   1.10000000e+01   1.01564458e+00   9.14602302e+00   3.37374853e+00   1.57663899e+00   1.10126550e+01   1.00011971e+00   1.10000028e+01   
188     3.33848889e-08   1.10000000e+01   1.01536935e+00   9.17746853e+00   3.26578702e+00   1.61831710e+00   1.10135133e+01   1.00012653e+00   1.10000029e+01   
189     3.34549437e-08   1.10000000e+01   1.01510198e+00   9.20843449e+00   3.16105368e+00   1.66228637e+00   1.10144166e+01   1.00013368e+00   1.10000031e+01   
190     3.35249985e-08   1.10000000e+01   1.01484206e+00   9.23892886e+00   3.05943445e+00   1.70877672e+00   1.10153704e+01   1.00014122e+00   1.10000032e+01   
191     3.36651082e-08   1.10000000e+01   1.01433904e+00   9.29882689e+00   2.86348543e+00   1.80801932e+00   1.10173994e+01   1.00015720e+00   1.10000036e+01   
192     3.37354401e-08   1.10000000e+01   1.01409902e+00   9.32807531e+00   2.77135844e+00   1.86195541e+00   1.10184738e+01   1.00016525e+00   1.10000037e+01   
193     3.38057720e-08   1.10000000e+01   1.01386539e+00   9.35688992e+00   2.68279520e+00   1.91777289e+00   1.10195380e+01   1.00017263e+00   1.10000039e+01   
194     3.38761039e-08   1.10000000e+01   1.01363786e+00   9.38527756e+00   2.59775852e+00   1.97535892e+00   1.10205662e+01   1.00017894e+00   1.10000040e+01   
195     3.40167677e-08   1.10000000e+01   1.01319752e+00   9.44110862e+00   2.43586983e+00   2.09430533e+00   1.10224326e+01   1.00018755e+00   1.10000041e+01   
196     3.41077501e-08   1.10000000e+01   1.01292469e+00   9.47645801e+00   2.33789795e+00   2.17427085e+00   1.10234432e+01   1.00018926e+00   1.10000040e+01   
197     3.42897147e-08   1.10000000e+01   1.01240580e+00   9.54525800e+00   2.15837509e+00   2.34083350e+00   1.10245810e+01   1.00017812e+00   1.10000035e+01   
198     3.43661267e-08   1.10000000e+01   1.01220010e+00   9.57318036e+00   2.09106741e+00   2.41397340e+00   1.10245478e+01   1.00016544e+00   1.10000030e+01   
199     3.44425386e-08   1.10000000e+01   1.01199939e+00   9.60066890e+00   2.02718941e+00   2.48833830e+00   1.10241774e+01   1.00014801e+00   1.10000024e+01   
200     3.45189506e-08   1.10000000e+01   1.01180345e+00   9.62772852e+00   1.96662058e+00   2.56384161e+00   1.10234245e+01   1.00012540e+00   1.10000017e+01   
201     3.46717744e-08   1.10000000e+01   1.01142167e+00   9.68082696e+00   1.85289218e+00   2.71725532e+00   1.10208418e+01   1.00006619e+00   1.09999998e+01   
202     3.48245983e-08   1.10000000e+01   1.01105097e+00   9.73213248e+00   1.75057666e+00   2.87424607e+00   1.10163121e+01   9.99982657e-01   1.09999973e+01   
203     3.49774222e-08   1.10000000e+01   1.01068830e+00   9.78150918e+00   1.65918624e+00   3.03454156e+00   1.10094103e+01   9.99871113e-01   1.09999941e+01   
204     3.51302461e-08   1.10000000e+01   1.01033388e+00   9.82900716e+00   1.57790733e+00   3.19781128e+00   1.09997252e+01   9.99728532e-01   1.09999901e+01   
205     3.51928378e-08   1.10000000e+01   1.01019211e+00   9.84779669e+00   1.54817661e+00   3.26570041e+00   1.09946388e+01   9.99658161e-01   1.09999881e+01   
206     3.52554294e-08   1.10000000e+01   1.01005176e+00   9.86628911e+00   1.51986903e+00   3.33398656e+00   1.09889742e+01   9.99582015e-01   1.09999861e+01   
207     3.53117619e-08   1.10000000e+01   1.00992659e+00   9.88269345e+00   1.49550315e+00   3.39575127e+00   1.09833854e+01   9.99508664e-01   1.09999841e+01   
208     3.53680943e-08   1.10000000e+01   1.00980257e+00   9.89886376e+00   1.47220721e+00   3.45780777e+00   1.09772848e+01   9.99430376e-01   1.09999820e+01   
209     3.54244268e-08   1.10000000e+01   1.00967972e+00   9.91480345e+00   1.44995161e+00   3.52012971e+00   1.09706511e+01   9.99347037e-01   1.09999798e+01   
210     3.55370917e-08   1.10000000e+01   1.00943659e+00   9.94613991e+00   1.40787778e+00   3.64517184e+00   1.09560488e+01   9.99167839e-01   1.09999751e+01   
211     3.55791135e-08   1.10000000e+01   1.00934744e+00   9.95757151e+00   1.39338599e+00   3.69200563e+00   1.09499229e+01   9.99094723e-01   1.09999732e+01   
212     3.56211353e-08   1.10000000e+01   1.00925917e+00   9.96889080e+00   1.37943234e+00   3.73890459e+00   1.09434572e+01   9.99018574e-01   1.09999712e+01   
213     3.56631571e-08   1.10000000e+01   1.00917183e+00   9.98010121e+00   1.36599761e+00   3.78585900e+00   1.09366434e+01   9.98939360e-01   1.09999692e+01   
214     3.57472007e-08   1.10000000e+01   1.00900057e+00   1.00020917e+01   1.34101941e+00   3.87995014e+00   1.09215788e+01   9.98768822e-01   1.09999649e+01   
215     3.58312443e-08   1.10000000e+01   1.00883270e+00   1.00236578e+01   1.31784014e+00   3.97412716e+00   1.09050100e+01   9.98585928e-01   1.09999603e+01   
216     3.59152878e-08   1.10000000e+01   1.00866807e+00   1.00448047e+01   1.29633254e+00   4.06832268e+00   1.08868718e+01   9.98390470e-01   1.09999554e+01   
217     3.60833750e-08   1.10000000e+01   1.00834624e+00   1.00861378e+01   1.25693976e+00   4.25647320e+00   1.08466529e+01   9.97968337e-01   1.09999451e+01   
218     3.62346534e-08   1.10000000e+01   1.00806963e+00   1.01214285e+01   1.22778006e+00   4.42519164e+00   1.08022501e+01   9.97528365e-01   1.09999347e+01   
219     3.63859319e-08   1.10000000e+01   1.00780154e+00   1.01554666e+01   1.20223100e+00   4.59297637e+00   1.07517643e+01   9.97047025e-01   1.09999236e+01   
220     3.65372103e-08   1.10000000e+01   1.00754151e+00   1.01882860e+01   1.17985064e+00   4.75955420e+00   1.06948574e+01   9.96523528e-01   1.09999117e+01   
221     3.68397672e-08   1.10000000e+01   1.00703973e+00   1.02511836e+01   1.14145026e+00   5.08888411e+00   1.05645421e+01   9.95367897e-01   1.09998861e+01   
222     3.70339441e-08   1.10000000e+01   1.00673671e+00   1.02884568e+01   1.12303666e+00   5.29559119e+00   1.04618951e+01   9.94515647e-01   1.09998680e+01   
223     3.72281209e-08   1.10000000e+01   1.00644477e+00   1.03239793e+01   1.10746360e+00   5.49883047e+00   1.03484523e+01   9.93620824e-01   1.09998498e+01   
224     3.74222978e-08   1.10000000e+01   1.00616353e+00   1.03578210e+01   1.09428979e+00   5.69830964e+00   1.02237590e+01   9.92679734e-01   1.09998313e+01   
225     3.78106515e-08   1.10000000e+01   1.00562548e+00   1.04217888e+01   1.07252789e+00   6.08751879e+00   9.94542795e+00   9.90655857e-01   1.09997928e+01   
226     3.80447159e-08   1.10000000e+01   1.00532498e+00   1.04565888e+01   1.06336153e+00   6.31172192e+00   9.74506022e+00   9.89265398e-01   1.09997675e+01   
227     3.82787803e-08   1.10000000e+01   1.00503817e+00   1.04893719e+01   1.05581180e+00   6.52959863e+00   9.52189182e+00   9.87733598e-01   1.09997400e+01   
228     3.85128447e-08   1.10000000e+01   1.00476461e+00   1.05202448e+01   1.04958620e+00   6.74154929e+00   9.27618905e+00   9.86123660e-01   1.09997121e+01   
229     3.86751235e-08   1.10000000e+01   1.00458125e+00   1.05407651e+01   1.04584092e+00   6.88626221e+00   9.09370714e+00   9.85162170e-01   1.09996982e+01   
230     3.88374024e-08   1.10000000e+01   1.00440396e+00   1.05604353e+01   1.04258980e+00   7.02951340e+00   8.89708946e+00   9.84575570e-01   1.09996959e+01   
231     3.89996813e-08   1.10000000e+01   1.00423259e+00   1.05792876e+01   1.03975706e+00   7.17077445e+00   8.68608571e+00   9.84648649e-01   1.09997131e+01   
232     3.91619602e-08   1.10000000e+01   1.00406519e+00   1.05976083e+01   1.03717374e+00   7.30976411e+00   8.46646350e+00   9.85396469e-01   1.09997497e+01   
233     3.92432759e-08   1.10000000e+01   1.00398369e+00   1.06064617e+01   1.03601014e+00   7.37787563e+00   8.35120756e+00   9.86260856e-01   1.09997820e+01   
234     3.93245916e-08   1.10000000e+01   1.00390361e+00   1.06151254e+01   1.03491592e+00   7.44506382e+00   8.23290507e+00   9.87490989e-01   1.09998245e+01   
235     3.94059074e-08   1.10000000e+01   1.00382491e+00   1.06236032e+01   1.03388598e+00   7.51132775e+00   8.11160457e+00   9.89135014e-01   1.09998783e+01   
236     3.95685388e-08   1.10000000e+01   1.00367078e+00   1.06401363e+01   1.03196677e+00   7.64168335e+00   7.86216500e+00   9.93599004e-01   1.10000180e+01   
237     3.96434473e-08   1.10000000e+01   1.00360144e+00   1.06475347e+01   1.03115112e+00   7.70060477e+00   7.74376000e+00   9.96289389e-01   1.10000994e+01   
238     3.97087226e-08   1.10000000e+01   1.00354194e+00   1.06538619e+01   1.03047493e+00   7.75131635e+00   7.63863349e+00   9.99037383e-01   1.10001812e+01   
239     3.97739978e-08   1.10000000e+01   1.00348329e+00   1.06600783e+01   1.02982887e+00   7.80143251e+00   7.53170102e+00   1.00220157e+00   1.10002740e+01   
240     3.98392731e-08   1.10000000e+01   1.00342550e+00   1.06661856e+01   1.02921098e+00   7.85095330e+00   7.42298644e+00   1.00581502e+00   1.10003787e+01   
241     3.99045484e-08   1.10000000e+01   1.00336855e+00   1.06721856e+01   1.02861945e+00   7.89987970e+00   7.31251558e+00   1.00991099e+00   1.10004959e+01   
242     3.99480653e-08   1.10000000e+01   1.00333104e+00   1.06761268e+01   1.02823900e+00   7.93216785e+00   7.23790473e+00   1.01292547e+00   1.10005814e+01   
243     3.99915822e-08   1.10000000e+01   1.00329391e+00   1.06800214e+01   1.02786915e+00   7.96419297e+00   7.16253146e+00   1.01617803e+00   1.10006730e+01   
244     4.00350990e-08   1.10000000e+01   1.00325714e+00   1.06838700e+01   1.02750944e+00   7.99595553e+00   7.08640302e+00   1.01967816e+00   1.10007710e+01   
245     4.00786159e-08   1.10000000e+01   1.00322073e+00   1.06876733e+01   1.02715934e+00   8.02745629e+00   7.00953220e+00   1.02339831e+00   1.10008744e+01   
246     4.01221327e-08   1.10000000e+01   1.00318469e+00   1.06914317e+01   1.02681841e+00   8.05869570e+00   6.93192599e+00   1.02734963e+00   1.10009836e+01   
247     4.01656496e-08   1.10000000e+01   1.00314900e+00   1.06951457e+01   1.02648618e+00   8.08967430e+00   6.85359316e+00   1.03153149e+00   1.10010984e+01   
248     4.02091665e-08   1.10000000e+01   1.00311367e+00   1.06988159e+01   1.02616245e+00   8.12039317e+00   6.77453770e+00   1.03595535e+00   1.10012191e+01   
249     4.02526833e-08   1.10000000e+01   1.00307870e+00   1.07024427e+01   1.02584673e+00   8.15085280e+00   6.69476905e+00   1.04061885e+00   1.10013454e+01   
250     4.02962002e-08   1.10000000e+01   1.00304408e+00   1.07060266e+01   1.02553859e+00   8.18105382e+00   6.61429494e+00   1.04552396e+00   1.10014773e+01   
251     4.03397171e-08   1.10000000e+01   1.00300980e+00   1.07095682e+01   1.02523791e+00   8.21099741e+00   6.53312418e+00   1.05069089e+00   1.10016155e+01   
252     4.03832339e-08   1.10000000e+01   1.00297588e+00   1.07130678e+01   1.02494423e+00   8.24068416e+00   6.45126433e+00   1.05611899e+00   1.10017598e+01   
253     4.04267508e-08   1.10000000e+01   1.00294229e+00   1.07165261e+01   1.02465719e+00   8.27011483e+00   6.36872336e+00   1.06181413e+00   1.10019103e+01   
254     4.05137845e-08   1.10000000e+01   1.00287615e+00   1.07233200e+01   1.02410266e+00   8.32821307e+00   6.20163173e+00   1.07408102e+00   1.10022317e+01   
255     4.06008182e-08   1.10000000e+01   1.00281135e+00   1.07299537e+01   1.02357199e+00   8.38529928e+00   6.03191387e+00   1.08756454e+00   1.10025814e+01   
256     4.06878520e-08   1.10000000e+01   1.00274787e+00   1.07364310e+01   1.02306296e+00   8.44138083e+00   5.85963455e+00   1.10234285e+00   1.10029610e+01   
257     4.07748857e-08   1.10000000e+01   1.00268570e+00   1.07427549e+01   1.02256843e+00   8.49617554e+00   5.68590483e+00   1.11850811e+00   1.10033724e+01   
258     4.08619194e-08   1.10000000e+01   1.00262481e+00   1.07489294e+01   1.02208640e+00   8.54970394e+00   5.51074191e+00   1.13613786e+00   1.10038172e+01   
259     4.09489531e-08   1.10000000e+01   1.00256519e+00   1.07549581e+01   1.02161332e+00   8.60189441e+00   5.33449591e+00   1.15531408e+00   1.10042973e+01   
260     4.10359869e-08   1.10000000e+01   1.00250680e+00   1.07608435e+01   1.02115222e+00   8.65286706e+00   5.15860797e+00   1.17624154e+00   1.10048174e+01   
261     4.11230206e-08   1.10000000e+01   1.00244964e+00   1.07665896e+01   1.02069859e+00   8.70252288e+00   4.98327233e+00   1.19898467e+00   1.10053790e+01   
262     4.12100543e-08   1.10000000e+01   1.00239367e+00   1.07721996e+01   1.02025031e+00   8.75083135e+00   4.80907291e+00   1.22365179e+00   1.10059843e+01   
263     4.14711555e-08   1.10000000e+01   1.00223270e+00   1.07882610e+01   1.01897960e+00   8.88991946e+00   4.30312817e+00   1.31110099e+00   1.10081013e+01   
264     4.17322567e-08   1.10000000e+01   1.00208181e+00   1.08032094e+01   1.01780715e+00   9.02039903e+00   3.82784296e+00   1.42042591e+00   1.10107033e+01   
265     4.18117833e-08   1.10000000e+01   1.00203825e+00   1.08074985e+01   1.01747400e+00   9.05822676e+00   3.69150127e+00   1.45933747e+00   1.10116186e+01   
266     4.18623337e-08   1.10000000e+01   1.00201091e+00   1.08101872e+01   1.01726574e+00   9.08199041e+00   3.60646514e+00   1.48503860e+00   1.10122212e+01   
267     4.19054283e-08   1.10000000e+01   1.00198785e+00   1.08124522e+01   1.01709067e+00   9.10205204e+00   3.53517566e+00   1.50767004e+00   1.10127504e+01   
268     4.19916175e-08   1.10000000e+01   1.00194273e+00   1.08168766e+01   1.01674989e+00   9.14143037e+00   3.39745814e+00   1.55584754e+00   1.10138705e+01   
269     4.20659059e-08   1.10000000e+01   1.00190457e+00   1.08206131e+01   1.01646308e+00   9.17481616e+00   3.28242470e+00   1.59972197e+00   1.10148863e+01   
270     4.21327654e-08   1.10000000e+01   1.00187080e+00   1.08239147e+01   1.01621039e+00   9.20442377e+00   3.18185399e+00   1.64124924e+00   1.10158450e+01   
271     4.21996250e-08   1.10000000e+01   1.00183759e+00   1.08271561e+01   1.01596292e+00   9.23360103e+00   3.08417187e+00   1.68498452e+00   1.10168523e+01   
272     4.22664846e-08   1.10000000e+01   1.00180495e+00   1.08303385e+01   1.01572044e+00   9.26235310e+00   2.98918893e+00   1.73120976e+00   1.10179160e+01   
273     4.23868318e-08   1.10000000e+01   1.00174796e+00   1.08358813e+01   1.01529920e+00   9.31279905e+00   2.82781418e+00   1.82127789e+00   1.10199613e+01   
274     4.24724361e-08   1.10000000e+01   1.00170830e+00   1.08397324e+01   1.01500747e+00   9.34802643e+00   2.71822342e+00   1.88830500e+00   1.10214237e+01   
275     4.25494800e-08   1.10000000e+01   1.00167330e+00   1.08431256e+01   1.01475100e+00   9.37921543e+00   2.62384140e+00   1.95079837e+00   1.10227034e+01   
276     4.26152305e-08   1.10000000e+01   1.00164393e+00   1.08459694e+01   1.01453656e+00   9.40546872e+00   2.54635967e+00   2.00561835e+00   1.10237418e+01   
277     4.26661990e-08   1.10000000e+01   1.00162147e+00   1.08481430e+01   1.01437309e+00   9.42561008e+00   2.48812428e+00   2.04896565e+00   1.10245007e+01   
278     4.27120706e-08   1.10000000e+01   1.00160149e+00   1.08500746e+01   1.01422818e+00   9.44357200e+00   2.43717408e+00   2.08863842e+00   1.10251368e+01   
279     4.27579422e-08   1.10000000e+01   1.00158174e+00   1.08519819e+01   1.01408539e+00   9.46137014e+00   2.38766524e+00   2.12894338e+00   1.10257163e+01   
280     4.28038138e-08   1.10000000e+01   1.00156223e+00   1.08538650e+01   1.01394466e+00   9.47900550e+00   2.33957722e+00   2.16985410e+00   1.10262296e+01   
281     4.28955570e-08   1.10000000e+01   1.00152375e+00   1.08575762e+01   1.01366811e+00   9.51390286e+00   2.24667812e+00   2.25301032e+00   1.10270629e+01   
282     4.29873003e-08   1.10000000e+01   1.00148612e+00   1.08611991e+01   1.01339886e+00   9.54819708e+00   2.15896930e+00   2.33821974e+00   1.10275395e+01   
283     4.31707867e-08   1.10000000e+01   1.00141348e+00   1.08681776e+01   1.01288072e+00   9.61490996e+00   1.99898436e+00   2.51426109e+00   1.10269526e+01   
284     4.33359246e-08   1.10000000e+01   1.00135101e+00   1.08741621e+01   1.01243540e+00   9.67282394e+00   1.87169016e+00   2.67848591e+00   1.10243042e+01   
285     4.35010624e-08   1.10000000e+01   1.00129119e+00   1.08798775e+01   1.01200340e+00   9.72855206e+00   1.75896222e+00   2.84738710e+00   1.10190951e+01   
286     4.38313380e-08   1.10000000e+01   1.00117898e+00   1.08905605e+01   1.01116573e+00   9.83327748e+00   1.57052732e+00   3.19612838e+00   1.09980918e+01   
287     4.38750180e-08   1.10000000e+01   1.00116497e+00   1.08918898e+01   1.01105819e+00   9.84640074e+00   1.54972627e+00   3.24348160e+00   1.09941411e+01   
288     4.39254878e-08   1.10000000e+01   1.00114900e+00   1.08934044e+01   1.01093485e+00   9.86137191e+00   1.52662673e+00   3.29845506e+00   1.09891559e+01   
289     4.39759576e-08   1.10000000e+01   1.00113323e+00   1.08948979e+01   1.01081244e+00   9.87615166e+00   1.50443191e+00   3.35367772e+00   1.09837334e+01   
290     4.40768972e-08   1.10000000e+01   1.00110254e+00   1.08978027e+01   1.01057160e+00   9.90498369e+00   1.46341839e+00   3.46502716e+00   1.09710451e+01   
291     4.41450499e-08   1.10000000e+01   1.00108219e+00   1.08997272e+01   1.01041062e+00   9.92410678e+00   1.43722580e+00   3.54056903e+00   1.09615824e+01   
292     4.42132027e-08   1.10000000e+01   1.00106220e+00   1.09016157e+01   1.01025142e+00   9.94290140e+00   1.41251010e+00   3.61636894e+00   1.09511809e+01   
293     4.42813555e-08   1.10000000e+01   1.00104257e+00   1.09034688e+01   1.01009421e+00   9.96138214e+00   1.38923014e+00   3.69236200e+00   1.09397991e+01   
294     4.43447771e-08   1.10000000e+01   1.00102462e+00   1.09051631e+01   1.00994996e+00   9.97832508e+00   1.36876325e+00   3.76321045e+00   1.09283240e+01   
295     4.44015214e-08   1.10000000e+01   1.00100879e+00   1.09066554e+01   1.00982262e+00   9.99328729e+00   1.35136497e+00   3.82667984e+00   1.09173248e+01   
296     4.45150100e-08   1.10000000e+01   1.00097808e+00   1.09095478e+01   1.00957420e+00   1.00224373e+01   1.31980580e+00   3.95384038e+00   1.08922815e+01   
297     4.46284986e-08   1.10000000e+01   1.00094828e+00   1.09123510e+01   1.00933197e+00   1.00508270e+01   1.29125056e+00   4.08101304e+00   1.08640110e+01   
298     4.47419872e-08   1.10000000e+01   1.00091937e+00   1.09150677e+01   1.00909563e+00   1.00784701e+01   1.26541777e+00   4.20804358e+00   1.08323373e+01   
299     4.49689645e-08   1.10000000e+01   1.00086355e+00   1.09203073e+01   1.00863637e+00   1.01320563e+01   1.21946029e+00   4.46116538e+00   1.07602776e+01   
300     4.51732440e-08   1.10000000e+01   1.00081719e+00   1.09246479e+01   1.00824679e+00   1.01769395e+01   1.18766513e+00   4.68669726e+00   1.06772770e+01   
301     4.53570956e-08   1.10000000e+01   1.00077745e+00   1.09283626e+01   1.00790889e+00   1.02155797e+01   1.16327747e+00   4.88759018e+00   1.05915200e+01   
302     4.55409471e-08   1.10000000e+01   1.00073961e+00   1.09318948e+01   1.00758304e+00   1.02525260e+01   1.14248186e+00   5.08600675e+00   1.04940417e+01   
303     4.57247987e-08   1.10000000e+01   1.00070358e+00   1.09352533e+01   1.00726874e+00   1.02878391e+01   1.12474978e+00   5.28160319e+00   1.03845578e+01   
304     4.60925019e-08   1.10000000e+01   1.00063551e+00   1.09415911e+01   1.00666645e+00   1.03548350e+01   1.09521386e+00   5.66509423e+00   1.01390996e+01   
305     4.63227842e-08   1.10000000e+01   1.00059711e+00   1.09451561e+01   1.00631632e+00   1.03928863e+01   1.08216789e+00   5.89644513e+00   9.95462093e+00   
306     4.65300384e-08   1.10000000e+01   1.00056442e+00   1.09481877e+01   1.00601404e+00   1.04253850e+01   1.07233357e+00   6.09992265e+00   9.77228487e+00   
307     4.67372925e-08   1.10000000e+01   1.00053350e+00   1.09510521e+01   1.00572415e+00   1.04562153e+01   1.06408138e+00   6.29857855e+00   9.57250247e+00   
308     4.69445467e-08   1.10000000e+01   1.00050426e+00   1.09537584e+01   1.00544628e+00   1.04854542e+01   1.05714952e+00   6.49250728e+00   9.35374929e+00   
309     4.73590550e-08   1.10000000e+01   1.00044941e+00   1.09588288e+01   1.00491789e+00   1.05404438e+01   1.04583423e+00   6.87275760e+00   8.85942041e+00   
310     4.76242293e-08   1.10000000e+01   1.00041831e+00   1.09616980e+01   1.00460963e+00   1.05717808e+01   1.04090503e+00   7.10536237e+00   8.47782789e+00   
311     4.78894036e-08   1.10000000e+01   1.00038934e+00   1.09643676e+01   1.00431856e+00   1.06010371e+01   1.03687916e+00   7.32964539e+00   8.05692301e+00   
312     4.81545780e-08   1.10000000e+01   1.00036236e+00   1.09668513e+01   1.00404396e+00   1.06283422e+01   1.03354323e+00   7.54424581e+00   7.60012601e+00   
313     4.86849266e-08   1.10000000e+01   1.00031265e+00   1.09714244e+01   1.00353128e+00   1.06787693e+01   1.02809402e+00   7.95055631e+00   6.60919711e+00   
314     4.90510182e-08   1.10000000e+01   1.00028346e+00   1.09741040e+01   1.00322202e+00   1.07084925e+01   1.02546643e+00   8.20206841e+00   5.83058837e+00   
315     4.94171097e-08   1.10000000e+01   1.00025699e+00   1.09765326e+01   1.00293800e+00   1.07355058e+01   1.02320223e+00   8.43307422e+00   5.02815431e+00   
316     4.97832013e-08   1.10000000e+01   1.00023297e+00   1.09787336e+01   1.00267745e+00   1.07600478e+01   1.02117729e+00   8.64278838e+00   4.26812829e+00   
317     5.01492929e-08   1.10000000e+01   1.00021050e+00   1.09807926e+01   1.00243191e+00   1.07830415e+01   1.01931487e+00   8.83960009e+00   3.56724202e+00   
318     5.05153845e-08   1.10000000e+01   1.00019081e+00   1.09825944e+01   1.00221386e+00   1.08032197e+01   1.01774740e+00   9.01717205e+00   2.99488938e+00   
319     5.08097648e-08   1.10000000e+01   1.00017619e+00   1.09839319e+01   1.00205081e+00   1.08182216e+01   1.01660904e+00   9.15153016e+00   2.60346218e+00   
320     5.11041451e-08   1.10000000e+01   1.00016269e+00   1.09851668e+01   1.00189924e+00   1.08320903e+01   1.01557286e+00   9.27811090e+00   2.27719545e+00   
321     5.13690874e-08   1.10000000e+01   1.00015138e+00   1.09862007e+01   1.00177160e+00   1.08437157e+01   1.01471131e+00   9.38602994e+00   2.03201932e+00   
322     5.16340297e-08   1.10000000e+01   1.00014085e+00   1.09871626e+01   1.00165222e+00   1.08545426e+01   1.01391212e+00   9.48834229e+00   1.82962626e+00   
323     5.18724777e-08   1.10000000e+01   1.00013197e+00   1.09879736e+01   1.00155110e+00   1.08636794e+01   1.01323903e+00   9.57614721e+00   1.67785388e+00   
324     5.21109258e-08   1.10000000e+01   1.00012365e+00   1.09887334e+01   1.00145596e+00   1.08722462e+01   1.01260427e+00   9.65976480e+00   1.55219831e+00   
325     5.23255290e-08   1.10000000e+01   1.00011659e+00   1.09893782e+01   1.00137493e+00   1.08795201e+01   1.01205436e+00   9.73141967e+00   1.45739134e+00   
326     5.25401323e-08   1.10000000e+01   1.00010993e+00   1.09899860e+01   1.00129828e+00   1.08863821e+01   1.01151762e+00   9.79929164e+00   1.37820884e+00   
327     5.27547355e-08   1.10000000e+01   1.00010365e+00   1.09905591e+01   1.00122577e+00   1.08928552e+01   1.01099459e+00   9.86353897e+00   1.31229415e+00   
328     5.31839420e-08   1.10000000e+01   1.00009191e+00   1.09916302e+01   1.00108981e+00   1.09049605e+01   1.00998497e+00   9.98405700e+00   1.20551053e+00   
