Index        TIME          {V(2)+1.0}       {V(5)+1.0}       {V(7)+1.0}       {V(10)+1.0}      {V(11)+1.0}      {V(12)+1.0}      {V(13)+1.0}
184     1.89015787e-08   1.00000000e+00   6.00000000e+00   1.00010297e+00   6.00000000e+00   6.00000000e+00   6.37577030e+00   1.00006950e+00   
185     2.10542992e-08   1.00000000e+00   6.00000000e+00   1.00001514e+00   6.00000000e+00   6.00000000e+00   6.37031603e+00   1.00000908e+00   
186     2.32070197e-08   1.00000000e+00   6.00000000e+00   1.00000468e+00   6.00000000e+00   6.00000000e+00   6.36558773e+00   1.00000284e+00   
187     2.75124607e-08   1.00000000e+00   6.00000000e+00   1.00000462e+00   6.00000000e+00   6.00000000e+00   6.35763139e+00   1.00000195e+00   
188     3.61233428e-08   1.00000000e+00   6.00000000e+00   1.00000375e+00   6.00000000e+00   6.00000000e+00   6.34550545e+00   1.00000221e+00   
189     4.47342248e-08   1.00000000e+00   6.00000000e+00   1.00000481e+00   6.00000000e+00   6.00000000e+00   6.33654025e+00   1.00000207e+00   
190     5.10000000e-08   1.00000000e+00   6.00000000e+00   1.00000364e+00   6.00000000e+00   6.00000000e+00   6.33122780e+00   1.00000214e+00   
191     5.10156250e-08   1.00000000e+00   5.98437500e+00   9.95257090e-01   6.00000000e+00   6.00000000e+00   6.33121554e+00   9.94361130e-01   
192     5.10312500e-08   1.00000000e+00   5.96875000e+00   9.90483007e-01   6.00000000e+00   6.00000000e+00   6.33120329e+00   9.88870418e-01   
193     5.10468750e-08   1.00000000e+00   5.95312500e+00   9.85704395e-01   6.00000000e+00   6.00000000e+00   6.33119104e+00   9.83458013e-01   
194     5.10781250e-08   1.00000000e+00   5.92187500e+00   9.76114771e-01   6.00000000e+00   6.00000000e+00   6.33116655e+00   9.73050184e-01   
195     5.11406250e-08   1.00000000e+00   5.85937500e+00   9.56947173e-01   6.00000000e+00   6.00000000e+00   6.33111762e+00   9.53714281e-01   
196     5.12031250e-08   1.00000000e+00   5.79687500e+00   9.37980732e-01   6.00000000e+00   6.00000000e+00   6.33106876e+00   9.36087590e-01   
197     5.12656250e-08   1.00000000e+00   5.73437500e+00   9.19405273e-01   6.00000000e+00   6.00000000e+00   6.33101997e+00   9.19882507e-01   
198     5.13281250e-08   1.00000000e+00   5.67187500e+00   9.01348347e-01   6.00000000e+00   6.00000000e+00   6.33097124e+00   9.04875579e-01   
199     5.13906250e-08   1.00000000e+00   5.60937500e+00   8.83890234e-01   6.00000000e+00   6.00000000e+00   6.33092258e+00   8.90892439e-01   
200     5.14531250e-08   1.00000000e+00   5.54687500e+00   8.67076603e-01   6.00000000e+00   6.00000000e+00   6.32516499e+00   8.77795921e-01   
201     5.15091862e-08   1.00000000e+00   5.49081375e+00   8.52560603e-01   6.00000000e+00   6.00000000e+00   6.30975974e+00   8.66713836e-01   
202     5.15550960e-08   1.00000000e+00   5.44490397e+00   8.41074051e-01   6.00000000e+00   6.00000000e+00   6.29175859e+00   8.58057986e-01   
203     5.16010058e-08   1.00000000e+00   5.39899418e+00   8.29944681e-01   6.00000000e+00   6.00000000e+00   6.27061204e+00   8.49726210e-01   
204     5.16928254e-08   1.00000000e+00   5.30717461e+00   8.08697779e-01   6.00000000e+00   6.00000000e+00   6.22213845e+00   8.33881954e-01   
205     5.18764645e-08   1.00000000e+00   5.12353547e+00   7.69823360e-01   6.00000000e+00   6.00000000e+00   6.11008048e+00   8.04936908e-01   
206     5.18971239e-08   1.00000000e+00   5.10287607e+00   7.65754548e-01   6.00000000e+00   6.00000000e+00   6.09658989e+00   8.01902750e-01   
207     5.19177833e-08   1.00000000e+00   5.08221666e+00   7.61714628e-01   6.00000000e+00   6.00000000e+00   6.08297178e+00   7.98887859e-01   
208     5.19591021e-08   1.00000000e+00   5.04089786e+00   7.53783353e-01   6.00000000e+00   6.00000000e+00   6.05539293e+00   7.92959388e-01   
209     5.19694318e-08   1.00000000e+00   5.03056816e+00   7.51835893e-01   6.00000000e+00   6.00000000e+00   6.04843161e+00   7.91501387e-01   
210     5.19900912e-08   1.00000000e+00   5.00990875e+00   7.47965908e-01   6.00000000e+00   6.00000000e+00   6.03443722e+00   7.88601843e-01   
211     5.20314101e-08   1.00000000e+00   4.96858995e+00   7.40362048e-01   6.00000000e+00   6.00000000e+00   6.00618870e+00   7.82893575e-01   
212     5.20326069e-08   1.00000000e+00   4.96739309e+00   7.40144515e-01   6.00000000e+00   6.00000000e+00   6.00536555e+00   7.82730041e-01   
213     5.20350006e-08   1.00000000e+00   4.96499937e+00   7.39709763e-01   6.00000000e+00   6.00000000e+00   6.00371850e+00   7.82403177e-01   
214     5.20397881e-08   1.00000000e+00   4.96021193e+00   7.38842009e-01   6.00000000e+00   6.00000000e+00   6.00042143e+00   7.81750604e-01   
215     5.20493629e-08   1.00000000e+00   4.95063706e+00   7.37113434e-01   6.00000000e+00   5.99842905e+00   5.99442437e+00   7.80450031e-01   
216     5.20589378e-08   1.00000000e+00   4.94106218e+00   7.35394023e-01   6.00000000e+00   5.99588816e+00   5.98929483e+00   7.79155491e-01   
217     5.20685127e-08   1.00000000e+00   4.93148731e+00   7.33683663e-01   6.00000000e+00   5.99332909e+00   5.98407900e+00   7.77866897e-01   
218     5.20780876e-08   1.00000000e+00   4.92191244e+00   7.31982249e-01   6.00000000e+00   5.99076540e+00   5.97887080e+00   7.76584165e-01   
219     5.20972373e-08   1.00000000e+00   4.90276269e+00   7.28605817e-01   6.00000000e+00   5.98571434e+00   5.96832956e+00   7.74035913e-01   
220     5.21355368e-08   1.00000000e+00   4.86446319e+00   7.21956191e-01   6.00000000e+00   5.97610738e+00   5.94712761e+00   7.69005865e-01   
221     5.21738363e-08   1.00000000e+00   4.82616370e+00   7.15440297e-01   6.00000000e+00   5.96717644e+00   5.92480919e+00   7.64060669e-01   
222     5.22121358e-08   1.00000000e+00   4.78786420e+00   7.09052625e-01   6.00000000e+00   5.95892171e+00   5.90135230e+00   7.59195608e-01   
223     5.22504353e-08   1.00000000e+00   4.74956471e+00   7.02787602e-01   6.00000000e+00   5.95125088e+00   5.87750534e+00   7.54406220e-01   
224     5.23270343e-08   1.00000000e+00   4.67296572e+00   6.90602692e-01   6.00000000e+00   5.93740633e+00   5.82929173e+00   7.45036051e-01   
225     5.24036333e-08   1.00000000e+00   4.59636673e+00   6.78848597e-01   6.00000000e+00   5.92530320e+00   5.78058261e+00   7.35920668e-01   
226     5.24802323e-08   1.00000000e+00   4.51976774e+00   6.67489650e-01   6.00000000e+00   5.91466858e+00   5.73159333e+00   7.27031519e-01   
227     5.25568313e-08   1.00000000e+00   4.44316875e+00   6.56493726e-01   6.00000000e+00   5.90526721e+00   5.68240505e+00   7.18342641e-01   
228     5.26334302e-08   1.00000000e+00   4.36656976e+00   6.45832151e-01   6.00000000e+00   5.89690272e+00   5.63315365e+00   7.09830357e-01   
229     5.27866282e-08   1.00000000e+00   4.21337178e+00   6.25406516e-01   6.00000000e+00   5.88253648e+00   5.53478772e+00   6.93242890e-01   
230     5.29398262e-08   1.00000000e+00   4.06017380e+00   6.06063529e-01   6.00000000e+00   5.87051699e+00   5.43721815e+00   6.77128470e-01   
231     5.30930242e-08   1.00000000e+00   3.90697582e+00   5.87697226e-01   6.00000000e+00   5.85994846e+00   5.34112181e+00   6.61361420e-01   
232     5.32462222e-08   1.00000000e+00   3.75377784e+00   5.70251427e-01   6.00000000e+00   5.85015850e+00   5.24721194e+00   6.45839400e-01   
233     5.33994201e-08   1.00000000e+00   3.60057986e+00   5.53732344e-01   6.00000000e+00   5.84063966e+00   5.15608202e+00   6.30481748e-01   
234     5.35526181e-08   1.00000000e+00   3.44738188e+00   5.38218768e-01   6.00000000e+00   5.83102576e+00   5.06832351e+00   6.15229911e-01   
235     5.37058161e-08   1.00000000e+00   3.29418390e+00   5.23864794e-01   6.00000000e+00   5.82105106e+00   4.98437746e+00   6.00048469e-01   
236     5.38590141e-08   1.00000000e+00   3.14098592e+00   5.10896288e-01   6.00000000e+00   5.81053983e+00   4.90465213e+00   5.84923928e-01   
237     5.40122121e-08   1.00000000e+00   2.98778794e+00   4.99587124e-01   6.00000000e+00   5.79962776e+00   4.82890954e+00   5.69859885e-01   
238     5.41654100e-08   1.00000000e+00   2.83458996e+00   4.90205890e-01   6.00000000e+00   5.78878763e+00   4.75624239e+00   5.54880890e-01   
239     5.43186080e-08   1.00000000e+00   2.68139198e+00   4.82970809e-01   6.00000000e+00   5.77820365e+00   4.68600445e+00   5.40030434e-01   
240     5.44718060e-08   1.00000000e+00   2.52819400e+00   4.78041099e-01   6.00000000e+00   5.76775449e+00   4.61809645e+00   5.25371110e-01   
241     5.46250040e-08   1.00000000e+00   2.37499602e+00   4.75531724e-01   6.00000000e+00   5.75735163e+00   4.55232365e+00   5.10991632e-01   
242     5.47782020e-08   1.00000000e+00   2.22179804e+00   4.75550190e-01   6.00000000e+00   5.74693896e+00   4.48851117e+00   4.97020038e-01   
243     5.49313999e-08   1.00000000e+00   2.06860006e+00   4.78261792e-01   6.00000000e+00   5.73647331e+00   4.42640888e+00   4.83638560e-01   
244     5.50845979e-08   1.00000000e+00   1.91540208e+00   4.83967886e-01   6.00000000e+00   5.72592898e+00   4.36579940e+00   4.71090730e-01   
245     5.52377959e-08   1.00000000e+00   1.76220410e+00   4.93190487e-01   6.00000000e+00   5.71528273e+00   4.30640844e+00   4.59671314e-01   
246     5.53909939e-08   1.00000000e+00   1.60900612e+00   5.06767962e-01   6.00000000e+00   5.70452092e+00   4.24800625e+00   4.49713233e-01   
247     5.55441919e-08   1.00000000e+00   1.45580814e+00   5.25980995e-01   6.00000000e+00   5.69362722e+00   4.19032256e+00   4.41400509e-01   
248     5.56973898e-08   1.00000000e+00   1.30261016e+00   5.52790092e-01   6.00000000e+00   5.68259121e+00   4.13314222e+00   4.34540866e-01   
249     5.58352680e-08   1.00000000e+00   1.16473198e+00   5.86099965e-01   6.00000000e+00   5.67252462e+00   4.08191213e+00   4.29270357e-01   
250     5.59559094e-08   1.00000000e+00   1.04409064e+00   6.26498891e-01   6.00000000e+00   5.66360663e+00   4.03716669e+00   4.25079173e-01   
251     5.60000000e-08   1.00000000e+00   1.00000000e+00   6.45298498e-01   6.00000000e+00   5.66031957e+00   4.02080721e+00   4.23595914e-01   
252     5.60039395e-08   1.00000000e+00   1.00000000e+00   6.47745900e-01   6.00000000e+00   5.66119591e+00   4.02239772e+00   4.24651152e-01   
253     5.60072326e-08   1.00000000e+00   1.00000000e+00   6.49806763e-01   6.00000000e+00   5.66189489e+00   4.02372711e+00   4.25519423e-01   
254     5.60138187e-08   1.00000000e+00   1.00000000e+00   6.53959035e-01   6.00000000e+00   5.66327448e+00   4.02638147e+00   4.27229968e-01   
255     5.60269910e-08   1.00000000e+00   1.00000000e+00   6.62405882e-01   6.00000000e+00   5.66597844e+00   4.03166210e+00   4.30504662e-01   
256     5.60533356e-08   1.00000000e+00   1.00000000e+00   6.79922587e-01   6.00000000e+00   5.67119856e+00   4.04210967e+00   4.36563912e-01   
257     5.60796802e-08   1.00000000e+00   1.00000000e+00   6.98400562e-01   6.00000000e+00   5.67617091e+00   4.05240560e+00   4.42088165e-01   
258     5.61060248e-08   1.00000000e+00   1.00000000e+00   7.18083250e-01   6.00000000e+00   5.68091345e+00   4.06254963e+00   4.47198178e-01   
259     5.61323694e-08   1.00000000e+00   1.00000000e+00   7.39328751e-01   6.00000000e+00   5.68543477e+00   4.07255963e+00   4.51980820e-01   
260     5.61587140e-08   1.00000000e+00   1.00000000e+00   7.61840802e-01   6.00000000e+00   5.68975063e+00   4.08245293e+00   4.56473833e-01   
261     5.61850585e-08   1.00000000e+00   1.00000000e+00   7.85031644e-01   6.00000000e+00   5.69386904e+00   4.09222924e+00   4.60699950e-01   
262     5.62377477e-08   1.00000000e+00   1.00000000e+00   8.33445393e-01   6.00000000e+00   5.70156737e+00   4.11142904e+00   4.68513400e-01   
263     5.62904369e-08   1.00000000e+00   1.00000000e+00   8.84574651e-01   6.00000000e+00   5.70860090e+00   4.13015852e+00   4.75627742e-01   
264     5.63431261e-08   1.00000000e+00   1.00000000e+00   9.38415793e-01   6.00000000e+00   5.71504233e+00   4.14841859e+00   4.82194940e-01   
265     5.63958152e-08   1.00000000e+00   1.00000000e+00   9.94961513e-01   6.00000000e+00   5.72095121e+00   4.16621230e+00   4.88320298e-01   
266     5.64485044e-08   1.00000000e+00   1.00000000e+00   1.05419866e+00   6.00000000e+00   5.72638524e+00   4.18354407e+00   4.94079796e-01   
267     5.65011936e-08   1.00000000e+00   1.00000000e+00   1.11610934e+00   6.00000000e+00   5.73139116e+00   4.20041987e+00   4.99530000e-01   
268     5.65538828e-08   1.00000000e+00   1.00000000e+00   1.18066931e+00   6.00000000e+00   5.73601485e+00   4.21684660e+00   5.04714157e-01   
269     5.66065720e-08   1.00000000e+00   1.00000000e+00   1.24784890e+00   6.00000000e+00   5.74029300e+00   4.23283232e+00   5.09666106e-01   
270     5.66592611e-08   1.00000000e+00   1.00000000e+00   1.31761196e+00   6.00000000e+00   5.74426219e+00   4.24838565e+00   5.14412830e-01   
271     5.67119503e-08   1.00000000e+00   1.00000000e+00   1.38991702e+00   6.00000000e+00   5.74795122e+00   4.26351602e+00   5.18976195e-01   
272     5.67646395e-08   1.00000000e+00   1.00000000e+00   1.46471649e+00   6.00000000e+00   5.75138936e+00   4.27823316e+00   5.23374181e-01   
273     5.68173287e-08   1.00000000e+00   1.00000000e+00   1.54195776e+00   6.00000000e+00   5.75459921e+00   4.29254738e+00   5.27621758e-01   
274     5.68700178e-08   1.00000000e+00   1.00000000e+00   1.62158265e+00   6.00000000e+00   5.75760424e+00   4.30646908e+00   5.31731530e-01   
275     5.69227070e-08   1.00000000e+00   1.00000000e+00   1.70352837e+00   6.00000000e+00   5.76042223e+00   4.32000900e+00   5.35714225e-01   
276     5.69753962e-08   1.00000000e+00   1.00000000e+00   1.78772716e+00   6.00000000e+00   5.76307204e+00   4.33317784e+00   5.39579052e-01   
277     5.70280854e-08   1.00000000e+00   1.00000000e+00   1.87410712e+00   6.00000000e+00   5.76556767e+00   4.34598651e+00   5.43333992e-01   
278     5.70807745e-08   1.00000000e+00   1.00000000e+00   1.96259199e+00   6.00000000e+00   5.76792435e+00   4.35844573e+00   5.46986008e-01   
279     5.71334637e-08   1.00000000e+00   1.00000000e+00   2.05310182e+00   6.00000000e+00   5.77015311e+00   4.37056635e+00   5.50541227e-01   
280     5.71861529e-08   1.00000000e+00   1.00000000e+00   2.14555290e+00   6.00000000e+00   5.77226627e+00   4.38235891e+00   5.54005073e-01   
281     5.72388421e-08   1.00000000e+00   1.00000000e+00   2.23985829e+00   6.00000000e+00   5.77427255e+00   4.39383400e+00   5.57382379e-01   
282     5.72915312e-08   1.00000000e+00   1.00000000e+00   2.33592784e+00   6.00000000e+00   5.77618197e+00   4.40500187e+00   5.60677477e-01   
283     5.73442204e-08   1.00000000e+00   1.00000000e+00   2.43366859e+00   6.00000000e+00   5.77800143e+00   4.41587274e+00   5.63894270e-01   
284     5.73969096e-08   1.00000000e+00   1.00000000e+00   2.53298484e+00   6.00000000e+00   5.77973913e+00   4.42645646e+00   5.67036296e-01   
285     5.74495988e-08   1.00000000e+00   1.00000000e+00   2.63377845e+00   6.00000000e+00   5.78140051e+00   4.43676276e+00   5.70106774e-01   
286     5.74579425e-08   1.00000000e+00   1.00000000e+00   2.64956651e+00   6.00000000e+00   5.78165626e+00   4.43836697e+00   5.70585656e-01   
287     5.74746300e-08   1.00000000e+00   1.00000000e+00   2.67954611e+00   6.00000000e+00   5.78216414e+00   4.44156386e+00   5.71540195e-01   
288     5.74913175e-08   1.00000000e+00   1.00000000e+00   2.70776566e+00   6.00000000e+00   5.78266525e+00   4.44474004e+00   5.72487955e-01   
289     5.75080050e-08   1.00000000e+00   1.00000000e+00   2.73456936e+00   6.00000000e+00   5.78315984e+00   4.44789880e+00   5.73429001e-01   
290     5.75246925e-08   1.00000000e+00   1.00000000e+00   2.76019189e+00   6.00000000e+00   5.78364805e+00   4.45104292e+00   5.74363402e-01   
291     5.75580675e-08   1.00000000e+00   1.00000000e+00   2.80859858e+00   6.00000000e+00   5.78460633e+00   4.45729738e+00   5.76212589e-01   
292     5.75914425e-08   1.00000000e+00   1.00000000e+00   2.85395642e+00   6.00000000e+00   5.78554152e+00   4.46351795e+00   5.78036022e-01   
293     5.76248174e-08   1.00000000e+00   1.00000000e+00   2.89691145e+00   6.00000000e+00   5.78645523e+00   4.46971716e+00   5.79834243e-01   
294     5.76581924e-08   1.00000000e+00   1.00000000e+00   2.93788530e+00   6.00000000e+00   5.78734894e+00   4.47590527e+00   5.81607777e-01   
295     5.76915674e-08   1.00000000e+00   1.00000000e+00   2.97720146e+00   6.00000000e+00   5.78822418e+00   4.48209085e+00   5.83357135e-01   
296     5.77249424e-08   1.00000000e+00   1.00000000e+00   3.01507690e+00   6.00000000e+00   5.78908236e+00   4.48828120e+00   5.85082813e-01   
297     5.77583174e-08   1.00000000e+00   1.00000000e+00   3.05170303e+00   6.00000000e+00   5.78992490e+00   4.49448257e+00   5.86785290e-01   
298     5.77916924e-08   1.00000000e+00   1.00000000e+00   3.08720424e+00   6.00000000e+00   5.79075310e+00   4.50070035e+00   5.88465026e-01   
299     5.78250673e-08   1.00000000e+00   1.00000000e+00   3.12170728e+00   6.00000000e+00   5.79156827e+00   4.50693922e+00   5.90122470e-01   
300     5.78918173e-08   1.00000000e+00   1.00000000e+00   3.18804401e+00   6.00000000e+00   5.79316481e+00   4.51949741e+00   5.93372435e-01   
301     5.79585673e-08   1.00000000e+00   1.00000000e+00   3.25127431e+00   6.00000000e+00   5.79472296e+00   4.53218121e+00   5.96538208e-01   
302     5.80253172e-08   1.00000000e+00   1.00000000e+00   3.31178760e+00   6.00000000e+00   5.79625091e+00   4.54500979e+00   5.99622864e-01   
303     5.80920672e-08   1.00000000e+00   1.00000000e+00   3.36990461e+00   6.00000000e+00   5.79775599e+00   4.55799645e+00   6.02629295e-01   
304     5.81588172e-08   1.00000000e+00   1.00000000e+00   3.42584457e+00   6.00000000e+00   5.79924472e+00   4.57114975e+00   6.05560178e-01   
305     5.82255672e-08   1.00000000e+00   1.00000000e+00   3.47981267e+00   6.00000000e+00   5.80072287e+00   4.58447413e+00   6.08418016e-01   
306     5.82923171e-08   1.00000000e+00   1.00000000e+00   3.53194591e+00   6.00000000e+00   5.80219548e+00   4.59797061e+00   6.11205181e-01   
307     5.83590671e-08   1.00000000e+00   1.00000000e+00   3.58239048e+00   6.00000000e+00   5.80366692e+00   4.61163729e+00   6.13923932e-01   
308     5.84258171e-08   1.00000000e+00   1.00000000e+00   3.63123894e+00   6.00000000e+00   5.80514097e+00   4.62546978e+00   6.16576417e-01   
309     5.84925670e-08   1.00000000e+00   1.00000000e+00   3.67860413e+00   6.00000000e+00   5.80662085e+00   4.63946160e+00   6.19164691e-01   
310     5.85593170e-08   1.00000000e+00   1.00000000e+00   3.72455246e+00   6.00000000e+00   5.80810923e+00   4.65360455e+00   6.21690713e-01   
311     5.86260670e-08   1.00000000e+00   1.00000000e+00   3.76917632e+00   6.00000000e+00   5.80960834e+00   4.66788899e+00   6.24156362e-01   
312     5.86928169e-08   1.00000000e+00   1.00000000e+00   3.81252555e+00   6.00000000e+00   5.81111997e+00   4.68230415e+00   6.26563436e-01   
313     5.87595669e-08   1.00000000e+00   1.00000000e+00   3.85467910e+00   6.00000000e+00   5.81264552e+00   4.69683837e+00   6.28913661e-01   
314     5.88263169e-08   1.00000000e+00   1.00000000e+00   3.89567557e+00   6.00000000e+00   5.81418602e+00   4.71147930e+00   6.31208695e-01   
315     5.88930668e-08   1.00000000e+00   1.00000000e+00   3.93558449e+00   6.00000000e+00   5.81574222e+00   4.72621414e+00   6.33450129e-01   
316     5.89598168e-08   1.00000000e+00   1.00000000e+00   3.97443640e+00   6.00000000e+00   5.81731455e+00   4.74102978e+00   6.35639498e-01   
317     5.90265668e-08   1.00000000e+00   1.00000000e+00   4.01229376e+00   6.00000000e+00   5.81890321e+00   4.75591296e+00   6.37778276e-01   
318     5.91600667e-08   1.00000000e+00   1.00000000e+00   4.08516179e+00   6.00000000e+00   5.82212894e+00   4.78582312e+00   6.41910478e-01   
319     5.92935666e-08   1.00000000e+00   1.00000000e+00   4.15449464e+00   6.00000000e+00   5.82541694e+00   4.81584752e+00   6.45856659e-01   
320     5.94270666e-08   1.00000000e+00   1.00000000e+00   4.22054690e+00   6.00000000e+00   5.82876243e+00   4.84588612e+00   6.49626831e-01   
321     5.95605665e-08   1.00000000e+00   1.00000000e+00   4.28357932e+00   6.00000000e+00   5.83215890e+00   4.87584530e+00   6.53230378e-01   
322     5.96940665e-08   1.00000000e+00   1.00000000e+00   4.34379198e+00   6.00000000e+00   5.83559856e+00   4.90563914e+00   6.56676063e-01   
323     5.98275664e-08   1.00000000e+00   1.00000000e+00   4.40139834e+00   6.00000000e+00   5.83907289e+00   4.93519016e+00   6.59972088e-01   
324     5.99610663e-08   1.00000000e+00   1.00000000e+00   4.45655660e+00   6.00000000e+00   5.84257299e+00   4.96442960e+00   6.63126139e-01   
325     6.00945663e-08   1.00000000e+00   1.00000000e+00   4.50944328e+00   6.00000000e+00   5.84608985e+00   4.99329732e+00   6.66145429e-01   
326     6.02280662e-08   1.00000000e+00   1.00000000e+00   4.56018359e+00   6.00000000e+00   5.84961462e+00   5.02174149e+00   6.69036727e-01   
327     6.03615661e-08   1.00000000e+00   1.00000000e+00   4.60892474e+00   6.00000000e+00   5.85313877e+00   5.04971818e+00   6.71806401e-01   
328     6.04950661e-08   1.00000000e+00   1.00000000e+00   4.65576578e+00   6.00000000e+00   5.85665422e+00   5.07719074e+00   6.74460438e-01   
329     6.06285660e-08   1.00000000e+00   1.00000000e+00   4.70083073e+00   6.00000000e+00   5.86015343e+00   5.10412917e+00   6.77004474e-01   
330     6.07620659e-08   1.00000000e+00   1.00000000e+00   4.74419803e+00   6.00000000e+00   5.86362944e+00   5.13050953e+00   6.79443821e-01   
331     6.08955659e-08   1.00000000e+00   1.00000000e+00   4.78597337e+00   6.00000000e+00   5.86707591e+00   5.15631327e+00   6.81783485e-01   
332     6.10290658e-08   1.00000000e+00   1.00000000e+00   4.82621902e+00   6.00000000e+00   5.87048714e+00   5.18152662e+00   6.84028191e-01   
333     6.11625657e-08   1.00000000e+00   1.00000000e+00   4.86502633e+00   6.00000000e+00   5.87385805e+00   5.20614003e+00   6.86182396e-01   
334     6.12960657e-08   1.00000000e+00   1.00000000e+00   4.90243767e+00   6.00000000e+00   5.87718414e+00   5.23014740e+00   6.87793603e-01   
335     6.14295656e-08   1.00000000e+00   1.00000000e+00   4.93852033e+00   6.00000000e+00   5.88046149e+00   5.25354527e+00   6.88894610e-01   
336     6.15630656e-08   1.00000000e+00   1.00000000e+00   4.97331076e+00   6.00000000e+00   5.88368668e+00   5.27633250e+00   6.89974608e-01   
337     6.16965655e-08   1.00000000e+00   1.00000000e+00   5.00688468e+00   6.00000000e+00   5.88685676e+00   5.29851049e+00   6.91034051e-01   
338     6.18300654e-08   1.00000000e+00   1.00000000e+00   5.03927788e+00   6.00000000e+00   5.88996926e+00   5.32008297e+00   6.92073307e-01   
339     6.19635654e-08   1.00000000e+00   1.00000000e+00   5.07055792e+00   6.00000000e+00   5.89302211e+00   5.34105565e+00   6.93092760e-01   
340     6.20970653e-08   1.00000000e+00   1.00000000e+00   5.10075332e+00   6.00000000e+00   5.89601367e+00   5.36143585e+00   6.94092785e-01   
341     6.22305652e-08   1.00000000e+00   1.00000000e+00   5.12992517e+00   6.00000000e+00   5.89894264e+00   5.38123225e+00   6.95073752e-01   
342     6.23640652e-08   1.00000000e+00   1.00000000e+00   5.15809635e+00   6.00000000e+00   5.90180808e+00   5.40045460e+00   6.96036026e-01   
343     6.24975651e-08   1.00000000e+00   1.00000000e+00   5.18596290e+00   6.00000000e+00   5.90460970e+00   5.41913314e+00   6.96517807e-01   
344     6.26310650e-08   1.00000000e+00   1.00000000e+00   5.21345209e+00   6.00000000e+00   5.90734840e+00   5.43731356e+00   6.96527720e-01   
345     6.28980649e-08   1.00000000e+00   1.00000000e+00   5.26541728e+00   6.00000000e+00   5.91264317e+00   5.47222877e+00   6.96547267e-01   
346     6.31650648e-08   1.00000000e+00   1.00000000e+00   5.31364182e+00   6.00000000e+00   5.91769886e+00   5.50521678e+00   6.96567072e-01   
347     6.34320647e-08   1.00000000e+00   1.00000000e+00   5.35849754e+00   6.00000000e+00   5.92251765e+00   5.53630341e+00   6.96586864e-01   
348     6.36990645e-08   1.00000000e+00   1.00000000e+00   5.40025975e+00   6.00000000e+00   5.92710041e+00   5.56554488e+00   6.96606646e-01   
349     6.39660644e-08   1.00000000e+00   1.00000000e+00   5.43919667e+00   6.00000000e+00   5.93144930e+00   5.59301454e+00   6.96626415e-01   
350     6.42330643e-08   1.00000000e+00   1.00000000e+00   5.47550923e+00   6.00000000e+00   5.93556831e+00   5.61879500e+00   6.96646174e-01   
351     6.45000642e-08   1.00000000e+00   1.00000000e+00   5.50940913e+00   6.00000000e+00   5.93946322e+00   5.64297309e+00   6.96665921e-01   
352     6.47670640e-08   1.00000000e+00   1.00000000e+00   5.54105304e+00   6.00000000e+00   5.94314117e+00   5.66563664e+00   6.96685658e-01   
353     6.50340639e-08   1.00000000e+00   1.00000000e+00   5.57061700e+00   6.00000000e+00   5.94661034e+00   5.68687234e+00   6.96705383e-01   
354     6.53010638e-08   1.00000000e+00   1.00000000e+00   5.59822810e+00   6.00000000e+00   5.94987950e+00   5.70676451e+00   6.96725097e-01   
355     6.55680636e-08   1.00000000e+00   1.00000000e+00   5.62403723e+00   6.00000000e+00   5.95295780e+00   5.72539425e+00   6.96744800e-01   
356     6.58350635e-08   1.00000000e+00   1.00000000e+00   5.64814961e+00   6.00000000e+00   5.95585451e+00   5.74283903e+00   6.96764493e-01   
357     6.61020634e-08   1.00000000e+00   1.00000000e+00   5.67069679e+00   6.00000000e+00   5.95857887e+00   5.75917246e+00   6.96784174e-01   
358     6.63690633e-08   1.00000000e+00   1.00000000e+00   5.69176667e+00   6.00000000e+00   5.96113995e+00   5.77446420e+00   6.96803845e-01   
359     6.66360631e-08   1.00000000e+00   1.00000000e+00   5.71147510e+00   6.00000000e+00   5.96354661e+00   5.78878000e+00   6.96823505e-01   
360     6.69030630e-08   1.00000000e+00   1.00000000e+00   5.72989561e+00   6.00000000e+00   5.96580741e+00   5.80218177e+00   6.96843154e-01   
361     6.71700629e-08   1.00000000e+00   1.00000000e+00   5.74713087e+00   6.00000000e+00   5.96793059e+00   5.81472774e+00   6.96862793e-01   
362     6.74370627e-08   1.00000000e+00   1.00000000e+00   5.76324228e+00   6.00000000e+00   5.96992403e+00   5.82647259e+00   6.96882421e-01   
363     6.77040626e-08   1.00000000e+00   1.00000000e+00   5.77832123e+00   6.00000000e+00   5.97179529e+00   5.83746761e+00   6.96902038e-01   
364     6.79710625e-08   1.00000000e+00   1.00000000e+00   5.79241872e+00   6.00000000e+00   5.97355150e+00   5.84776087e+00   6.96921646e-01   
365     6.82380624e-08   1.00000000e+00   1.00000000e+00   5.80561645e+00   6.00000000e+00   5.97519950e+00   5.85739744e+00   6.96941242e-01   
366     6.85050622e-08   1.00000000e+00   1.00000000e+00   5.81795646e+00   6.00000000e+00   5.97674574e+00   5.86641949e+00   6.96960828e-01   
367     6.87720621e-08   1.00000000e+00   1.00000000e+00   5.82951205e+00   6.00000000e+00   5.97819632e+00   5.87486653e+00   6.96980404e-01   
368     6.93060619e-08   1.00000000e+00   1.00000000e+00   5.85045485e+00   6.00000000e+00   5.98083576e+00   5.89019565e+00   6.97019524e-01   
