Index        TIME          {V(11)+2.0}      {V(12)+2.0}      {V(3)+2.0}       {V(4)+2.0}       {V(5)+2.0}
243     1.76427055e-08   7.00000000e+00   7.00000000e+00   5.73280706e+00   2.01223799e+00   3.83435962e+00   
244     1.77311417e-08   7.00000000e+00   7.00000000e+00   5.83479676e+00   2.01033227e+00   3.82514915e+00   
245     1.78107344e-08   7.00000000e+00   7.00000000e+00   5.91911822e+00   2.00887375e+00   3.81624096e+00   
246     1.78903270e-08   7.00000000e+00   7.00000000e+00   5.99644897e+00   2.00763545e+00   3.80666545e+00   
247     1.79699196e-08   7.00000000e+00   7.00000000e+00   6.06729385e+00   2.00658722e+00   3.79641941e+00   
248     1.81291049e-08   7.00000000e+00   7.00000000e+00   6.19513326e+00   2.00490093e+00   3.77448942e+00   
249     1.82084935e-08   7.00000000e+00   7.00000000e+00   6.24895633e+00   2.00429290e+00   3.76236949e+00   
250     1.82878821e-08   7.00000000e+00   7.00000000e+00   6.29834195e+00   2.00377750e+00   3.74972539e+00   
251     1.83672708e-08   7.00000000e+00   7.00000000e+00   6.34371196e+00   2.00334441e+00   3.73661523e+00   
252     1.85260480e-08   7.00000000e+00   7.00000000e+00   6.42610801e+00   2.00265539e+00   3.70947368e+00   
253     1.86125287e-08   7.00000000e+00   7.00000000e+00   6.46424522e+00   2.00239149e+00   3.69392836e+00   
254     1.86990095e-08   7.00000000e+00   7.00000000e+00   6.49934541e+00   2.00217292e+00   3.67808007e+00   
255     1.87854902e-08   7.00000000e+00   7.00000000e+00   6.53173125e+00   2.00199419e+00   3.66198190e+00   
256     1.89584517e-08   7.00000000e+00   7.00000000e+00   6.59091642e+00   2.00172786e+00   3.62933272e+00   
257     1.90608095e-08   7.00000000e+00   7.00000000e+00   6.62090535e+00   2.00164539e+00   3.60964621e+00   
258     1.91631673e-08   7.00000000e+00   7.00000000e+00   6.64859813e+00   2.00157868e+00   3.58986170e+00   
259     1.92655251e-08   7.00000000e+00   7.00000000e+00   6.67423117e+00   2.00152165e+00   3.57002098e+00   
260     1.94702408e-08   7.00000000e+00   7.00000000e+00   6.72119735e+00   2.00142296e+00   3.53029499e+00   
261     1.96749565e-08   7.00000000e+00   7.00000000e+00   6.75964900e+00   2.00134829e+00   3.49078791e+00   
262     1.98796721e-08   7.00000000e+00   7.00000000e+00   6.79352590e+00   2.00128275e+00   3.45167152e+00   
263     2.00000000e-08   7.00000000e+00   7.00000000e+00   6.81193156e+00   2.00124630e+00   3.42882477e+00   
264     2.00005000e-08   7.00000000e+00   6.97500000e+00   6.81145399e+00   1.99481063e+00   3.42872856e+00   
265     2.00005625e-08   7.00000000e+00   6.97187500e+00   6.81138670e+00   1.99396612e+00   3.42871651e+00   
266     2.00006875e-08   7.00000000e+00   6.96562500e+00   6.81122545e+00   1.99213229e+00   3.42869232e+00   
267     2.00007659e-08   7.00000000e+00   6.96170322e+00   6.81111452e+00   1.99092805e+00   3.42867710e+00   
268     2.00009228e-08   7.00000000e+00   6.95385966e+00   6.81085782e+00   1.98832646e+00   3.42864646e+00   
269     2.00010328e-08   7.00000000e+00   6.94835858e+00   6.81066200e+00   1.98641356e+00   3.42862487e+00   
270     2.00011429e-08   7.00000000e+00   6.94285749e+00   6.81045149e+00   1.98441816e+00   3.42860315e+00   
271     2.00012529e-08   7.00000000e+00   6.93735640e+00   6.81022735e+00   1.98234561e+00   3.42858131e+00   
272     2.00014729e-08   7.00000000e+00   6.92635423e+00   6.80975016e+00   1.97803607e+00   3.42853731e+00   
273     2.00016930e-08   7.00000000e+00   6.91535206e+00   6.80921012e+00   1.97336718e+00   3.42849241e+00   
274     2.00019130e-08   7.00000000e+00   6.90434988e+00   6.80863404e+00   1.96849054e+00   3.42844678e+00   
275     2.00021330e-08   7.00000000e+00   6.89334771e+00   6.80802643e+00   1.96343253e+00   3.42840037e+00   
276     2.00025731e-08   7.00000000e+00   6.87134336e+00   6.80675033e+00   1.95296857e+00   3.42830556e+00   
277     2.00030132e-08   7.00000000e+00   6.84933901e+00   6.80535434e+00   1.94182549e+00   3.42820556e+00   
278     2.00034533e-08   7.00000000e+00   6.82733467e+00   6.80390598e+00   1.93039434e+00   3.42810156e+00   
279     2.00038934e-08   7.00000000e+00   6.80533032e+00   6.80242030e+00   1.91876828e+00   3.42799344e+00   
280     2.00047736e-08   7.00000000e+00   6.76132162e+00   6.79940167e+00   1.89530856e+00   3.42776740e+00   
281     2.00056537e-08   7.00000000e+00   6.71731293e+00   6.79633160e+00   1.87170636e+00   3.42751751e+00   
282     2.00065339e-08   7.00000000e+00   6.67330423e+00   6.79330315e+00   1.84846751e+00   3.42725120e+00   
283     2.00074141e-08   7.00000000e+00   6.62929554e+00   6.79033958e+00   1.82573719e+00   3.42696911e+00   
284     2.00091744e-08   7.00000000e+00   6.54127815e+00   6.78462001e+00   1.78181299e+00   3.42637065e+00   
285     2.00109348e-08   7.00000000e+00   6.45326076e+00   6.77939839e+00   1.74141610e+00   3.42569693e+00   
286     2.00126951e-08   7.00000000e+00   6.36524337e+00   6.77458554e+00   1.70379370e+00   3.42497966e+00   
287     2.00144555e-08   7.00000000e+00   6.27722598e+00   6.77015489e+00   1.66876821e+00   3.42422500e+00   
288     2.00179762e-08   7.00000000e+00   6.10119120e+00   6.76212681e+00   1.60436840e+00   3.42264562e+00   
289     2.00211448e-08   7.00000000e+00   5.94275989e+00   6.75626239e+00   1.55548936e+00   3.42111284e+00   
290     2.00243134e-08   7.00000000e+00   5.78432859e+00   6.75118042e+00   1.51173293e+00   3.41953608e+00   
291     2.00274821e-08   7.00000000e+00   5.62589729e+00   6.74673016e+00   1.47214563e+00   3.41793007e+00   
292     2.00338193e-08   7.00000000e+00   5.30903468e+00   6.73894256e+00   1.40033767e+00   3.41468172e+00   
293     2.00395228e-08   7.00000000e+00   5.02385834e+00   6.73345749e+00   1.34574535e+00   3.41172528e+00   
294     2.00452264e-08   7.00000000e+00   4.73868199e+00   6.72851911e+00   1.29457554e+00   3.40877718e+00   
295     2.00509299e-08   7.00000000e+00   4.45350565e+00   6.72382495e+00   1.24483088e+00   3.40583822e+00   
296     2.00623369e-08   7.00000000e+00   3.88315296e+00   6.71600894e+00   1.15337808e+00   3.40001821e+00   
297     2.00704206e-08   7.00000000e+00   3.47897062e+00   6.71509960e+00   1.11509348e+00   3.39611080e+00   
298     2.00740794e-08   7.00000000e+00   3.29602883e+00   6.71554574e+00   1.10260971e+00   3.39439442e+00   
299     2.00746556e-08   7.00000000e+00   3.26721889e+00   6.71563762e+00   1.10072989e+00   3.39412546e+00   
300     2.00758080e-08   7.00000000e+00   3.20959901e+00   6.71587467e+00   1.09741510e+00   3.39359316e+00   
301     2.00767382e-08   7.00000000e+00   3.16309133e+00   6.71609552e+00   1.09500397e+00   3.39316728e+00   
302     2.00771237e-08   7.00000000e+00   3.14381575e+00   6.71619235e+00   1.09405520e+00   3.39299142e+00   
303     2.00775092e-08   7.00000000e+00   3.12454017e+00   6.71629395e+00   1.09315522e+00   3.39281622e+00   
304     2.00778562e-08   7.00000000e+00   3.10719215e+00   6.71638904e+00   1.09238389e+00   3.39265907e+00   
305     2.00785501e-08   7.00000000e+00   3.07249611e+00   6.71659169e+00   1.09098301e+00   3.39234694e+00   
306     2.00799379e-08   7.00000000e+00   3.00310403e+00   6.71703647e+00   1.08866517e+00   3.39173136e+00   
307     2.00827136e-08   7.00000000e+00   2.86431988e+00   6.71802888e+00   1.08544290e+00   3.39053418e+00   
308     2.00854893e-08   7.00000000e+00   2.72553572e+00   6.71908582e+00   1.08324143e+00   3.38936958e+00   
309     2.00910407e-08   7.00000000e+00   2.44796741e+00   6.72126828e+00   1.08069293e+00   3.38715449e+00   
310     2.00960369e-08   7.00000000e+00   2.19815592e+00   6.72323869e+00   1.07925606e+00   3.38524143e+00   
311     2.01000000e-08   7.00000000e+00   2.00000000e+00   6.72479347e+00   1.07847206e+00   3.38376899e+00   
312     2.01039631e-08   7.00000000e+00   2.00000000e+00   6.72811962e+00   1.10245739e+00   3.38238224e+00   
313     2.01049926e-08   7.00000000e+00   2.00000000e+00   6.72904964e+00   1.10863701e+00   3.38202802e+00   
314     2.01060221e-08   7.00000000e+00   2.00000000e+00   6.72999812e+00   1.11459667e+00   3.38167983e+00   
315     2.01070516e-08   7.00000000e+00   2.00000000e+00   6.73095095e+00   1.12030090e+00   3.38133757e+00   
316     2.01091106e-08   7.00000000e+00   2.00000000e+00   6.73287692e+00   1.13126651e+00   3.38066647e+00   
317     2.01108697e-08   7.00000000e+00   2.00000000e+00   6.73448143e+00   1.13962555e+00   3.38011664e+00   
318     2.01124530e-08   7.00000000e+00   2.00000000e+00   6.73590796e+00   1.14674436e+00   3.37963338e+00   
319     2.01140362e-08   7.00000000e+00   2.00000000e+00   6.73732023e+00   1.15354635e+00   3.37916101e+00   
320     2.01156194e-08   7.00000000e+00   2.00000000e+00   6.73871969e+00   1.16009389e+00   3.37869891e+00   
321     2.01187859e-08   7.00000000e+00   2.00000000e+00   6.74151911e+00   1.17287878e+00   3.37779719e+00   
322     2.01213523e-08   7.00000000e+00   2.00000000e+00   6.74371670e+00   1.18251475e+00   3.37710161e+00   
323     2.01239186e-08   7.00000000e+00   2.00000000e+00   6.74587369e+00   1.19182395e+00   3.37642592e+00   
324     2.01264850e-08   7.00000000e+00   2.00000000e+00   6.74799596e+00   1.20088932e+00   3.37576833e+00   
325     2.01316178e-08   7.00000000e+00   2.00000000e+00   6.75219234e+00   1.21873892e+00   3.37449099e+00   
326     2.01357187e-08   7.00000000e+00   2.00000000e+00   6.75540303e+00   1.23229281e+00   3.37352578e+00   
327     2.01398196e-08   7.00000000e+00   2.00000000e+00   6.75853357e+00   1.24551103e+00   3.37258888e+00   
328     2.01439204e-08   7.00000000e+00   2.00000000e+00   6.76159664e+00   1.25848934e+00   3.37167648e+00   
329     2.01521222e-08   7.00000000e+00   2.00000000e+00   6.76768014e+00   1.28471301e+00   3.36990215e+00   
330     2.01587656e-08   7.00000000e+00   2.00000000e+00   6.77251094e+00   1.30614470e+00   3.36854072e+00   
331     2.01654090e-08   7.00000000e+00   2.00000000e+00   6.77735189e+00   1.32818681e+00   3.36722157e+00   
332     2.01720524e-08   7.00000000e+00   2.00000000e+00   6.78222946e+00   1.35101804e+00   3.36594325e+00   
333     2.01853393e-08   7.00000000e+00   2.00000000e+00   6.79233435e+00   1.40049355e+00   3.36349140e+00   
334     2.01923600e-08   7.00000000e+00   2.00000000e+00   6.79785238e+00   1.42896952e+00   3.36228565e+00   
335     2.01993808e-08   7.00000000e+00   2.00000000e+00   6.80365037e+00   1.46016227e+00   3.36113900e+00   
336     2.02056994e-08   7.00000000e+00   2.00000000e+00   6.80933352e+00   1.49222173e+00   3.36016843e+00   
337     2.02112850e-08   7.00000000e+00   2.00000000e+00   6.81484886e+00   1.52463376e+00   3.35937110e+00   
338     2.02139008e-08   7.00000000e+00   2.00000000e+00   6.81754163e+00   1.54070903e+00   3.35901228e+00   
339     2.02152087e-08   7.00000000e+00   2.00000000e+00   6.81886922e+00   1.54855179e+00   3.35883637e+00   
340     2.02163858e-08   7.00000000e+00   2.00000000e+00   6.82004908e+00   1.55554533e+00   3.35868074e+00   
341     2.02187400e-08   7.00000000e+00   2.00000000e+00   6.82234666e+00   1.56922902e+00   3.35837904e+00   
342     2.02234485e-08   7.00000000e+00   2.00000000e+00   6.82670534e+00   1.59538913e+00   3.35780511e+00   
343     2.02281569e-08   7.00000000e+00   2.00000000e+00   6.83084863e+00   1.62045199e+00   3.35725354e+00   
344     2.02375739e-08   7.00000000e+00   2.00000000e+00   6.83828463e+00   1.66586734e+00   3.35619481e+00   
345     2.02469908e-08   7.00000000e+00   2.00000000e+00   6.84496609e+00   1.70700651e+00   3.35514886e+00   
346     2.02564077e-08   7.00000000e+00   2.00000000e+00   6.85094369e+00   1.74398285e+00   3.35409234e+00   
347     2.02752415e-08   7.00000000e+00   2.00000000e+00   6.86147992e+00   1.80931935e+00   3.35191087e+00   
348     2.02880166e-08   7.00000000e+00   2.00000000e+00   6.86690607e+00   1.84252122e+00   3.35031087e+00   
349     2.02988979e-08   7.00000000e+00   2.00000000e+00   6.87095413e+00   1.86695360e+00   3.34887829e+00   
350     2.03097792e-08   7.00000000e+00   2.00000000e+00   6.87449885e+00   1.88795321e+00   3.34737699e+00   
351     2.03206606e-08   7.00000000e+00   2.00000000e+00   6.87761075e+00   1.90594382e+00   3.34581018e+00   
352     2.03424232e-08   7.00000000e+00   2.00000000e+00   6.88301638e+00   1.93615326e+00   3.34253893e+00   
353     2.03534152e-08   7.00000000e+00   2.00000000e+00   6.88515736e+00   1.94713865e+00   3.34078398e+00   
354     2.03633079e-08   7.00000000e+00   2.00000000e+00   6.88689995e+00   1.95565546e+00   3.33916741e+00   
355     2.03732007e-08   7.00000000e+00   2.00000000e+00   6.88848417e+00   1.96298266e+00   3.33751809e+00   
356     2.03830934e-08   7.00000000e+00   2.00000000e+00   6.88993266e+00   1.96928063e+00   3.33584008e+00   
357     2.04028789e-08   7.00000000e+00   2.00000000e+00   6.89257107e+00   1.97990239e+00   3.33242831e+00   
358     2.04127640e-08   7.00000000e+00   2.00000000e+00   6.89370715e+00   1.98380084e+00   3.33068440e+00   
359     2.04216606e-08   7.00000000e+00   2.00000000e+00   6.89467133e+00   1.98685276e+00   3.32910208e+00   
360     2.04305571e-08   7.00000000e+00   2.00000000e+00   6.89558497e+00   1.98950625e+00   3.32750877e+00   
361     2.04385641e-08   7.00000000e+00   2.00000000e+00   6.89637127e+00   1.99160953e+00   3.32606706e+00   
362     2.04465710e-08   7.00000000e+00   2.00000000e+00   6.89712598e+00   1.99346135e+00   3.32461870e+00   
363     2.04537772e-08   7.00000000e+00   2.00000000e+00   6.89778247e+00   1.99494622e+00   3.32331049e+00   
364     2.04609834e-08   7.00000000e+00   2.00000000e+00   6.89841873e+00   1.99626883e+00   3.32199823e+00   
365     2.04674690e-08   7.00000000e+00   2.00000000e+00   6.89897664e+00   1.99734067e+00   3.32081434e+00   
366     2.04739547e-08   7.00000000e+00   2.00000000e+00   6.89952131e+00   1.99830563e+00   3.31962798e+00   
367     2.04796600e-08   7.00000000e+00   2.00000000e+00   6.89999113e+00   1.99907905e+00   3.31858266e+00   
368     2.04847949e-08   7.00000000e+00   2.00000000e+00   6.90040703e+00   1.99971888e+00   3.31764069e+00   
369     2.04875526e-08   7.00000000e+00   2.00000000e+00   6.90062847e+00   2.00004701e+00   3.31713447e+00   
370     2.04889937e-08   7.00000000e+00   2.00000000e+00   6.90074368e+00   2.00021436e+00   3.31686985e+00   
371     2.04904348e-08   7.00000000e+00   2.00000000e+00   6.90085840e+00   2.00037767e+00   3.31660514e+00   
372     2.04918760e-08   7.00000000e+00   2.00000000e+00   6.90097263e+00   2.00053704e+00   3.31634036e+00   
373     2.04947582e-08   7.00000000e+00   2.00000000e+00   6.90119999e+00   2.00084688e+00   3.31581063e+00   
374     2.04976405e-08   7.00000000e+00   2.00000000e+00   6.90142482e+00   2.00113597e+00   3.31528051e+00   
375     2.05005227e-08   7.00000000e+00   2.00000000e+00   6.90164797e+00   2.00141141e+00   3.31475015e+00   
376     2.05034050e-08   7.00000000e+00   2.00000000e+00   6.90186953e+00   2.00167385e+00   3.31421957e+00   
377     2.05091695e-08   7.00000000e+00   2.00000000e+00   6.90230915e+00   2.00217025e+00   3.31315798e+00   
378     2.05149340e-08   7.00000000e+00   2.00000000e+00   6.90274100e+00   2.00260288e+00   3.31209549e+00   
379     2.05206985e-08   7.00000000e+00   2.00000000e+00   6.90316807e+00   2.00299634e+00   3.31103258e+00   
380     2.05264631e-08   7.00000000e+00   2.00000000e+00   6.90359078e+00   2.00335414e+00   3.30996935e+00   
381     2.05379921e-08   7.00000000e+00   2.00000000e+00   6.90442713e+00   2.00399615e+00   3.30784249e+00   
382     2.05482069e-08   7.00000000e+00   2.00000000e+00   6.90515264e+00   2.00443789e+00   3.30595793e+00   
383     2.05584217e-08   7.00000000e+00   2.00000000e+00   6.90586984e+00   2.00481266e+00   3.30407393e+00   
384     2.05686365e-08   7.00000000e+00   2.00000000e+00   6.90657988e+00   2.00513034e+00   3.30219081e+00   
385     2.05890661e-08   7.00000000e+00   2.00000000e+00   6.90798589e+00   2.00565754e+00   3.29842744e+00   
386     2.06074079e-08   7.00000000e+00   2.00000000e+00   6.90922536e+00   2.00595709e+00   3.29505602e+00   
387     2.06257497e-08   7.00000000e+00   2.00000000e+00   6.91045357e+00   2.00618071e+00   3.29169096e+00   
388     2.06440915e-08   7.00000000e+00   2.00000000e+00   6.91167224e+00   2.00634643e+00   3.28833278e+00   
389     2.06807751e-08   7.00000000e+00   2.00000000e+00   6.91408975e+00   2.00658226e+00   3.28163343e+00   
390     2.07174586e-08   7.00000000e+00   2.00000000e+00   6.91646757e+00   2.00666476e+00   3.27497756e+00   
391     2.07541422e-08   7.00000000e+00   2.00000000e+00   6.91881929e+00   2.00669980e+00   3.26835334e+00   
392     2.08275094e-08   7.00000000e+00   2.00000000e+00   6.92341579e+00   2.00668503e+00   3.25523086e+00   
393     2.09008765e-08   7.00000000e+00   2.00000000e+00   6.92788889e+00   2.00663155e+00   3.24223074e+00   
394     2.10476108e-08   7.00000000e+00   2.00000000e+00   6.93629336e+00   2.00648032e+00   3.21670160e+00   
395     2.11943451e-08   7.00000000e+00   2.00000000e+00   6.94407458e+00   2.00631529e+00   3.19161992e+00   
396     2.14878138e-08   7.00000000e+00   2.00000000e+00   6.95698221e+00   2.00598271e+00   3.14306264e+00   
397     2.17271032e-08   7.00000000e+00   2.00000000e+00   6.96549489e+00   2.00570991e+00   3.10427440e+00   
398     2.19663926e-08   7.00000000e+00   2.00000000e+00   6.97221472e+00   2.00544898e+00   3.06619848e+00   
399     2.24449714e-08   7.00000000e+00   2.00000000e+00   6.98059321e+00   2.00499048e+00   2.99350349e+00   
400     2.29235502e-08   7.00000000e+00   2.00000000e+00   6.98556720e+00   2.00458612e+00   2.92412922e+00   
401     2.34021290e-08   7.00000000e+00   2.00000000e+00   6.98867204e+00   2.00423129e+00   2.85827069e+00   
402     2.43592866e-08   7.00000000e+00   2.00000000e+00   6.99262487e+00   2.00359876e+00   2.73499936e+00   
403     2.52207284e-08   7.00000000e+00   2.00000000e+00   6.99405421e+00   2.00317165e+00   2.64601679e+00   
404     2.59368955e-08   7.00000000e+00   2.00000000e+00   6.99503374e+00   2.00286859e+00   2.58298902e+00   
405     2.66530626e-08   7.00000000e+00   2.00000000e+00   6.99579843e+00   2.00260547e+00   2.52822675e+00   
406     2.73692297e-08   7.00000000e+00   2.00000000e+00   6.99639489e+00   2.00237516e+00   2.48016907e+00   
407     2.88015638e-08   7.00000000e+00   2.00000000e+00   6.99732115e+00   2.00197846e+00   2.39719937e+00   
408     2.99007083e-08   7.00000000e+00   2.00000000e+00   6.99771844e+00   2.00174527e+00   2.34807459e+00   
409     3.00000000e-08   7.00000000e+00   2.00000000e+00   6.99775577e+00   2.00172485e+00   2.34376595e+00   
410     3.00005000e-08   6.97500000e+00   2.00000000e+00   6.99775594e+00   2.00172464e+00   2.34374429e+00   
411     3.00005625e-08   6.97187500e+00   2.00000000e+00   6.99775597e+00   2.00172461e+00   2.34374158e+00   
412     3.00006875e-08   6.96562500e+00   2.00000000e+00   6.99775601e+00   2.00172456e+00   2.34373616e+00   
413     3.00008125e-08   6.95937500e+00   2.00000000e+00   6.99775605e+00   2.00172451e+00   2.34373075e+00   
414     3.00010625e-08   6.94687500e+00   2.00000000e+00   6.99775614e+00   2.00172439e+00   2.34371992e+00   
415     3.00015625e-08   6.92187500e+00   2.00000000e+00   6.99775632e+00   2.00172418e+00   2.34369825e+00   
416     3.00020625e-08   6.89687500e+00   2.00000000e+00   6.99775649e+00   2.00172398e+00   2.34367659e+00   
417     3.00030625e-08   6.84687500e+00   2.00000000e+00   6.99775686e+00   2.00172374e+00   2.34363328e+00   
418     3.00040625e-08   6.79687500e+00   2.00000000e+00   6.99775725e+00   2.00172375e+00   2.34358997e+00   
419     3.00050625e-08   6.74687500e+00   2.00000000e+00   6.99775769e+00   2.00172408e+00   2.34354666e+00   
420     3.00070625e-08   6.64687500e+00   2.00000000e+00   6.99775868e+00   2.00172576e+00   2.34346007e+00   
421     3.00090625e-08   6.54687500e+00   2.00000000e+00   6.99775996e+00   2.00172977e+00   2.34337351e+00   
422     3.00110625e-08   6.44687500e+00   2.00000000e+00   6.99776198e+00   2.00173985e+00   2.34328699e+00   
423     3.00130625e-08   6.34687500e+00   2.00000000e+00   6.99776492e+00   2.00175755e+00   2.34320052e+00   
424     3.00150625e-08   6.24687500e+00   2.00000000e+00   6.99776931e+00   2.00178718e+00   2.34311411e+00   
425     3.00170625e-08   6.14687500e+00   2.00000000e+00   6.99777597e+00   2.00183554e+00   2.34302778e+00   
426     3.00210625e-08   5.94687500e+00   2.00000000e+00   6.99780011e+00   2.00202193e+00   2.34285543e+00   
427     3.00230503e-08   5.84748513e+00   2.00000000e+00   6.99782396e+00   2.00221245e+00   2.34277012e+00   
428     3.00241419e-08   5.79290636e+00   2.00000000e+00   6.99784068e+00   2.00234763e+00   2.34272336e+00   
429     3.00248419e-08   5.75790581e+00   2.00000000e+00   6.99785537e+00   2.00247307e+00   2.34269342e+00   
430     3.00255419e-08   5.72290527e+00   2.00000000e+00   6.99787461e+00   2.00263614e+00   2.34266354e+00   
431     3.00262419e-08   5.68790472e+00   2.00000000e+00   6.99789909e+00   2.00284222e+00   2.34263374e+00   
432     3.00269419e-08   5.65290417e+00   2.00000000e+00   6.99792757e+00   2.00308191e+00   2.34260401e+00   
433     3.00283419e-08   5.58290308e+00   2.00000000e+00   6.99800499e+00   2.00372832e+00   2.34254489e+00   
434     3.00291095e-08   5.54452474e+00   2.00000000e+00   6.99806436e+00   2.00421957e+00   2.34251281e+00   
435     3.00298771e-08   5.50614640e+00   2.00000000e+00   6.99813520e+00   2.00480419e+00   2.34248098e+00   
436     3.00306446e-08   5.46776806e+00   2.00000000e+00   6.99821874e+00   2.00549207e+00   2.34244945e+00   
437     3.00321798e-08   5.39101137e+00   2.00000000e+00   6.99842052e+00   2.00715135e+00   2.34238728e+00   
438     3.00337149e-08   5.31425469e+00   2.00000000e+00   6.99868380e+00   2.00930964e+00   2.34232676e+00   
439     3.00352500e-08   5.23749800e+00   2.00000000e+00   6.99902031e+00   2.01206146e+00   2.34226840e+00   
440     3.00367852e-08   5.16074132e+00   2.00000000e+00   6.99944108e+00   2.01549634e+00   2.34221279e+00   
441     3.00378086e-08   5.10957020e+00   2.00000000e+00   6.99977319e+00   2.01820527e+00   2.34217754e+00   
442     3.00388320e-08   5.05839908e+00   2.00000000e+00   7.00014993e+00   2.02127708e+00   2.34214395e+00   
443     3.00398554e-08   5.00722795e+00   2.00000000e+00   7.00057417e+00   2.02473547e+00   2.34211221e+00   
444     3.00408789e-08   4.95605683e+00   2.00000000e+00   7.00105002e+00   2.02861530e+00   2.34208266e+00   
445     3.00419023e-08   4.90488571e+00   2.00000000e+00   7.00158030e+00   2.03293978e+00   2.34205545e+00   
446     3.00429257e-08   4.85371459e+00   2.00000000e+00   7.00216822e+00   2.03773565e+00   2.34203083e+00   
447     3.00439491e-08   4.80254346e+00   2.00000000e+00   7.00281579e+00   2.04302322e+00   2.34200914e+00   
448     3.00449726e-08   4.75137234e+00   2.00000000e+00   7.00352638e+00   2.04883016e+00   2.34199059e+00   
449     3.00459960e-08   4.70020122e+00   2.00000000e+00   7.00430295e+00   2.05518184e+00   2.34197542e+00   
450     3.00480428e-08   4.59785897e+00   2.00000000e+00   7.00605862e+00   2.06958217e+00   2.34195682e+00   
451     3.00500897e-08   4.49551673e+00   2.00000000e+00   7.00810281e+00   2.08640781e+00   2.34195563e+00   
452     3.00521365e-08   4.39317448e+00   2.00000000e+00   7.01045481e+00   2.10583847e+00   2.34197420e+00   
453     3.00539787e-08   4.30106646e+00   2.00000000e+00   7.01284439e+00   2.12568873e+00   2.34201000e+00   
454     3.00558208e-08   4.20895844e+00   2.00000000e+00   7.01550746e+00   2.14791417e+00   2.34206565e+00   
455     3.00576630e-08   4.11685042e+00   2.00000000e+00   7.01845662e+00   2.17264277e+00   2.34214292e+00   
456     3.00595052e-08   4.02474240e+00   2.00000000e+00   7.02168603e+00   2.19993658e+00   2.34224422e+00   
457     3.00613473e-08   3.93263438e+00   2.00000000e+00   7.02521123e+00   2.22993407e+00   2.34237123e+00   
458     3.00631895e-08   3.84052636e+00   2.00000000e+00   7.02904104e+00   2.26274974e+00   2.34252584e+00   
459     3.00650316e-08   3.74841834e+00   2.00000000e+00   7.03316514e+00   2.29845513e+00   2.34271014e+00   
460     3.00668738e-08   3.65631032e+00   2.00000000e+00   7.03759510e+00   2.33717089e+00   2.34292602e+00   
461     3.00687160e-08   3.56420230e+00   2.00000000e+00   7.04233564e+00   2.37900229e+00   2.34317542e+00   
462     3.00724003e-08   3.37998626e+00   2.00000000e+00   7.05268290e+00   2.47236288e+00   2.34378044e+00   
463     3.00760846e-08   3.19577022e+00   2.00000000e+00   7.06420245e+00   2.57934405e+00   2.34453971e+00   
464     3.00797689e-08   3.01155418e+00   2.00000000e+00   7.07688141e+00   2.70074594e+00   2.34546753e+00   
465     3.00830616e-08   2.84692082e+00   2.00000000e+00   7.08890209e+00   2.82292536e+00   2.34644414e+00   
466     3.00863543e-08   2.68228746e+00   2.00000000e+00   7.10158577e+00   2.95854937e+00   2.34757105e+00   
467     3.00896469e-08   2.51765409e+00   2.00000000e+00   7.11485912e+00   3.10837780e+00   2.34885688e+00   
468     3.00952930e-08   2.23534997e+00   2.00000000e+00   7.13035633e+00   3.31144973e+00   2.35128283e+00   
469     3.01000000e-08   2.00000000e+00   2.00000000e+00   7.13639476e+00   3.41623485e+00   2.35341325e+00   
470     3.01047070e-08   2.00000000e+00   2.00000000e+00   7.14417430e+00   3.55764261e+00   2.35556803e+00   
471     3.01085230e-08   2.00000000e+00   2.00000000e+00   7.14996728e+00   3.67925688e+00   2.35733504e+00   
472     3.01123389e-08   2.00000000e+00   2.00000000e+00   7.15479010e+00   3.80334218e+00   2.35911451e+00   
473     3.01161549e-08   2.00000000e+00   2.00000000e+00   7.15833379e+00   3.92756645e+00   2.36089308e+00   
474     3.01237868e-08   2.00000000e+00   2.00000000e+00   7.16060850e+00   4.17352926e+00   2.36437639e+00   
475     3.01294525e-08   2.00000000e+00   2.00000000e+00   7.15875015e+00   4.34586595e+00   2.36682426e+00   
476     3.01351183e-08   2.00000000e+00   2.00000000e+00   7.15592160e+00   4.50824703e+00   2.36917185e+00   
477     3.01407840e-08   2.00000000e+00   2.00000000e+00   7.15331072e+00   4.65859138e+00   2.37144818e+00   
478     3.01521154e-08   2.00000000e+00   2.00000000e+00   7.14841877e+00   4.93200767e+00   2.37590859e+00   
479     3.01634469e-08   2.00000000e+00   2.00000000e+00   7.14413073e+00   5.14995764e+00   2.38028349e+00   
480     3.01747783e-08   2.00000000e+00   2.00000000e+00   7.14013615e+00   5.33605430e+00   2.38471725e+00   
481     3.01861098e-08   2.00000000e+00   2.00000000e+00   7.13637843e+00   5.49419775e+00   2.38923973e+00   
482     3.02087727e-08   2.00000000e+00   2.00000000e+00   7.12930505e+00   5.75601242e+00   2.39853438e+00   
483     3.02278444e-08   2.00000000e+00   2.00000000e+00   7.12399012e+00   5.90003491e+00   2.40677990e+00   
484     3.02450090e-08   2.00000000e+00   2.00000000e+00   7.11946249e+00   6.00230280e+00   2.41442321e+00   
485     3.02621735e-08   2.00000000e+00   2.00000000e+00   7.11516029e+00   6.08282220e+00   2.42226014e+00   
486     3.02793381e-08   2.00000000e+00   2.00000000e+00   7.11106155e+00   6.14620616e+00   2.43026611e+00   
